country,date,lineage,denominator,numerator
South Korea,2023-06-02,FL.1.2,344,3
South Korea,2023-06-02,FY.5,344,1
South Korea,2023-06-02,XBB.1.5.86,344,1
South Korea,2023-06-02,XBB.2.3.11,344,1
South Korea,2023-06-02,XBB.1.5.48,344,1
South Korea,2023-06-02,FD.4.1,344,1
South Korea,2023-06-02,FR.1.3,344,1
South Korea,2023-06-02,XBB.1.22.2,344,2
South Korea,2023-06-02,XBB.1.16.18,344,2
South Korea,2023-06-02,FL.5,344,2
South Korea,2023-06-02,EG.1.4.1,344,2
South Korea,2023-06-02,XBB.1.5.62,344,1
South Korea,2023-06-02,XBB.2.3.6,344,1
South Korea,2023-06-02,XBB.1.16.4,344,1
South Korea,2023-06-02,EG.5.1,344,4
South Korea,2023-06-02,HH.2,344,1
South Korea,2023-06-02,XBB.1.9.2,344,12
South Korea,2023-06-02,EG.5.2,344,1
South Korea,2023-06-02,HT.2,344,1
South Korea,2023-06-02,XBB.1.9.1,344,8
South Korea,2023-06-02,BQ.1.24,344,1
South Korea,2023-06-02,BN.1.3.2,344,1
South Korea,2023-06-02,GY.3,344,1
South Korea,2023-06-01,EG.2,350,2
South Korea,2023-06-01,XBB.1.16.2,350,3
South Korea,2023-06-01,XBB.1.22.2,350,1
South Korea,2023-06-01,XBB.2.3.2,350,2
South Korea,2023-06-01,XBB.2.3.6,350,1
South Korea,2023-06-01,BN.1.2,350,2
South Korea,2023-06-01,XBB.1.5.33,350,1
South Korea,2023-06-01,GY.5,350,2
South Korea,2023-06-01,FL.5,350,1
South Korea,2023-06-01,GW.1,350,1
South Korea,2023-06-09,XBB.1.5.104,141,1
South Korea,2023-06-09,XBB.1.16.10,141,1
South Korea,2023-06-09,XBB.1.16.12,141,1
South Korea,2023-06-08,FL.2.4,307,1
South Korea,2023-06-08,XBB.1.16.18,307,2
South Korea,2023-06-06,XBB.2.3.3,247,1
South Korea,2023-06-06,FR.1,247,1
South Korea,2023-06-05,FE.1.2,116,1
South Korea,2023-06-05,XBB.1.16.2,116,1
South Korea,2023-06-05,XBB.1.16.22,116,1
South Korea,2023-06-05,FL.1.2,116,1
South Korea,2023-06-05,EG.1.4,116,1
South Korea,2023-06-05,FK.1.1,116,2
South Korea,2023-06-04,FE.1.1,186,2
South Korea,2023-06-04,HF.1,186,1
South Korea,2023-06-04,XBB.1.16.19,186,1
South Korea,2023-06-04,FL.10.1,186,6
South Korea,2023-06-04,XBB.1.5.10,186,1
South Korea,2023-06-04,EG.1.3,186,1
South Korea,2023-06-04,EG.2,186,1
South Korea,2023-06-04,FL.1.2,186,1
South Korea,2023-06-04,XBB.1.5.54,186,1
South Korea,2023-06-04,FL.3.2,186,1
South Korea,2023-06-04,FR.1,186,3
South Korea,2023-06-04,BN.1.2.3,186,1
South Korea,2023-06-04,XBL.3.1,186,1
South Korea,2023-06-04,FL.27,186,1
South Korea,2023-06-03,FK.1.1,335,5
South Korea,2023-06-03,DV.6.2,335,1
United Kingdom,2020-06-12,B.1.1.237,461,4
United Kingdom,2021-01-02,B.1.36.7,2116,1
United Kingdom,2023-08-21,FL.2.5,180,1
United Kingdom,2023-07-31,EG.5.1.1,126,10
United Kingdom,2023-08-21,XBB.1.16.2,180,1
United Kingdom,2023-07-28,XBB.1.16.11,93,3
United Kingdom,2023-07-27,EG.5.1.1,84,6
United Kingdom,2023-08-22,XBB.1.16.11,191,2
United Kingdom,2023-07-31,FL.1.5.1,126,5
United Kingdom,2023-07-25,EG.7,89,2
United Kingdom,2023-08-26,EG.5.1.7,128,3
United Kingdom,2023-08-23,DU.1,158,1
United Kingdom,2023-07-31,XBB.1.16.6,126,3
United Kingdom,2023-08-16,FY.4.1.2,179,2
United Kingdom,2023-07-21,EG.5.1.1,58,4
United Kingdom,2023-07-24,EG.5.1.1,99,3
United Kingdom,2023-08-24,XBB.2.3.8,143,1
United Kingdom,2023-08-21,EG.5.1.5,180,1
United Kingdom,2023-08-23,XBB.1.16.18,158,1
United Kingdom,2023-07-22,FD.1.1,62,1
United Kingdom,2023-07-31,GE.1,126,5
United Kingdom,2023-08-02,FU.1,127,2
United Kingdom,2023-07-23,GK.1.1,60,2
United Kingdom,2023-08-21,FU.1,180,1
United Kingdom,2023-07-19,FL.1.5.1,65,3
United Kingdom,2023-07-24,GE.1,99,4
United Kingdom,2023-07-26,FL.1.2,85,1
United Kingdom,2023-07-24,FD.1.1,99,3
United Kingdom,2023-07-25,XBB.2.3.2,89,2
United Kingdom,2023-08-22,GJ.1.2,191,2
United Kingdom,2023-08-19,GN.4,119,1
United Kingdom,2023-08-20,JF.2,101,1
United Kingdom,2023-08-17,XBB.1.5.50,162,1
United Kingdom,2023-07-26,XBB.1.16.1,85,2
United Kingdom,2023-08-25,GJ.4,159,1
United Kingdom,2023-08-21,XBB.2.3.11,180,1
United Kingdom,2023-08-15,EG.7,152,1
United Kingdom,2023-08-05,XBB.1.16.9,96,1
United Kingdom,2023-07-28,XBB.1.16.9,93,2
United Kingdom,2023-08-17,XBB.2.3.5,162,1
United Kingdom,2023-07-23,XBB.1.16.15,60,2
United Kingdom,2023-08-16,FL.4,179,1
United Kingdom,2023-08-26,EG.6.1,128,1
United Kingdom,2023-08-27,FL.20.1,120,1
United Kingdom,2023-08-19,GJ.1.1,119,1
United Kingdom,2023-08-25,GS.1,159,1
United Kingdom,2023-08-24,GE.1,143,2
United Kingdom,2023-07-31,EG.5.1.6,126,4
United Kingdom,2023-08-20,GK.1.1,101,1
United Kingdom,2023-07-25,XBB.1.16.15,89,2
United Kingdom,2023-08-19,XBB.1.16.1,119,2
United Kingdom,2023-08-25,EG.5.1.10,159,1
United Kingdom,2023-07-24,XBB.1.16.18,99,1
United Kingdom,2023-08-10,FL.1.5.1,158,2
United Kingdom,2023-07-26,EG.9.1,85,1
United Kingdom,2023-07-25,XBB.1.16,89,15
United Kingdom,2023-08-21,HH.1,180,1
United Kingdom,2023-08-16,XBB.1.17.1,179,1
United Kingdom,2020-06-02,B.1.173,209,2
United Kingdom,2023-08-21,GS.4.1,180,1
United Kingdom,2023-08-16,EG.5.2.1,179,1
United Kingdom,2023-08-18,DV.7.1,156,2
United Kingdom,2023-08-01,XBB.1.22.1,136,1
United Kingdom,2023-08-21,XBB.2.3.8,180,1
United Kingdom,2023-08-19,XBB.1.16.19,119,1
United Kingdom,2023-08-19,HK.6,119,2
United Kingdom,2023-08-24,EG.10.1,143,3
United Kingdom,2023-08-17,GS.4.1,162,1
United Kingdom,2023-08-21,FL.19.1,180,1
United Kingdom,2023-08-07,FU.1,178,1
United Kingdom,2023-08-21,FL.4,180,1
United Kingdom,2023-08-18,FL.20.1,156,1
United Kingdom,2023-08-17,FL.24,162,1
United Kingdom,2023-08-21,FL.10.1,180,1
United Kingdom,2023-08-10,GS.3,158,4
United Kingdom,2023-08-14,EG.5.2.1,150,1
United Kingdom,2023-05-31,EM.1,106,1
United Kingdom,2023-05-31,XBB.1.41,106,1
United Kingdom,2023-06-02,FL.3.3,75,4
United Kingdom,2023-06-02,XBB.1.5,75,6
United Kingdom,2023-05-31,XBU,106,1
United Kingdom,2023-06-01,XBB.1.16.19,65,2
United Kingdom,2023-06-01,FL.3.3,65,2
United Kingdom,2023-05-23,XBB.1.16.1,82,2
United Kingdom,2023-05-31,FL.3.3,106,1
United Kingdom,2023-05-17,XBB.1.16,128,14
United Kingdom,2023-05-31,XBB.1.5.7,106,2
United Kingdom,2023-05-16,FL.3.3,135,2
United Kingdom,2023-05-25,XBB.1.5.7,89,1
United Kingdom,2023-06-01,XBB.1.5.49,65,2
United Kingdom,2023-05-28,FL.3,75,2
United Kingdom,2023-05-25,XBB.1.17.1,89,4
United Kingdom,2023-05-31,XBB.1.16.1,106,1
United Kingdom,2023-05-31,XBB.1.5.52,106,3
United Kingdom,2023-06-01,XBB.1.5.7,65,1
United Kingdom,2023-05-30,XBB.1.5.7,90,2
United Kingdom,2023-08-16,JF.2,179,1
United Kingdom,2023-08-15,JF.2,152,1
United Kingdom,2023-08-19,XBB.1.5.49,119,1
United Kingdom,2023-08-14,XBB.1.33,150,1
United Kingdom,2023-08-17,EG.5.1.9,162,1
United Kingdom,2021-01-02,B.1.221,2116,2
United Kingdom,2020-08-26,B.1.1.406,428,1
United Kingdom,2020-09-07,B.1.177.19,546,2
United Kingdom,2020-09-11,B.1.177.52,353,1
United Kingdom,2021-01-05,B.1.1.413,1888,1
United Kingdom,2023-05-27,XBB.1.5,49,12
United Kingdom,2023-05-29,FL.4,69,2
United Kingdom,2023-05-24,FL.1.1,80,1
United Kingdom,2023-05-31,XBB.1.22.1,106,1
United Kingdom,2023-05-25,XBB.1.5.52,89,2
United Kingdom,2023-05-29,FL.3,69,2
United Kingdom,2023-05-24,XBB.1.5.71,80,1
United Kingdom,2023-05-27,XBB.1.5.13,49,1
United Kingdom,2023-05-29,XBB.1.5.37,69,3
United Kingdom,2023-05-17,XBB.1.5,128,19
United Kingdom,2023-05-17,EU.1.1.1,128,3
United Kingdom,2020-09-21,B.1.1.277,1024,2
United Kingdom,2021-01-04,A.23.1,2099,1
South Korea,2023-06-11,XBB.1.5.59,214,1
South Korea,2023-06-11,FL.1.3,214,2
South Korea,2023-06-11,FL.13,214,1
South Korea,2023-06-11,EG.5,214,2
South Korea,2023-06-11,EG.5.2,214,1
South Korea,2023-06-09,FL.5.1,141,1
South Korea,2023-06-09,EG.4,141,1
South Korea,2023-06-10,FL.10,267,1
South Korea,2023-06-09,FE.1,141,1
South Korea,2023-06-09,EG.1.2,141,1
South Korea,2023-06-09,FY.3.2,141,1
South Korea,2023-06-08,FY.3.1,307,1
South Korea,2023-06-08,XBB.1.5.64,307,1
South Korea,2023-06-08,FY.1.3,307,1
South Korea,2023-06-08,CJ.1.3,307,1
South Korea,2023-06-08,XBB.1.16.2,307,1
South Korea,2023-06-04,XBB.1.5.23,186,2
South Korea,2023-06-06,XBB.2.3.11,247,1
South Korea,2023-06-04,GM.1,186,1
South Korea,2023-06-01,XBB.1.5.73,350,1
South Korea,2023-06-01,XBB.1.5.37,350,2
South Korea,2023-06-01,FL.2.2.1,350,1
South Korea,2023-05-31,HH.2,370,1
South Korea,2023-05-31,XBB.1.19.1,370,1
South Korea,2023-05-31,XBB.1.5.33,370,1
South Korea,2023-05-30,XBB.1.16.2,233,1
South Korea,2023-05-30,FL.5,233,1
South Korea,2023-05-29,XBB.1.16,171,7
South Korea,2023-05-27,HH.1,156,1
South Korea,2023-05-29,XBB.1.19.1,171,1
South Korea,2023-05-28,GA.6,144,1
South Korea,2023-05-28,EG.1,144,6
South Korea,2023-05-27,FP.4,156,1
South Korea,2023-05-27,FL.4.5,156,2
South Korea,2023-05-26,XBB.1.5,172,7
South Korea,2023-05-26,FL.4.8,172,1
South Korea,2023-05-25,FL.5,357,4
South Korea,2023-05-25,FE.1,357,2
South Korea,2023-05-26,EG.4,172,2
South Korea,2023-05-26,XBB.1.5.23,172,2
South Korea,2023-05-25,EG.1,357,8
South Korea,2023-05-25,XBB.1.16.21,357,1
South Korea,2023-05-24,BN.1.2,149,2
South Korea,2023-05-24,BN.1.3.12,149,1
South Korea,2023-05-24,FL.1.3,149,2
South Korea,2023-05-24,FL.4,149,2
South Korea,2023-05-24,HH.2,149,1
South Korea,2023-05-24,FL.2,149,3
South Korea,2023-05-24,FL.1.4,149,2
South Korea,2023-05-24,XBB.1.16,149,7
South Korea,2023-05-23,FL.2,396,7
South Korea,2023-05-23,BN.1.4,396,1
South Korea,2023-05-23,FL.4.5,396,5
South Korea,2023-06-01,FP.4,350,1
South Korea,2023-06-01,GA.6,350,1
South Korea,2023-06-01,EG.5.2,350,2
South Korea,2023-06-03,XBB.1.33,335,2
South Korea,2023-06-03,GB.2,335,1
South Korea,2023-06-02,FL.19,344,8
South Korea,2023-06-02,XBB.1.16.7,344,2
South Korea,2023-06-01,FL.4.1,350,1
South Korea,2023-06-01,XBB.1.16.15,350,1
South Korea,2023-06-01,XBB.1.5.59,350,2
South Korea,2023-06-01,EG.1.3,350,1
South Korea,2023-05-31,GZ.1,370,1
South Korea,2023-05-31,GV.1,370,1
South Korea,2023-05-31,FL.4.3,370,3
South Korea,2023-05-31,XBB.1.16.3,370,1
South Korea,2023-05-27,FY.3,156,1
South Korea,2023-06-01,BQ.1.24,350,1
South Korea,2023-06-01,HH.2,350,1
South Korea,2023-06-01,XBB.1.19.1,350,1
South Korea,2023-06-01,FE.1,350,1
South Korea,2023-06-10,XBB.1.22.2,267,1
South Korea,2023-06-03,XBB.1.11.1,335,2
South Korea,2023-06-06,EG.1.4,247,1
South Korea,2023-05-30,BN.3.1,233,1
South Korea,2023-06-01,FL.5.1,350,2
South Korea,2023-05-30,XBB.1.5.18,233,1
South Korea,2023-05-31,XBB.1.37.1,370,1
South Korea,2023-05-24,GE.1,149,1
South Korea,2023-05-24,XBB.1.5.37,149,1
South Korea,2023-05-24,FP.4,149,1
South Korea,2023-05-25,XBB.2.3.8,357,13
South Korea,2023-05-25,XBB.1.5.65,357,1
South Korea,2023-05-24,XBB.1.5.64,149,1
South Korea,2023-05-23,XBB.1.5.52,396,1
South Korea,2023-05-24,GF.1,149,1
South Korea,2023-05-24,FU.1,149,1
South Korea,2023-06-06,XBB.1.5.7,247,1
South Korea,2023-06-07,EG.2.5,316,1
South Korea,2023-06-04,XBB.1.5.63,186,1
South Korea,2023-06-06,GS.1,247,1
South Korea,2023-06-04,XBB.1.5.15,186,1
South Korea,2023-05-15,EG.1,71,2
South Korea,2023-06-03,FL.4.8,335,1
South Korea,2023-06-02,XBB.1.16.13,344,1
South Korea,2023-05-31,XBB.1.5.56,370,1
South Korea,2023-05-21,XBB.1.5,285,37
South Korea,2023-05-24,HF.1,149,1
South Korea,2023-05-24,FL.5,149,3
South Korea,2023-05-24,FL.19,149,2
South Korea,2023-05-23,HF.1,396,4
South Korea,2023-05-23,EG.1,396,24
South Korea,2023-05-23,BN.1.2,396,3
South Korea,2023-06-01,XBL,350,1
South Korea,2023-05-23,EG.1.2,396,2
South Korea,2023-05-23,FL.8,396,1
South Korea,2023-05-23,XBB.1.17.1,396,1
South Korea,2023-05-23,XBB.2.3.8,396,19
South Korea,2023-05-23,XBB.1.24.1,396,1
South Korea,2023-05-22,XBB.1.5,154,7
South Korea,2023-05-22,EG.1.4,154,1
South Korea,2023-05-22,FE.1,154,1
South Korea,2023-05-22,XBB.1.5.46,154,1
South Korea,2023-05-22,XBB.1.16,154,7
South Korea,2023-05-22,EG.1,154,9
South Korea,2023-05-21,GY.5,285,2
South Korea,2023-05-21,FL.4.5,285,4
South Korea,2023-05-20,CJ.1.3,286,2
South Korea,2023-05-20,FL.2,286,1
South Korea,2023-05-20,XBB.1.5.18,286,1
South Korea,2023-05-19,XBB.1.5,191,16
South Korea,2023-05-19,XBB.1.5.17,191,3
South Korea,2023-05-19,HF.1,191,1
South Korea,2023-05-18,XBB.1.5,120,5
South Korea,2023-05-18,EG.1,120,7
South Korea,2023-05-18,XBB.1.16.10,120,1
South Korea,2023-05-18,XBB.1.5.23,120,1
South Korea,2023-05-18,XBB.1.5.17,120,1
South Korea,2023-05-19,GY.5,191,2
South Korea,2023-05-19,FY.1.3,191,3
South Korea,2023-05-19,HH.1,191,1
South Korea,2023-05-31,FL.18.1,370,5
South Korea,2023-05-31,FD.2,370,2
South Korea,2023-05-30,FU.2.1,233,2
South Korea,2023-05-30,XBB.1.16.10,233,1
South Korea,2023-05-30,HH.2,233,1
South Korea,2023-05-30,EG.5.2,233,2
South Korea,2023-05-30,EG.5.1.4,233,1
South Korea,2023-05-29,EG.1.6,171,8
South Korea,2023-05-29,XBB.2.3.5,171,1
South Korea,2023-05-29,XBB.1.16.10,171,4
South Korea,2023-05-29,FD.2,171,1
South Korea,2023-05-29,FD.4,171,2
South Korea,2023-05-29,FY.3.1,171,1
South Korea,2023-05-29,FL.2.3,171,1
South Korea,2023-05-27,FL.4,156,2
South Korea,2023-05-27,HT.2,156,1
South Korea,2023-05-26,GF.1,172,1
South Korea,2023-05-26,FL.4,172,3
South Korea,2023-05-18,GJ.1.2,120,1
South Korea,2023-05-25,XBB.1.5.24,357,2
South Korea,2023-05-25,XBF.3,357,2
South Korea,2023-05-25,BN.1.2,357,2
South Korea,2023-05-25,GR.1,357,6
South Korea,2023-05-25,FP.2.1.2,357,1
South Korea,2023-05-24,XBB.1.5.24,149,2
South Korea,2023-05-23,XBB.1.5.24,396,3
South Korea,2023-05-18,XBB.1.5.24,120,7
South Korea,2023-06-04,EJ.2,186,1
South Korea,2023-06-02,XBB.1.24.3,344,1
South Korea,2023-06-01,FY.3,350,1
South Korea,2023-05-22,BN.1.3,154,1
South Korea,2023-05-22,CH.1.1.24,154,1
South Korea,2023-05-22,EG.1.6,154,1
South Korea,2023-05-22,GY.5,154,2
South Korea,2023-05-21,XBB.1.5.37,285,2
South Korea,2023-05-21,HH.1,285,2
South Korea,2023-06-01,FL.3.1,350,1
South Korea,2023-06-01,HH.1.1,350,1
South Korea,2023-05-24,FL.10.1,149,3
South Korea,2023-05-27,XBB.1.16.1,156,1
South Korea,2023-05-27,FL.1.3,156,1
South Korea,2023-05-27,XBB.1.5,156,6
South Korea,2023-05-25,EG.1.3,357,2
South Korea,2023-05-26,GJ.1.2.6,172,1
South Korea,2023-05-25,FP.3,357,1
South Korea,2023-05-26,FU.1,172,3
South Korea,2023-05-16,XBB.1.16,247,13
United Kingdom,2021-01-05,B.1.177.48,1888,2
United Kingdom,2021-01-04,B.1.195,2099,1
United Kingdom,2021-01-03,L.3,1802,1
United Kingdom,2020-12-31,B.1.462,1370,1
United Kingdom,2021-01-03,B.1.195,1802,1
United Kingdom,2021-01-02,B.1.36,2116,2
United Kingdom,2021-01-03,B.1.1.25,1802,1
United Kingdom,2023-05-12,FL.3,98,4
United Kingdom,2023-05-13,XBB.1.22.1,98,1
United Kingdom,2023-05-14,XBB.1.5.59,89,1
United Kingdom,2023-05-14,GA.3,89,2
United Kingdom,2023-05-16,GA.3,135,1
United Kingdom,2023-05-01,XBB.1.5.66,135,1
United Kingdom,2023-05-02,FL.3.1,181,8
United Kingdom,2023-05-04,FL.3.1,149,6
United Kingdom,2023-05-04,XBB.1.17.1,149,1
United Kingdom,2023-05-08,XBB.1.5.12,109,1
United Kingdom,2023-05-10,FL.3.2,123,2
United Kingdom,2023-05-08,FL.3.1,109,3
United Kingdom,2023-05-09,XBB.1.5.12,109,2
United Kingdom,2023-05-11,FL.3.1,114,4
United Kingdom,2023-05-11,XBB.1.5,114,18
United Kingdom,2023-05-05,GJ.1.2,116,1
United Kingdom,2023-05-15,XBB.1.5.12,117,1
United Kingdom,2023-05-17,XBB.1.5.37,128,1
United Kingdom,2023-05-17,XBB.1.5.59,128,2
United Kingdom,2023-05-18,XBB.1.16,103,14
United Kingdom,2023-05-18,GB.2,103,2
United Kingdom,2023-05-20,XBB.1.5.37,80,2
United Kingdom,2023-05-19,FE.1.2,90,1
United Kingdom,2023-05-18,EG.2,103,1
United Kingdom,2023-05-19,EG.1,90,3
United Kingdom,2023-05-21,EG.1,81,4
United Kingdom,2023-05-15,FL.3,117,3
United Kingdom,2023-05-18,FL.4,103,1
United Kingdom,2023-05-18,XBB.1.5.59,103,3
United Kingdom,2023-05-21,XBB.1.5,81,10
United Kingdom,2023-05-15,FY.1.2,117,1
United Kingdom,2023-05-16,XBB.1.5,135,24
United Kingdom,2023-05-20,XBB.1.22.1,80,1
United Kingdom,2023-05-21,XBB.1.5.14,81,1
United Kingdom,2023-05-21,XBB.1.16.1,81,3
United Kingdom,2023-05-23,XBB.1.5.77,82,1
United Kingdom,2023-05-21,XBB.1.5.15,81,1
United Kingdom,2023-05-21,XBB.1.16.18,81,1
United Kingdom,2023-05-24,FL.2,80,1
United Kingdom,2023-05-24,XBB.1.5.72,80,1
United Kingdom,2023-05-24,FL.3.1,80,7
United Kingdom,2023-05-26,XBB.1.5.12,93,1
United Kingdom,2023-05-19,XBB.1.5.12,90,2
United Kingdom,2021-01-01,B.1.469,792,1
United Kingdom,2020-05-05,B.1.391,360,7
United Kingdom,2023-06-05,EG.1,90,2
United Kingdom,2023-06-05,XBB.1.16.7,90,1
United Kingdom,2023-06-03,XBB.2.3.1,50,2
United Kingdom,2023-06-05,XBB.1.5.14,90,1
United Kingdom,2023-05-31,FL.3,106,1
United Kingdom,2023-06-05,XBB.1.5.67,90,1
United Kingdom,2023-06-06,XBB.1.28.1,95,1
United Kingdom,2023-06-01,XBB.1.5.51,65,1
United Kingdom,2023-06-06,FL.1.5.1,95,2
United Kingdom,2023-05-30,XBB.2.3.3,90,2
United Kingdom,2023-06-03,FL.2.2,50,1
United Kingdom,2023-06-05,XBB.1.16.10,90,1
United Kingdom,2021-01-03,B.1.234,1802,1
United Kingdom,2021-01-03,B.1.462,1802,1
United Kingdom,2021-01-04,B.1.177.84,2099,1
United Kingdom,2021-01-05,B.1.1.218,1888,1
United Kingdom,2023-05-30,FL.3.3,90,2
United Kingdom,2023-05-31,XBB.1.16.21,106,1
United Kingdom,2023-05-26,XBB.1.5.1,93,1
United Kingdom,2023-05-31,FL.5,106,1
United Kingdom,2023-05-30,XBB.1.5.37,90,1
United Kingdom,2023-05-25,XBB.1.5,89,10
United Kingdom,2023-05-26,FL.3.3,93,2
United Kingdom,2023-05-25,XBB.1.5.37,89,2
United Kingdom,2023-05-28,XBB.1.5.52,75,2
United Kingdom,2023-05-24,DV.1,80,4
United Kingdom,2023-05-29,FL.3.3,69,2
United Kingdom,2023-05-31,EG.1.2,106,1
United Kingdom,2023-05-27,XBB.2.3.2,49,1
United Kingdom,2023-05-25,FL.2,89,2
United Kingdom,2023-05-26,XBB.1.5.49,93,1
United Kingdom,2023-05-28,EG.1.2,75,1
United Kingdom,2023-05-25,EG.1.2,89,1
United Kingdom,2023-05-27,FL.3,49,2
United Kingdom,2023-05-31,XBB.1.17.1,106,3
United Kingdom,2023-05-26,XBB.2.4,93,1
United Kingdom,2023-05-26,XBB.1.5.7,93,3
United Kingdom,2023-05-24,EG.1.2,80,1
United Kingdom,2023-05-26,XBB.1.5.70,93,1
United Kingdom,2023-05-27,FL.3.3,49,1
United Kingdom,2023-05-27,XBB.1.5.19,49,1
United Kingdom,2023-05-29,EG.1.3,69,1
United Kingdom,2023-06-01,GJ.4,65,1
United Kingdom,2021-01-05,B.1.1.1,1888,1
South Korea,2023-06-04,DV.4,186,1
South Korea,2023-06-04,XBB.1.9.2,186,9
South Korea,2023-06-03,EG.5.1,335,6
South Korea,2023-06-03,FL.2.1,335,1
South Korea,2023-06-01,DV.6.2,350,2
South Korea,2023-06-01,EG.1.5,350,1
South Korea,2023-05-31,BN.1.2,370,1
South Korea,2023-05-30,XBB.2.3.11,233,2
South Korea,2023-05-30,BR.5.1,233,1
South Korea,2023-05-30,XBB.1.5.61,233,1
South Korea,2023-05-30,FK.1.1,233,1
South Korea,2023-05-30,FR.1.1,233,2
South Korea,2023-05-30,FE.1,233,1
South Korea,2023-05-30,CJ.1.3,233,1
South Korea,2023-05-30,GA.2,233,2
South Korea,2023-05-30,XBB.1.5.17,233,1
South Korea,2023-05-29,FL.4.8,171,4
South Korea,2023-05-29,XBB.2.3.11,171,1
South Korea,2023-05-29,HT.2,171,1
South Korea,2023-05-29,XBB.1.9.2,171,5
South Korea,2023-05-29,FL.5,171,1
South Korea,2023-05-29,FK.1.1,171,1
South Korea,2023-05-29,XBB.1.16.1,171,5
South Korea,2023-05-29,FL.1.3,171,6
South Korea,2023-05-29,FL.16,171,1
South Korea,2023-05-29,XBB.1.5.52,171,1
South Korea,2023-05-29,FL.2.2.1,171,1
South Korea,2023-05-29,XBB.2.3.2,171,1
South Korea,2023-05-29,EG.1,171,6
South Korea,2023-05-29,XBB.1.5.15,171,1
South Korea,2023-05-29,EG.5.2,171,3
South Korea,2023-05-29,FE.1.1,171,1
South Korea,2023-05-29,FL.2.4,171,1
South Korea,2023-05-29,FL.10.1,171,1
South Korea,2023-05-29,FU.1,171,2
South Korea,2023-05-29,FL.1.4,171,1
South Korea,2023-05-29,FL.12,171,2
South Korea,2023-05-29,FL.2,171,1
South Korea,2023-05-29,FL.4.5,171,3
South Korea,2023-05-29,XBB.1.16.22,171,1
South Korea,2023-05-29,EG.4.3,171,1
South Korea,2023-05-29,FY.2,171,1
South Korea,2023-05-29,GY.5,171,4
South Korea,2023-05-25,GB.1,357,1
South Korea,2023-05-25,HG.1,357,4
South Korea,2023-05-25,XBB.1.16.1,357,4
South Korea,2023-05-25,EG.1.4.1,357,2
South Korea,2023-05-25,HF.1,357,4
South Korea,2023-05-25,XBB.2.3.2,357,2
South Korea,2023-05-25,FY.3.3,357,2
South Korea,2023-05-25,BN.1.2.2,357,3
South Korea,2023-05-25,FL.1.2,357,3
South Korea,2023-05-25,XBB.1.11.1,357,1
South Korea,2023-05-25,XBB.1.5.23,357,1
South Korea,2023-05-25,FL.4.5,357,6
South Korea,2023-05-25,FU.1,357,2
South Korea,2023-05-25,FL.2.3,357,1
South Korea,2023-05-25,XBB.1.5.7,357,1
South Korea,2023-05-25,FL.4.3,357,1
South Korea,2023-05-25,EG.1.4,357,1
South Korea,2023-05-25,FL.17,357,1
South Korea,2023-05-25,EG.4,357,1
South Korea,2023-05-25,EG.4.4,357,3
South Korea,2023-05-25,XBB.1.9.2,357,9
South Korea,2023-05-25,FL.27,357,7
South Korea,2023-05-25,HH.1,357,3
South Korea,2023-05-25,XBB.1.16.13,357,1
South Korea,2023-05-25,FL.1.3,357,4
South Korea,2023-05-25,XBB.1.5.13,357,1
South Korea,2023-05-25,XBB.1.16.2,357,3
South Korea,2023-05-25,GA.1,357,1
South Korea,2023-05-25,GY.6,357,1
South Korea,2023-05-25,FV.1,357,1
South Korea,2023-05-25,FY.2,357,1
South Korea,2023-05-25,FL.2,357,5
South Korea,2023-05-25,BN.1.3,357,1
South Korea,2023-05-25,GF.1,357,1
South Korea,2023-05-25,CH.1.1.26,357,1
South Korea,2023-05-25,XBB.1.5.17,357,4
South Korea,2023-05-25,XBB.1.16.12,357,2
South Korea,2023-05-25,FL.2.1,357,2
South Korea,2023-05-25,BN.1.2.3,357,1
South Korea,2023-05-25,XBB.1.5.64,357,1
South Korea,2023-05-25,FL.4,357,4
South Korea,2023-05-25,XBB.1.5.62,357,1
South Korea,2023-05-25,XBB.1.9.1,357,7
South Korea,2023-05-24,XBB.1.5.23,149,1
South Korea,2023-05-24,XBB.2.3.8,149,3
South Korea,2023-05-24,CJ.1.3,149,3
South Korea,2023-05-23,FL.4.8,396,1
South Korea,2023-05-23,GB.1,396,2
South Korea,2023-05-23,BN.1.2.5,396,2
South Korea,2023-05-23,XBB.1.16.2,396,2
South Korea,2023-05-23,FL.12,396,2
South Korea,2023-05-23,BN.1.2.2,396,1
South Korea,2023-05-23,FL.18.1,396,1
South Korea,2023-05-23,XBB.1.5.77,396,2
South Korea,2023-05-23,FL.1.3,396,4
South Korea,2023-05-23,EG.1.4,396,3
South Korea,2023-05-23,EG.1.6,396,24
South Korea,2023-05-23,XBB.1.5.37,396,1
South Korea,2023-05-23,XBB.1.5.17,396,3
South Korea,2023-05-23,XBB.1.5.15,396,1
South Korea,2023-05-23,FL.15,396,5
South Korea,2023-05-23,FL.2.1,396,2
South Korea,2023-05-23,FE.1.1,396,4
South Korea,2023-05-23,FY.1.1,396,2
South Korea,2023-05-23,FE.1,396,1
South Korea,2023-05-23,FL.2.2.1,396,1
South Korea,2023-05-23,GJ.1.2,396,1
South Korea,2023-05-23,GV.1,396,3
South Korea,2023-05-23,XBB.1.16.12,396,7
South Korea,2023-05-23,EG.1.4.1,396,4
South Korea,2023-05-23,XBB.1.5.22,396,1
South Korea,2023-05-23,FL.10.1,396,4
South Korea,2023-05-23,XBL,396,2
