country,date,lineage,denominator,numerator
United Kingdom,2021-10-19,AY.4,6882,4323
United Kingdom,2022-12-19,CH.1.1,1632,114
United Kingdom,2021-10-20,AY.4.2,5831,486
United Kingdom,2022-12-13,DV.6,1103,19
United Kingdom,2022-12-20,CH.1.1.19,1585,12
United Kingdom,2021-07-25,AY.4,5662,4243
United Kingdom,2022-12-12,CH.1.1,1236,52
United Kingdom,2022-12-21,CH.1.1,1231,96
United Kingdom,2022-12-21,CH.1.1.19,1231,10
United Kingdom,2022-12-21,CH.1.1.6,1231,5
United Kingdom,2022-12-19,CH.1.1.1,1632,31
United Kingdom,2022-12-21,CH.1.1.13,1231,26
United Kingdom,2022-12-15,CH.1.1,835,67
United Kingdom,2022-12-19,DV.6,1632,32
United Kingdom,2022-12-21,DV.3,1231,3
United Kingdom,2022-12-20,CH.1.1,1585,95
United Kingdom,2021-07-23,AY.4,4846,3678
United Kingdom,2022-12-21,CH.1.1.5,1231,7
United Kingdom,2021-10-21,AY.4,5246,3349
United Kingdom,2021-07-24,AY.4,4172,3181
United Kingdom,2022-12-19,CH.1.1.19,1632,6
United Kingdom,2022-12-18,CH.1.1.2,553,7
United Kingdom,2021-10-23,AY.4,5906,3769
United Kingdom,2022-12-21,CH.1.1.1,1231,22
United Kingdom,2022-12-18,CH.1.1,553,30
United Kingdom,2022-01-06,BA.1.1,11390,2074
United Kingdom,2022-12-08,DV.3,736,4
United Kingdom,2022-12-16,CH.1.1.2,1111,14
United Kingdom,2022-12-13,CH.1.1.6,1103,1
United Kingdom,2021-10-20,AY.4.8,5831,35
United Kingdom,2022-12-19,CH.1.1.8,1632,2
United Kingdom,2022-12-20,CH.1.1.8,1585,8
United Kingdom,2022-12-21,CH.1.1.2,1231,16
United Kingdom,2021-10-20,AY.4,5831,3655
United Kingdom,2021-07-25,AY.6,5662,204
United Kingdom,2021-10-20,AY.5,5831,198
United Kingdom,2022-12-20,CH.1.1.18,1585,10
United Kingdom,2021-10-21,AY.4.2,5246,424
United Kingdom,2021-07-25,AY.4.1,5662,17
United Kingdom,2022-12-22,CH.1.1.19,942,7
United Kingdom,2022-12-21,DV.6,1231,25
United Kingdom,2022-12-20,CH.1.1.11,1585,6
United Kingdom,2022-12-22,CH.1.1.1,942,17
United Kingdom,2021-10-21,AY.120,5246,122
United Kingdom,2022-12-19,DV.3,1632,21
United Kingdom,2021-10-22,AY.120,4882,137
United Kingdom,2022-12-04,CH.1.1,358,16
United Kingdom,2021-10-22,AY.4,4882,3083
United Kingdom,2021-10-15,AY.4,4764,3052
United Kingdom,2021-10-14,AY.4,4734,3053
United Kingdom,2021-10-13,AY.4,5085,3258
United Kingdom,2022-12-03,DV.1.1,345,2
United Kingdom,2022-12-06,DV.6,850,9
United Kingdom,2022-12-07,CH.1.1.1,813,12
United Kingdom,2021-10-16,AY.4,4391,2876
United Kingdom,2022-12-07,CH.1.1.2,813,6
United Kingdom,2022-12-07,CH.1.1.19,813,13
United Kingdom,2022-12-05,DV.3,833,9
United Kingdom,2022-12-05,DV.1.1,833,1
United Kingdom,2022-12-08,DV.1.1,736,1
United Kingdom,2022-12-08,CH.1.1.1,736,7
United Kingdom,2022-12-07,DV.6,813,9
United Kingdom,2022-12-06,CH.1.1.1,850,6
United Kingdom,2022-12-06,CH.1.1.19,850,7
United Kingdom,2022-12-09,DV.6,692,10
United Kingdom,2022-12-10,GP.2,433,1
United Kingdom,2022-12-09,CH.1.1.2,692,2
United Kingdom,2022-12-08,CH.1.1.2,736,3
United Kingdom,2022-12-12,DV.6,1236,44
United Kingdom,2022-12-11,DV.6,395,7
United Kingdom,2022-12-09,CH.1.1,692,14
United Kingdom,2022-12-11,CH.1.1.1,395,11
United Kingdom,2021-10-21,AY.127,5246,15
United Kingdom,2022-12-08,CH.1.1,736,15
United Kingdom,2022-12-10,CH.1.1.2,433,4
United Kingdom,2022-12-11,CH.1.1,395,17
United Kingdom,2022-12-09,DV.2,692,1
United Kingdom,2022-12-10,CH.1.1,433,18
United Kingdom,2022-12-05,CH.1.1,833,32
United Kingdom,2022-12-06,CH.1.1,850,32
United Kingdom,2022-12-08,DV.6,736,12
United Kingdom,2022-12-07,CH.1.1,813,49
United Kingdom,2021-10-21,AY.98,5246,209
United Kingdom,2022-12-02,DV.6,681,3
United Kingdom,2021-10-21,AY.6,5246,86
United Kingdom,2022-12-09,CH.1.1.13,692,1
United Kingdom,2022-12-10,CH.1.1.1,433,7
United Kingdom,2022-12-13,CH.1.1,1103,51
United Kingdom,2022-12-12,CH.1.1.11,1236,3
United Kingdom,2022-12-11,CH.1.1.6,395,2
United Kingdom,2022-12-13,CH.1.1.2,1103,10
United Kingdom,2022-12-08,DV.2,736,1
United Kingdom,2022-12-06,CH.1.1.9,850,4
United Kingdom,2022-12-12,CH.1.1.1,1236,25
United Kingdom,2022-12-12,DV.3,1236,3
United Kingdom,2022-12-10,CH.1.1.19,433,3
United Kingdom,2022-12-12,CH.1.1.2,1236,16
United Kingdom,2022-12-08,CH.1.1.19,736,3
United Kingdom,2022-12-14,CH.1.1.5,884,1
United Kingdom,2022-12-08,CH.1.1.10,736,1
United Kingdom,2022-12-09,CH.1.1.14,692,2
United Kingdom,2022-12-11,CH.1.1.10,395,1
United Kingdom,2022-12-14,DV.2,884,2
United Kingdom,2021-10-14,AY.4.2,4734,375
United Kingdom,2022-12-13,DV.2,1103,1
United Kingdom,2022-12-13,CH.1.1.11,1103,1
United Kingdom,2021-10-17,AY.6,4403,74
United Kingdom,2022-12-01,CH.1.1.8,429,1
United Kingdom,2021-12-03,AY.4,7357,3287
United Kingdom,2022-12-12,CH.1.1.13,1236,2
United Kingdom,2021-10-15,AY.4.2,4764,386
United Kingdom,2021-10-16,AY.4.2,4391,358
United Kingdom,2021-10-21,AY.4.2.1,5246,73
United Kingdom,2021-12-18,AY.98,9894,125
United Kingdom,2022-12-10,DV.6,433,3
United Kingdom,2022-12-11,CH.1.1.19,395,2
United Kingdom,2022-12-09,CH.1.1.28,692,3
United Kingdom,2022-11-29,CH.1.1,742,21
United Kingdom,2022-12-11,CH.1.1.2,395,1
United Kingdom,2022-12-16,CH.1.1,1111,57
United Kingdom,2022-12-19,CH.1.1.28,1632,10
United Kingdom,2022-12-17,FJ.1,644,1
United Kingdom,2021-10-22,AY.43,4882,195
United Kingdom,2022-12-19,CH.1.1.2,1632,17
United Kingdom,2021-10-24,AY.4,5543,3492
United Kingdom,2023-09-09,DV.7.1.2,195,2
United Kingdom,2023-09-09,DV.7.1,195,4
United Kingdom,2023-09-12,DV.7.1.2,212,3
United Kingdom,2023-09-06,DV.7.1.2,246,1
United Kingdom,2023-09-06,DV.7.1,246,5
United Kingdom,2022-12-09,CH.1.1.1,692,8
United Kingdom,2022-12-16,GP.2,1111,2
United Kingdom,2022-12-17,CH.1.1.11,644,10
United Kingdom,2022-12-17,CH.1.1,644,65
United Kingdom,2022-12-16,CH.1.1.1,1111,17
United Kingdom,2021-10-15,AY.120,4764,94
United Kingdom,2022-12-17,CH.1.1.1,644,17
United Kingdom,2021-10-14,AY.120,4734,118
United Kingdom,2022-12-17,DV.3,644,4
United Kingdom,2021-10-22,AY.4.2.1,4882,76
South Korea,2021-12-03,AY.122.5,166,77
United Kingdom,2022-12-14,CH.1.1.2,884,5
United Kingdom,2022-12-17,CH.1.1.2,644,6
United Kingdom,2021-10-21,AY.4.2.2,5246,82
United Kingdom,2022-12-16,CH.1.1.7,1111,1
United Kingdom,2022-12-17,DV.6,644,11
United Kingdom,2021-10-22,AY.6,4882,70
United Kingdom,2021-10-21,AY.43,5246,206
United Kingdom,2021-01-04,B.1.177.15,2099,4
United Kingdom,2022-12-16,CH.1.1.21,1111,1
United Kingdom,2022-12-16,DV.6,1111,21
United Kingdom,2021-10-18,AY.4.2,6813,560
United Kingdom,2021-10-18,AY.4,6813,4236
United Kingdom,2021-10-18,AY.98,6813,278
United Kingdom,2021-12-09,AY.4.2.2,7771,505
United Kingdom,2021-10-19,AY.122,6882,72
United Kingdom,2022-12-10,FJ.1,433,1
United Kingdom,2022-12-08,GP.3,736,1
United Kingdom,2021-10-12,AY.4,6957,4376
United Kingdom,2022-12-14,CH.1.1.1,884,19
United Kingdom,2022-12-16,CH.1.1.9,1111,1
United Kingdom,2022-12-15,CH.1.1.13,835,4
United Kingdom,2021-10-18,AY.6,6813,105
United Kingdom,2021-10-19,AY.4.2,6882,614
United Kingdom,2021-12-20,AY.4.2.1,10549,113
United Kingdom,2020-11-27,B.1.177.4,737,20
United Kingdom,2021-10-19,AY.126,6882,12
United Kingdom,2021-10-18,AY.5,6813,238
United Kingdom,2021-10-18,AY.43,6813,267
United Kingdom,2021-10-18,AY.4.2.1,6813,119
United Kingdom,2021-10-09,AY.4,5152,3611
United Kingdom,2021-10-11,AY.4.2,5729,408
United Kingdom,2021-10-11,AY.4,5729,3809
United Kingdom,2021-10-10,AY.4,5514,3872
United Kingdom,2022-01-10,BA.1.17.2,10277,2457
United Kingdom,2021-10-11,AY.4.2.1,5729,69
United Kingdom,2021-12-13,AY.4,9810,2513
United Kingdom,2021-12-02,AY.4.2.2,8093,505
United Kingdom,2021-10-09,AY.25.1,5152,1
United Kingdom,2021-12-06,AY.4,11267,4956
United Kingdom,2021-12-05,AY.46.5,8087,127
United Kingdom,2021-10-17,AY.120,4403,126
United Kingdom,2021-10-17,AY.4.2,4403,365
United Kingdom,2021-01-20,B.1.1.7,2054,1723
United Kingdom,2021-10-18,AY.4.8,6813,37
United Kingdom,2021-12-06,AY.4.2.2,11267,849
United Kingdom,2022-01-08,BA.1.1,6619,1222
United Kingdom,2022-12-02,CH.1.1.1,681,11
United Kingdom,2022-12-03,DV.3,345,1
United Kingdom,2022-12-06,CH.1.1.28,850,1
United Kingdom,2022-12-02,CH.1.1,681,8
United Kingdom,2022-11-25,CH.1.1.2,464,3
United Kingdom,2022-12-05,DV.6,833,10
United Kingdom,2022-12-06,CH.1.1.2,850,3
United Kingdom,2022-11-29,CH.1.1.9,742,1
United Kingdom,2022-12-02,CH.1.1.2,681,9
United Kingdom,2022-12-15,DV.6,835,14
United Kingdom,2021-10-18,AY.4.2.2,6813,134
United Kingdom,2022-12-16,CH.1.1.10,1111,1
United Kingdom,2022-12-15,DV.3,835,9
United Kingdom,2022-12-15,CH.1.1.19,835,8
United Kingdom,2021-12-07,AY.4.2,12083,1718
United Kingdom,2022-12-15,CH.1.1.2,835,9
United Kingdom,2021-10-17,AY.4,4403,2822
United Kingdom,2022-01-07,BA.1.1,7507,1428
United Kingdom,2022-12-05,CH.1.1.1,833,4
United Kingdom,2022-12-05,CH.1.1.2,833,6
United Kingdom,2022-12-06,DV.3,850,2
United Kingdom,2022-11-30,CH.1.1,561,9
United Kingdom,2022-12-09,CH.1.1.6,692,1
United Kingdom,2022-12-03,DV.6,345,3
United Kingdom,2022-11-28,DV.1.1,686,2
United Kingdom,2022-11-29,CH.1.1.1,742,10
United Kingdom,2022-12-05,GP.2,833,1
United Kingdom,2022-12-04,CH.1.1.1,358,1
United Kingdom,2022-12-04,DV.6,358,2
United Kingdom,2022-12-04,CH.1.1.19,358,1
United Kingdom,2022-12-07,CH.1.1.5,813,1
United Kingdom,2022-12-13,CH.1.1.19,1103,8
United Kingdom,2022-12-13,CH.1.1.1,1103,16
United Kingdom,2022-12-12,CH.1.1.19,1236,3
United Kingdom,2022-11-30,DV.6,561,4
United Kingdom,2022-12-05,CH.1.1.19,833,7
United Kingdom,2022-12-08,CH.1.1.28,736,1
United Kingdom,2022-12-06,GP.2,850,1
United Kingdom,2022-11-29,DV.6,742,5
United Kingdom,2022-12-08,CH.1.1.11,736,2
United Kingdom,2022-12-14,CH.1.1,884,33
United Kingdom,2022-12-14,CH.1.1.28,884,7
United Kingdom,2020-12-20,B.1.177,1254,393
United Kingdom,2022-12-14,DV.6,884,12
United Kingdom,2021-10-18,AY.46.5,6813,114
United Kingdom,2021-10-19,AY.4.8,6882,37
United Kingdom,2021-10-15,AY.6,4764,105
United Kingdom,2021-10-15,AY.5,4764,192
United Kingdom,2022-12-14,GP.2,884,4
United Kingdom,2021-10-14,AY.34.2,4734,2
United Kingdom,2022-11-15,CH.1.1.10,450,1
United Kingdom,2021-10-17,AY.36,4403,15
United Kingdom,2021-10-19,AY.6,6882,127
United Kingdom,2021-10-19,AY.120,6882,154
United Kingdom,2021-10-19,AY.98,6882,274
United Kingdom,2022-01-10,BA.1.1,10277,2059
United Kingdom,2022-12-05,CH.1.1.6,833,1
United Kingdom,2022-11-29,DV.3,742,1
United Kingdom,2022-11-11,CH.1.1,402,4
United Kingdom,2022-12-04,CH.1.1.13,358,1
United Kingdom,2022-12-01,CH.1.1,429,7
United Kingdom,2022-12-03,CH.1.1,345,24
United Kingdom,2022-12-06,CH.1.1.6,850,1
United Kingdom,2022-12-05,CH.1.1.14,833,1
United Kingdom,2022-12-03,CH.1.1.2,345,1
United Kingdom,2022-12-01,CH.1.1.28,429,2
United Kingdom,2022-12-04,CH.1.1.28,358,2
United Kingdom,2022-12-02,CH.1.1.10,681,2
United Kingdom,2022-11-30,CH.1.1.2,561,5
United Kingdom,2022-12-03,CH.1.1.1,345,3
United Kingdom,2022-12-01,CH.1.1.19,429,2
United Kingdom,2022-11-25,CH.1.1.8,464,2
United Kingdom,2022-11-24,CH.1.1.8,441,2
United Kingdom,2022-11-21,CH.1.1.8,513,1
United Kingdom,2022-11-24,CH.1.1,441,12
United Kingdom,2022-11-28,CH.1.1,686,19
United Kingdom,2021-10-18,AY.4.9,6813,3
United Kingdom,2021-12-03,AY.127,7357,52
United Kingdom,2022-12-09,CH.1.1.19,692,8
United Kingdom,2022-12-05,CH.1.1.11,833,1
United Kingdom,2022-12-05,GP.3,833,2
United Kingdom,2022-12-02,CH.1.1.19,681,10
United Kingdom,2022-12-03,CH.1.1.19,345,1
United Kingdom,2022-12-09,CH.1.1.5,692,1
United Kingdom,2021-12-01,AY.127,8813,68
United Kingdom,2021-12-05,AY.127,8087,79
United Kingdom,2023-09-06,CH.1.1.1,246,1
South Korea,2021-08-11,B.1.617.2,131,32
South Korea,2021-08-02,B.1.617.2,74,15
South Korea,2021-08-28,B.1.617.2,81,41
South Korea,2021-08-21,B.1.617.2,82,38
South Korea,2021-09-21,B.1.617.2,101,25
United Kingdom,2022-12-01,CH.1.1.1,429,1
United Kingdom,2022-12-01,DV.2,429,1
South Korea,2021-09-29,B.1.617.2,108,32
South Korea,2022-11-28,CH.1.1.2,156,1
South Korea,2022-11-27,CH.1.1,400,6
South Korea,2022-11-26,CH.1.1.24,154,1
South Korea,2022-11-25,CH.1.1,573,10
United Kingdom,2021-12-13,AY.4.2,9810,856
South Korea,2022-11-24,CH.1.1,218,2
South Korea,2022-11-19,CH.1.1,146,1
South Korea,2022-11-18,CH.1.1,574,3
South Korea,2022-11-17,CH.1.1.11,234,1
South Korea,2022-11-17,CH.1.1,234,3
South Korea,2022-11-22,CH.1.1,165,1
South Korea,2022-11-22,CH.1.1.26,165,1
South Korea,2022-11-21,CH.1.1,104,2
South Korea,2022-11-20,CH.1.1,374,4
South Korea,2021-12-08,AY.69,191,105
South Korea,2021-12-09,AY.69,158,79
South Korea,2021-12-11,AY.69,56,20
South Korea,2021-12-13,AY.122.5,82,35
United Kingdom,2021-10-11,AY.120,5729,138
United Kingdom,2022-11-22,CH.1.1,484,12
United Kingdom,2022-11-28,DV.2,686,1
United Kingdom,2023-09-14,DV.7.1,184,5
United Kingdom,2023-09-13,DV.7.1,207,7
South Korea,2021-12-14,AY.122.5,173,81
United Kingdom,2022-11-30,CH.1.1.19,561,2
United Kingdom,2022-11-29,CH.1.1.19,742,4
South Korea,2021-12-14,AY.69,173,76
United Kingdom,2022-01-07,BA.1.15.1,7507,489
United Kingdom,2022-01-10,BA.1,10277,3190
South Korea,2021-12-15,AY.69,251,136
United Kingdom,2022-11-26,CH.1.1,329,4
United Kingdom,2022-11-22,DV.6,484,4
United Kingdom,2022-11-24,CH.1.1.19,441,3
United Kingdom,2022-11-25,CH.1.1.14,464,2
United Kingdom,2022-11-28,CH.1.1.19,686,3
United Kingdom,2022-11-28,CH.1.1.14,686,1
United Kingdom,2022-11-29,CH.1.1.14,742,1
United Kingdom,2022-11-17,CH.1.1.8,405,1
United Kingdom,2022-11-19,CH.1.1.8,280,1
United Kingdom,2022-11-28,GP.2,686,1
United Kingdom,2022-11-26,CH.1.1.1,329,18
United Kingdom,2022-12-08,CH.1.1.14,736,1
United Kingdom,2022-12-06,CH.1.1.13,850,3
United Kingdom,2022-12-07,CH.1.1.28,813,7
United Kingdom,2020-03-07,B.27,59,1
United Kingdom,2022-12-08,GP.2,736,1
United Kingdom,2022-01-09,BA.1.15.1,6153,415
United Kingdom,2021-10-19,AY.127,6882,18
United Kingdom,2022-11-27,CH.1.1.1,284,2
United Kingdom,2022-12-05,CH.1.1.28,833,4
United Kingdom,2022-11-26,DV.6,329,1
United Kingdom,2022-11-28,DV.3,686,2
United Kingdom,2021-12-25,AY.4.2,3136,45
United Kingdom,2022-12-01,CH.1.1.9,429,5
United Kingdom,2022-12-01,DV.6,429,1
United Kingdom,2022-01-09,AY.4,6153,38
United Kingdom,2022-01-02,AY.4,8183,99
United Kingdom,2022-12-02,DV.3,681,3
United Kingdom,2022-11-30,CH.1.1.9,561,1
United Kingdom,2022-11-28,CH.1.1.1,686,3
United Kingdom,2022-11-27,CH.1.1.2,284,7
United Kingdom,2021-11-29,AY.4,12639,5968
United Kingdom,2022-12-07,CH.1.1.9,813,7
United Kingdom,2021-05-25,B.1.1.7,1911,425
United Kingdom,2021-12-20,AY.4.2,10549,411
United Kingdom,2021-03-30,B.1.1.7,2221,2183
United Kingdom,2021-06-16,B,3261,15
United Kingdom,2021-08-27,AY.4,6684,4793
United Kingdom,2021-10-11,AY.5,5729,208
United Kingdom,2022-12-07,CH.1.1.13,813,4
United Kingdom,2021-08-16,AY.4,4707,3416
United Kingdom,2021-10-19,AY.5,6882,227
United Kingdom,2021-06-13,B,887,4
United Kingdom,2021-10-19,AY.4.2.1,6882,100
United Kingdom,2021-08-14,AY.5,4179,244
United Kingdom,2021-12-12,AY.4,8006,2282
United Kingdom,2021-12-23,AY.4.8,7318,15
United Kingdom,2021-12-21,B.1.1.529,7518,8
United Kingdom,2022-11-24,DV.6,441,4
United Kingdom,2022-11-23,DV.6,440,7
United Kingdom,2022-11-27,DV.6,284,1
United Kingdom,2022-11-25,CH.1.1.10,464,1
United Kingdom,2022-11-28,CH.1.1.10,686,1
United Kingdom,2022-11-26,CH.1.1.2,329,2
United Kingdom,2022-11-28,CH.1.1.2,686,2
United Kingdom,2022-11-29,CH.1.1.10,742,11
United Kingdom,2022-11-30,CH.1.1.10,561,1
United Kingdom,2022-11-29,CH.1.1.2,742,1
United Kingdom,2022-11-27,CH.1.1,284,3
United Kingdom,2022-11-10,CH.1.1.8,409,1
United Kingdom,2022-11-16,CH.1.1,366,4
United Kingdom,2022-11-15,CH.1.1,450,17
United Kingdom,2022-11-25,CH.1.1,464,12
United Kingdom,2022-11-23,CH.1.1.9,440,1
United Kingdom,2022-11-24,CH.1.1.10,441,2
United Kingdom,2022-11-23,DV.3,440,6
United Kingdom,2022-11-27,CH.1.1.19,284,1
United Kingdom,2022-12-04,CH.1.1.2,358,2
United Kingdom,2022-11-26,CH.1.1.19,329,2
United Kingdom,2022-11-22,CH.1.1.11,484,1
United Kingdom,2021-11-29,AY.4.2,12639,1889
United Kingdom,2021-10-14,AY.111,4734,36
United Kingdom,2021-09-18,AY.4,4298,2973
United Kingdom,2022-11-30,CH.1.1.28,561,2
United Kingdom,2021-12-08,AY.4,9630,3934
United Kingdom,2022-12-04,CH.1.1.10,358,1
United Kingdom,2021-10-11,B.1.617.2,5729,80
United Kingdom,2022-11-30,CH.1.1.14,561,5
United Kingdom,2021-10-19,AY.43,6882,243
United Kingdom,2022-11-21,DV.6,513,1
United Kingdom,2023-09-18,DV.7.1.2,220,1
United Kingdom,2022-11-22,CH.1.1.2,484,1
United Kingdom,2022-11-24,DV.3,441,8
United Kingdom,2022-12-02,CH.1.1.13,681,6
United Kingdom,2022-11-28,DV.6,686,1
United Kingdom,2022-11-18,DV.6,417,1
United Kingdom,2022-11-20,DV.2,187,1
United Kingdom,2022-11-17,CH.1.1,405,4
United Kingdom,2022-11-17,DV.6,405,2
United Kingdom,2022-11-21,CH.1.1,513,9
United Kingdom,2022-11-07,CH.1.1,454,13
United Kingdom,2022-11-29,CH.1.1.28,742,2
United Kingdom,2022-11-29,CH.1.1.24,742,1
United Kingdom,2021-10-26,AY.4,6069,3746
United Kingdom,2021-09-28,AY.4,5094,3502
United Kingdom,2022-11-20,CH.1.1,187,2
United Kingdom,2022-11-22,CH.1.1.1,484,1
United Kingdom,2022-11-23,CH.1.1,440,4
United Kingdom,2022-11-15,CH.1.1.2,450,1
United Kingdom,2022-11-19,DV.3,280,1
United Kingdom,2022-11-12,CH.1.1,247,3
United Kingdom,2022-11-19,CH.1.1,280,3
United Kingdom,2022-11-16,CH.1.1.19,366,2
United Kingdom,2022-11-26,DV.3,329,7
United Kingdom,2022-11-24,CH.1.1.2,441,1
United Kingdom,2022-11-25,DV.3,464,3
United Kingdom,2020-12-28,B.1.1.37,942,6
South Korea,2022-11-13,CH.1.1,615,4
South Korea,2022-11-13,CH.1.1.26,615,2
South Korea,2022-11-12,CH.1.1,176,1
South Korea,2022-11-11,CH.1.1,774,1
South Korea,2022-11-11,CH.1.1.26,774,1
United Kingdom,2022-11-22,CH.1.1.28,484,2
United Kingdom,2022-11-20,GP.2,187,1
United Kingdom,2021-07-02,B.1.1.7,3810,58
United Kingdom,2021-08-20,AY.4,3672,2679
United Kingdom,2022-11-25,CH.1.1.1,464,1
United Kingdom,2022-11-24,CH.1.1.1,441,2
United Kingdom,2022-11-25,DV.6,464,1
United Kingdom,2022-11-09,CH.1.1,422,5
South Korea,2022-11-15,CH.1.1,182,1
South Korea,2022-11-14,CH.1.1,127,1
South Korea,2022-11-09,CH.1.1,264,1
South Korea,2022-11-02,CH.1.1.26,174,2
United Kingdom,2022-11-18,CH.1.1,417,1
United Kingdom,2022-11-16,CH.1.1.5,366,1
United Kingdom,2022-11-20,CH.1.1.2,187,1
United Kingdom,2022-11-23,CH.1.1.11,440,1
United Kingdom,2021-12-16,AY.98,8260,161
United Kingdom,2021-12-02,AY.120,8093,104
United Kingdom,2021-12-04,AY.4,6673,2949
United Kingdom,2022-11-15,CH.1.1.14,450,1
United Kingdom,2022-11-22,DV.3,484,1
United Kingdom,2022-11-11,CH.1.1.1,402,1
United Kingdom,2021-12-22,AY.4,7219,458
United Kingdom,2022-11-13,CH.1.1,200,3
United Kingdom,2022-11-14,CH.1.1.1,484,1
United Kingdom,2022-11-11,DV.3,402,1
United Kingdom,2022-11-14,CH.1.1,484,5
United Kingdom,2022-11-15,CH.1.1.6,450,1
United Kingdom,2022-11-10,CH.1.1,409,3
United Kingdom,2022-11-14,CH.1.1.19,484,1
United Kingdom,2021-06-25,B.1.1.7,2943,89
South Korea,2022-11-06,CH.1.1,516,2
South Korea,2022-11-04,CH.1.1,769,1
United Kingdom,2021-06-08,B.1.1.7,3408,228
United Kingdom,2021-12-22,AY.4.2.1,7219,68
United Kingdom,2022-11-09,CH.1.1.2,422,1
United Kingdom,2021-12-15,AY.4,11383,1881
United Kingdom,2021-10-12,AY.98,6957,235
United Kingdom,2020-03-14,B.57,158,1
United Kingdom,2021-02-22,B.1.1.7,2549,2469
United Kingdom,2021-02-23,B.1.1.7,2142,2074
United Kingdom,2021-10-04,AY.4,6622,4379
United Kingdom,2021-10-06,AY.4,5308,3466
United Kingdom,2021-10-28,AY.122,5670,63
South Korea,2022-01-07,AY.69,169,50
United Kingdom,2021-10-30,B.1.617.2,6152,77
United Kingdom,2021-10-31,AY.4,7348,4431
United Kingdom,2021-10-25,AY.4,6334,4099
United Kingdom,2021-10-23,AY.98,5906,246
United Kingdom,2021-10-31,AY.4.2,7348,687
United Kingdom,2021-10-31,AY.46.5,7348,119
United Kingdom,2021-10-26,AY.6,6069,79
United Kingdom,2021-11-01,AY.4,7466,4515
United Kingdom,2021-09-30,AY.36,5507,27
United Kingdom,2021-11-01,AY.122,7466,69
United Kingdom,2021-11-02,AY.4.2.1,5736,148
United Kingdom,2021-10-29,AY.4,5138,3218
United Kingdom,2021-11-02,AY.122,5736,68
United Kingdom,2021-11-02,AY.121,5736,25
United Kingdom,2021-10-23,AY.4.2.3,5906,12
United Kingdom,2021-11-02,AY.4,5736,3449
United Kingdom,2021-10-31,AY.43,7348,354
United Kingdom,2021-10-31,AY.120,7348,155
United Kingdom,2021-10-03,AY.4,5022,3532
United Kingdom,2021-11-02,AY.34.1,5736,9
United Kingdom,2021-11-01,B.1.617.2,7466,57
United Kingdom,2021-11-01,AY.4.2.2,7466,277
United Kingdom,2021-11-26,AY.4,9541,4735
United Kingdom,2021-10-24,AY.4.2,5543,505
United Kingdom,2021-10-23,AY.5,5906,200
United Kingdom,2021-10-29,AY.112,5138,1
United Kingdom,2021-11-24,B.1.617.2,8282,83
United Kingdom,2021-10-23,AY.46.5,5906,99
United Kingdom,2021-11-23,AY.43,8029,441
United Kingdom,2021-11-28,AY.36,8061,25
United Kingdom,2021-10-28,AY.4,5670,3607
United Kingdom,2021-11-13,AY.4,6584,3733
United Kingdom,2022-01-07,BA.1,7507,2294
United Kingdom,2021-10-22,AY.4.2,4882,440
United Kingdom,2021-10-24,AY.98,5543,225
United Kingdom,2021-10-20,AY.120,5831,129
United Kingdom,2022-01-10,BA.1.1.15,10277,160
United Kingdom,2021-10-24,AY.5,5543,221
United Kingdom,2021-10-24,AY.4.2.1,5543,103
United Kingdom,2021-10-24,AY.6,5543,87
United Kingdom,2021-10-24,AY.46.5,5543,93
United Kingdom,2021-10-22,AY.98,4882,181
United Kingdom,2021-10-25,AY.4.2,6334,506
United Kingdom,2021-10-25,AY.5,6334,185
United Kingdom,2020-12-09,B.1.177,886,291
United Kingdom,2021-10-24,AY.43,5543,202
United Kingdom,2021-10-24,AY.127,5543,15
United Kingdom,2021-12-08,AY.98,9630,407
United Kingdom,2024-01-30,JN.1.18,196,4
United Kingdom,2021-10-23,AY.4.2,5906,453
United Kingdom,2022-01-07,BA.1.17.2,7507,1825
United Kingdom,2021-12-10,AY.4,7241,2432
United Kingdom,2024-01-29,JN.1,214,107
United Kingdom,2021-10-22,AY.121,4882,26
United Kingdom,2022-04-17,BA.2,1945,1296
United Kingdom,2021-10-22,AY.5,4882,150
United Kingdom,2022-04-12,BA.2,3016,2195
United Kingdom,2022-04-13,BA.2,2683,1989
United Kingdom,2021-11-09,AY.4,7195,4099
United Kingdom,2021-10-23,AY.120,5906,133
United Kingdom,2021-12-12,AY.4.2,8006,782
United Kingdom,2021-11-11,AY.4,7743,4317
United Kingdom,2021-12-21,AY.4.2.2,7518,199
United Kingdom,2021-12-18,AY.4.2.2,9894,235
United Kingdom,2021-12-16,AY.4.2,8260,559
United Kingdom,2021-12-18,AY.9.2,9894,16
United Kingdom,2021-12-14,AY.4,10077,2190
United Kingdom,2021-12-18,AY.46.5,9894,52
United Kingdom,2021-12-19,AY.4.2,8156,302
United Kingdom,2021-11-08,AY.120,9742,197
South Korea,2021-11-23,B.1.617.2,140,50
United Kingdom,2021-12-18,AY.4.2,9894,463
United Kingdom,2021-12-21,AY.121.1,7518,1
United Kingdom,2021-02-09,B.1.1.7,1982,1887
United Kingdom,2021-12-19,AY.4,8156,803
United Kingdom,2021-12-10,AY.4.2.5,7241,32
United Kingdom,2021-12-17,AY.4,7176,1185
United Kingdom,2021-02-12,B.1.1.7,2309,2222
United Kingdom,2021-10-24,AY.4.2.2,5543,159
United Kingdom,2021-12-15,AY.4.2,11383,788
