country,date,lineage,n
United Kingdom,2022-06-11,BA.5.1,125
United Kingdom,2022-06-09,BA.5.1,129
United Kingdom,2022-06-11,BA.2.56,3
United Kingdom,2022-01-09,BA.1,1866
United Kingdom,2022-01-05,BA.1.17.2,3144
United Kingdom,2022-01-17,BA.1.13,7
United Kingdom,2022-01-08,BA.1.17.2,1667
United Kingdom,2022-01-10,BA.1.17.2,2457
United Kingdom,2022-01-07,BA.1,2294
United Kingdom,2022-01-07,BA.1.1,1428
United Kingdom,2022-01-05,BA.1,3621
United Kingdom,2022-01-10,BA.1.1,2059
United Kingdom,2022-01-22,BA.1,1906
United Kingdom,2022-01-19,BA.1,2741
United Kingdom,2022-01-08,BA.1,2155
United Kingdom,2022-01-18,BA.1.1.14,161
United Kingdom,2022-01-21,BA.1.17.2,2149
United Kingdom,2022-01-20,BA.1,2507
United Kingdom,2022-01-21,BA.1.15.1,516
United Kingdom,2022-01-02,BA.1.1,1221
United Kingdom,2022-01-19,BA.1.1,2639
United Kingdom,2022-01-20,BA.2,173
United Kingdom,2022-01-20,BA.1.1,2494
United Kingdom,2022-01-01,BA.1,1772
United Kingdom,2022-06-10,BA.4.1,54
United Kingdom,2022-01-08,BA.1.16,137
United Kingdom,2022-01-08,BA.1.1.12,33
United Kingdom,2022-05-25,BA.4,36
United Kingdom,2022-01-06,BA.1.1,2074
United Kingdom,2022-05-27,BA.4,22
United Kingdom,2022-01-05,BA.1.1,1997
United Kingdom,2022-06-10,BA.4,102
United Kingdom,2022-06-11,BF.1,23
United Kingdom,2022-06-11,BA.2.10,1
United Kingdom,2022-05-23,BA.2.9,25
United Kingdom,2022-06-10,BA.2.38,7
United Kingdom,2022-05-28,BA.5.3.1,1
United Kingdom,2022-05-25,BA.2,237
United Kingdom,2022-05-26,BA.2.12.1,61
United Kingdom,2022-06-09,BA.2.1,5
United Kingdom,2022-05-28,BA.2.56,2
United Kingdom,2022-05-26,BA.2.9,21
United Kingdom,2022-06-09,BA.4,144
United Kingdom,2022-05-28,BA.2,132
United Kingdom,2022-06-09,BA.2.12.1,118
United Kingdom,2022-02-03,BA.1.1,3518
United Kingdom,2022-01-25,BA.1,2407
United Kingdom,2022-02-07,BA.1.1,4057
United Kingdom,2022-02-02,BA.2,1150
United Kingdom,2022-02-02,BA.1.1.12,88
United Kingdom,2022-02-01,BA.2.9,33
United Kingdom,2022-02-02,BA.1,2427
United Kingdom,2022-01-05,BA.1.15.1,678
United Kingdom,2022-02-03,BA.2,1261
United Kingdom,2022-02-03,BA.1,1898
United Kingdom,2022-01-30,BA.1.1,2947
United Kingdom,2022-01-30,BA.1.17.2,1321
United Kingdom,2022-06-09,BA.2.74,1
United Kingdom,2022-02-04,BA.1.17.2,1041
United Kingdom,2022-02-03,BA.1.17.2,1209
United Kingdom,2022-02-02,BA.1.1,4372
United Kingdom,2022-02-04,BA.2,1116
United Kingdom,2022-02-01,BA.2,904
United Kingdom,2022-02-04,BA.1.1,3074
United Kingdom,2022-02-01,BA.1,1746
United Kingdom,2022-02-01,BA.1.17.2,1149
United Kingdom,2022-02-01,BA.1.1,2842
United Kingdom,2022-01-06,BA.1,3674
United Kingdom,2021-12-27,BA.1.17.2,2518
United Kingdom,2022-01-04,BA.1.17.2,3690
United Kingdom,2022-06-05,BA.2.12.1,61
United Kingdom,2022-02-05,BA.2,1511
United Kingdom,2022-05-26,BA.2,183
United Kingdom,2022-02-02,BA.1.17.2,1472
United Kingdom,2022-02-06,BA.1.1,3349
United Kingdom,2022-06-11,BA.5.1.4,6
United Kingdom,2022-01-24,BA.1.17.2,1875
United Kingdom,2022-06-09,BA.2,135
United Kingdom,2022-06-09,BA.5.1.4,4
United Kingdom,2022-02-07,BA.1.1.1,177
United Kingdom,2022-02-03,BA.1.5,14
United Kingdom,2022-02-07,BA.1,1949
United Kingdom,2022-02-09,BA.1.1,3339
United Kingdom,2022-06-08,BA.5.1,127
United Kingdom,2022-02-05,BA.1,1696
United Kingdom,2022-06-06,BA.4.1,53
United Kingdom,2022-01-31,BA.1,2494
United Kingdom,2022-01-07,BA.1.17.2,1825
United Kingdom,2021-12-26,BA.1.15,283
United Kingdom,2022-01-01,BA.1.1.13,46
United Kingdom,2022-02-17,BA.1.1,2849
United Kingdom,2022-01-06,BA.1.1.14,111
United Kingdom,2022-01-24,BA.1,2750
United Kingdom,2022-02-11,BA.1,1247
United Kingdom,2022-02-09,BA.2,1590
United Kingdom,2022-02-08,BA.1.1,3980
United Kingdom,2022-01-09,BA.1.17.2,1514
United Kingdom,2022-01-17,BA.1.17.2,2234
United Kingdom,2021-12-31,BA.1,2451
United Kingdom,2022-02-16,BA.2,3076
United Kingdom,2022-01-12,BA.1.1,2020
United Kingdom,2022-01-16,BA.1,2062
United Kingdom,2022-06-10,BA.2.12.1,107
United Kingdom,2022-03-07,BA.1.1,1616
United Kingdom,2022-01-11,BA.1,3127
United Kingdom,2022-05-23,BA.2.12.1,41
United Kingdom,2021-12-29,BA.1,4234
United Kingdom,2022-06-09,BA.2.5,2
United Kingdom,2022-01-07,BA.1.17,191
United Kingdom,2022-06-09,BA.5.2.1,55
United Kingdom,2022-06-08,BA.2,163
United Kingdom,2022-06-09,BA.5.6,3
United Kingdom,2022-01-29,BA.1,1634
United Kingdom,2021-12-31,BA.1.15.1,537
United Kingdom,2022-01-01,BA.1.15,226
United Kingdom,2022-01-26,BA.1.17.2,1437
United Kingdom,2022-01-02,BA.1.17.2,2319
United Kingdom,2021-12-19,BA.1.15.1,590
United Kingdom,2022-01-02,BA.1.1.14,74
United Kingdom,2022-01-06,BA.1.17.2,2882
United Kingdom,2022-01-08,BA.1.1,1222
United Kingdom,2022-01-08,BA.1.15.1,413
United Kingdom,2022-01-09,BA.1.1,1200
United Kingdom,2022-02-06,BA.1,1701
United Kingdom,2022-01-03,BA.1.1,1894
United Kingdom,2022-01-10,BA.1.15,396
United Kingdom,2021-12-26,BA.1.17.2,1979
United Kingdom,2021-12-26,BA.1.15.1,510
United Kingdom,2022-01-10,BA.1,3190
United Kingdom,2022-02-04,BA.2.9,63
United Kingdom,2021-12-28,BA.1.1,1297
United Kingdom,2022-01-12,BA.1,2579
United Kingdom,2021-12-28,BA.1,3637
United Kingdom,2021-12-19,BA.1.17,136
United Kingdom,2022-01-27,BA.1.1,2179
United Kingdom,2022-02-09,BA.1,1351
United Kingdom,2022-01-11,BA.1.15.1,633
United Kingdom,2022-01-12,BA.2.5,9
United Kingdom,2022-01-13,BA.1.16,147
United Kingdom,2022-01-04,BA.1,4427
United Kingdom,2021-12-24,BA.1,1478
United Kingdom,2021-12-18,BA.1.17.2,2315
United Kingdom,2021-12-23,BA.1.15.1,611
United Kingdom,2021-12-19,BA.1.17.2,1870
United Kingdom,2022-01-17,BA.1,3147
United Kingdom,2022-01-18,BA.1.1,2625
United Kingdom,2022-01-25,BA.1.17.2,1699
United Kingdom,2022-01-17,BA.2.10,53
United Kingdom,2022-05-27,BA.2.9,21
United Kingdom,2022-05-31,BE.1,12
United Kingdom,2022-05-29,BA.2,83
United Kingdom,2022-05-31,BA.2.3,8
United Kingdom,2022-05-24,BA.2,226
United Kingdom,2022-01-04,BA.1.18,80
United Kingdom,2021-12-17,BA.1.17.2,1391
United Kingdom,2021-12-30,BA.1,3516
United Kingdom,2022-01-21,BA.1.17,184
United Kingdom,2022-01-13,BA.1.17.2,2001
United Kingdom,2021-12-23,BA.1.1,567
United Kingdom,2022-01-26,BA.1.1,2802
United Kingdom,2022-01-11,BA.1.1,2136
United Kingdom,2022-01-13,BA.1,2361
United Kingdom,2021-12-30,BA.1.16,259
United Kingdom,2021-12-28,BA.1.17.2,2836
United Kingdom,2022-01-12,BA.1.1.14,120
United Kingdom,2022-01-16,BA.1.17.2,1597
United Kingdom,2022-01-18,BA.1.1.13,125
United Kingdom,2022-01-04,BA.1.15.1,964
United Kingdom,2022-01-30,BA.2,751
United Kingdom,2021-12-23,BA.1,2182
United Kingdom,2021-12-20,BA.1,3071
United Kingdom,2021-12-29,BA.1.1,1553
United Kingdom,2021-12-22,BA.1.1.15,53
United Kingdom,2022-01-02,BA.1.15.1,545
United Kingdom,2022-01-02,BA.1.15,352
United Kingdom,2022-01-23,BA.1.15.1,387
United Kingdom,2022-01-31,BA.1.1.15,250
United Kingdom,2022-01-31,BA.1.1,3945
United Kingdom,2022-01-06,BA.1.15,526
United Kingdom,2021-12-21,BA.1,2204
United Kingdom,2021-12-21,BA.1.17,137
United Kingdom,2022-02-11,BA.1.1.15,188
United Kingdom,2021-12-27,BA.1,2989
United Kingdom,2021-12-19,BA.1.16,161
United Kingdom,2022-02-10,BA.1.17.2,756
South Korea,2022-05-06,BA.2,25
United Kingdom,2022-01-06,BA.1.15.1,742
United Kingdom,2021-12-22,BA.1.17.2,1947
United Kingdom,2021-12-21,BA.1.1,528
United Kingdom,2021-12-31,BA.1.1.15,84
United Kingdom,2022-02-04,BA.2.5,56
South Korea,2022-05-06,BA.2.3.14,19
United Kingdom,2022-01-18,BA.1,3119
United Kingdom,2022-01-14,BA.1.1,2225
United Kingdom,2021-12-21,BA.1.17.2,1962
United Kingdom,2022-02-12,BA.1.1,3207
United Kingdom,2022-01-25,BA.1.1,2770
United Kingdom,2022-02-04,BA.1.15,196
United Kingdom,2021-12-22,BA.1.1,592
United Kingdom,2022-01-18,BA.1.17.2,2190
United Kingdom,2022-02-08,BA.1.10,28
United Kingdom,2022-02-07,BA.1.17.2,1300
United Kingdom,2022-02-04,BA.1,1720
United Kingdom,2022-02-08,BA.1,1848
United Kingdom,2022-01-21,BA.1,2801
United Kingdom,2022-02-05,BA.1.1,3345
United Kingdom,2022-02-06,BA.2,1461
United Kingdom,2022-02-06,BA.1.17.2,990
United Kingdom,2022-01-31,BA.1.17.2,1753
United Kingdom,2021-12-19,BA.1.1,492
United Kingdom,2022-02-09,BA.1.1.13,141
United Kingdom,2022-01-14,BA.1.15,344
United Kingdom,2022-01-03,BA.1.17.2,3007
United Kingdom,2022-01-04,BA.1.1,2322
United Kingdom,2022-01-16,BA.1.18,55
United Kingdom,2022-01-16,BA.1.15,277
United Kingdom,2022-01-16,BA.1.1,1749
United Kingdom,2022-01-10,BA.1.16,226
United Kingdom,2022-01-20,BA.1.17.2,2035
United Kingdom,2022-01-15,BA.1,1842
United Kingdom,2022-01-02,BA.1,2679
United Kingdom,2022-01-21,BA.1.1,3056
United Kingdom,2022-01-05,BA.1.10,25
United Kingdom,2021-12-13,BA.1.1.14,31
United Kingdom,2022-01-21,BA.1.12,61
United Kingdom,2021-12-26,BA.1,2203
United Kingdom,2021-12-25,BA.1,999
United Kingdom,2022-01-19,BA.1.16,208
United Kingdom,2022-01-03,BA.1.16,301
United Kingdom,2022-01-19,BA.1.17.2,2084
United Kingdom,2022-01-17,BA.1.1.15,176
United Kingdom,2021-12-30,BA.1.1,1548
United Kingdom,2022-01-05,BA.1.1.14,119
United Kingdom,2022-01-01,BA.1.17.2,1573
United Kingdom,2022-01-04,BA.1.16,342
United Kingdom,2021-12-30,BA.1.15.1,730
United Kingdom,2022-02-12,BA.1.17.2,767
United Kingdom,2022-02-10,BA.1.1.1,148
United Kingdom,2022-02-12,BA.2,1922
United Kingdom,2022-02-11,BA.1.1,3227
United Kingdom,2022-01-26,BA.1.16,132
United Kingdom,2022-01-17,BA.1.15.1,631
United Kingdom,2022-01-16,BA.1.1.14,99
United Kingdom,2021-12-15,BA.1.17.2,2159
United Kingdom,2022-01-29,BA.1.15.1,321
United Kingdom,2022-01-29,BA.2,553
United Kingdom,2022-01-28,BA.1,1703
United Kingdom,2022-01-29,BA.1.1,2422
United Kingdom,2022-01-26,BA.1,2104
United Kingdom,2022-01-28,BA.1.1.15,145
United Kingdom,2022-06-12,BA.5.1,84
United Kingdom,2022-06-08,BF.1,57
United Kingdom,2022-01-30,BA.1,1921
United Kingdom,2022-06-11,BA.4,73
United Kingdom,2022-02-10,BA.1,1281
United Kingdom,2021-12-22,BA.1.15,276
United Kingdom,2022-02-23,BA.1.1,2473
United Kingdom,2021-12-28,BA.1.15.1,761
United Kingdom,2022-06-03,BA.2,85
United Kingdom,2022-05-31,BA.4,41
United Kingdom,2022-06-07,BA.5.1,124
United Kingdom,2022-06-07,BE.1,27
United Kingdom,2022-05-28,BA.5.2.3,3
United Kingdom,2022-04-15,BA.2,1642
United Kingdom,2022-06-06,BA.2,184
United Kingdom,2022-05-27,BA.2,174
United Kingdom,2022-06-07,BA.2.23,19
United Kingdom,2022-01-17,BA.1.1,2619
South Korea,2022-05-05,BA.2.3,42
United Kingdom,2022-05-26,BA.2.1,10
United Kingdom,2022-01-14,BA.1.17.2,2282
South Korea,2022-05-05,BA.2,17
United Kingdom,2022-02-06,BA.1.1.14,174
United Kingdom,2022-01-27,BA.2,352
United Kingdom,2022-06-04,BA.4.4,4
South Korea,2022-05-12,BA.2,27
United Kingdom,2022-02-10,BA.1.1.15,173
United Kingdom,2022-02-10,BA.2,1752
United Kingdom,2022-02-09,BA.2.8,13
United Kingdom,2022-02-05,BA.1.15,221
United Kingdom,2022-01-22,BA.1.17.2,1299
United Kingdom,2022-01-23,BA.1.1.7,2
United Kingdom,2022-01-09,BA.1.16,135
United Kingdom,2022-01-23,BA.1.1.4,29
United Kingdom,2022-01-24,BA.1.1,3115
United Kingdom,2022-01-15,BA.1.17.2,1509
United Kingdom,2022-05-26,BA.5.2.1,6
United Kingdom,2021-12-30,BA.1.17,177
United Kingdom,2022-01-19,BA.1.1.13,135
United Kingdom,2021-12-16,BA.1,1779
United Kingdom,2022-01-10,BA.1.17,215
United Kingdom,2022-01-27,BA.1.17.2,1125
United Kingdom,2022-01-23,BA.1.17.2,1285
United Kingdom,2021-12-29,BA.1.17.2,3406
United Kingdom,2022-02-11,BA.2,1941
United Kingdom,2021-12-24,BA.1.1.14,28
United Kingdom,2022-01-27,BA.1,1718
United Kingdom,2021-12-24,BA.1.15,180
United Kingdom,2022-02-13,BA.1.17.2,594
United Kingdom,2021-12-18,BA.1.1,500
United Kingdom,2022-01-14,BA.2,93
United Kingdom,2021-12-20,AY.4.2,411
United Kingdom,2021-12-24,BA.1.1,436
United Kingdom,2021-12-23,BA.1.16,164
United Kingdom,2021-12-23,BA.1.17.2,1899
United Kingdom,2022-02-14,BA.2,3144
United Kingdom,2022-05-17,BA.2,392
United Kingdom,2022-02-10,BA.1.1.12,50
United Kingdom,2022-06-07,BA.2.36,7
United Kingdom,2021-01-28,B.1.177,63
United Kingdom,2021-12-28,BA.1.17,168
South Korea,2020-08-17,B.1.497,19
United Kingdom,2021-12-22,BA.1.15.1,519
United Kingdom,2022-01-11,BA.1.17.2,2468
United Kingdom,2021-09-28,AY.4,3502
United Kingdom,2022-02-14,BA.1.1,4371
South Korea,2022-05-15,BA.2.3,53
United Kingdom,2021-09-28,AY.125,5
South Korea,2022-05-15,BA.2.3.14,5
United Kingdom,2022-02-13,BA.1,1091
United Kingdom,2021-09-29,AY.4,4994
United Kingdom,2021-09-28,AY.4.2,328
South Korea,2022-05-14,BA.2.3,33
United Kingdom,2021-09-30,AY.4,3724
United Kingdom,2022-02-14,BA.1.16,93
United Kingdom,2022-02-13,BA.1.1.7,2
United Kingdom,2021-09-29,AY.36,23
South Korea,2022-05-14,BA.2.3.12,4
South Korea,2022-05-15,BA.2,17
South Korea,2022-05-15,BA.2.68,9
South Korea,2022-05-16,BA.2.3,76
United Kingdom,2021-11-22,AY.6,94
South Korea,2022-05-16,BA.2.68,20
United Kingdom,2020-11-01,B.1.1.311,62
United Kingdom,2022-02-13,BA.1.1,2918
United Kingdom,2021-12-20,AY.127,32
United Kingdom,2022-02-11,BA.1.17.2,777
United Kingdom,2022-02-12,BA.1,1233
United Kingdom,2022-02-14,BA.1.1.13,128
United Kingdom,2022-02-14,BA.1,1526
United Kingdom,2022-02-13,BA.2,1930
United Kingdom,2021-12-27,BA.1.1,986
United Kingdom,2022-02-12,BA.2.10,191
United Kingdom,2020-10-21,B.1.177,695
United Kingdom,2021-12-25,BA.1.17.2,870
United Kingdom,2021-12-18,AY.98,125
United Kingdom,2021-12-26,BA.1.17,104
United Kingdom,2022-02-14,BA.1.18,98
United Kingdom,2021-12-29,AY.4,231
United Kingdom,2020-10-23,B.1.36.17,22
United Kingdom,2022-01-09,BA.1.15,272
United Kingdom,2021-12-25,BA.1.1,312
United Kingdom,2022-02-10,BA.1.1,3197
United Kingdom,2021-12-15,BA.1,2644
United Kingdom,2022-02-12,BA.1.1.13,96
United Kingdom,2022-01-12,BA.1.17.2,2090
United Kingdom,2021-12-23,AY.4.2.1,58
United Kingdom,2022-01-12,BA.1.15.1,526
United Kingdom,2021-12-31,BA.1.17.2,2340
United Kingdom,2021-12-29,BA.1.15,603
United Kingdom,2021-12-22,BA.1,2178
United Kingdom,2022-01-03,AY.4,119
United Kingdom,2021-12-25,BA.1.1.13,29
United Kingdom,2022-01-05,AY.34,3
United Kingdom,2022-01-04,BA.1.15,496
South Korea,2022-05-19,Unassigned,93
United Kingdom,2022-02-07,BA.2,1564
United Kingdom,2021-12-28,AY.4.2.2,93
United Kingdom,2021-12-27,BA.1.15.1,680
United Kingdom,2022-02-10,BA.2.10,198
United Kingdom,2021-12-21,AY.4,566
United Kingdom,2022-02-11,BA.1.1.14,174
United Kingdom,2021-12-25,AY.4.2.1,12
United Kingdom,2021-12-21,BA.1.15.1,495
United Kingdom,2022-02-10,BA.1.15.1,222
United Kingdom,2022-02-14,BD.1,129
United Kingdom,2021-12-30,BA.1.17.2,3017
United Kingdom,2021-12-28,AY.4,199
United Kingdom,2021-12-29,AY.4.2.2,76
United Kingdom,2021-12-28,BA.1.16,287
United Kingdom,2021-12-30,AY.4.2,85
United Kingdom,2021-12-27,BA.1.17,153
United Kingdom,2021-12-23,BA.1.1.15,65
United Kingdom,2022-02-14,BA.2.1,132
United Kingdom,2022-02-13,BA.1.15.1,160
United Kingdom,2022-02-14,BA.1.1.15,235
United Kingdom,2021-12-24,AY.5,7
United Kingdom,2022-02-10,BA.1.18,76
United Kingdom,2022-02-10,BA.1.15,181
United Kingdom,2022-01-13,BA.1.15.1,495
United Kingdom,2022-02-11,BA.1.15,185
United Kingdom,2022-02-12,BA.1.15.1,200
United Kingdom,2021-12-16,BA.1.17.2,1483
South Korea,2022-05-20,Unassigned,94
United Kingdom,2021-12-27,AY.4.2,124
United Kingdom,2021-12-24,BA.1.17.2,1263
United Kingdom,2021-11-23,AY.4,4093
United Kingdom,2020-10-04,B.1.160,6
United Kingdom,2021-12-28,BA.1.15,501
United Kingdom,2021-11-21,AY.4.2,879
South Korea,2021-09-10,Unassigned,21
United Kingdom,2021-12-23,BA.1.1.13,39
United Kingdom,2021-12-28,BA.1.1.14,105
United Kingdom,2022-02-07,BA.1.1.13,205
United Kingdom,2021-12-16,BA.1.15,234
United Kingdom,2022-02-06,BA.1.1.4,49
United Kingdom,2021-12-22,AY.4,458
United Kingdom,2021-12-18,BA.1.15,346
United Kingdom,2022-02-14,BA.1.1.9,1
United Kingdom,2022-02-08,BA.2,2034
United Kingdom,2022-02-09,BA.2.3,84
United Kingdom,2021-12-25,AY.4,132
United Kingdom,2022-01-17,BA.1.15,386
United Kingdom,2021-11-23,AY.5,166
United Kingdom,2021-12-25,AY.4.2,45
United Kingdom,2021-01-01,BA.1.15.1,3
United Kingdom,2021-12-24,BA.1.15.1,363
South Korea,2022-05-23,Unassigned,73
United Kingdom,2022-01-13,BA.1.1,1678
United Kingdom,2021-12-22,AY.5,16
United Kingdom,2022-02-14,BA.1.1.1,155
United Kingdom,2022-02-07,BA.2.1,86
United Kingdom,2022-01-16,BA.1.15.1,369
United Kingdom,2022-02-12,BA.1.18,57
United Kingdom,2021-12-20,BA.1.17.2,2513
United Kingdom,2022-01-05,BA.1.16,255
United Kingdom,2021-12-20,BA.1.17,174
United Kingdom,2021-09-24,AY.4,4418
United Kingdom,2020-10-07,B.1.177,355
United Kingdom,2020-10-23,B.1.177,239
United Kingdom,2020-10-22,B.1.177,698
United Kingdom,2021-07-30,AY.4,3109
United Kingdom,2020-09-10,B.1.1,22
United Kingdom,2021-07-27,AY.4,3230
South Korea,2020-10-22,B.1.258,2
United Kingdom,2021-12-26,BA.1.1,690
United Kingdom,2021-12-27,BA.1.16,238
United Kingdom,2022-02-24,BA.2,2261
United Kingdom,2021-12-29,AY.98,45
United Kingdom,2020-09-23,B.1.416.1,2
United Kingdom,2022-02-10,BA.1.1.13,135
United Kingdom,2021-12-25,BA.1.15,115
United Kingdom,2021-12-23,BA.1.12,27
United Kingdom,2021-12-28,BD.1,18
United Kingdom,2021-12-31,AY.4,113
United Kingdom,2021-12-20,BA.1.1,687
United Kingdom,2022-02-08,BA.1.15.1,275
United Kingdom,2022-02-09,BA.1.15,200
United Kingdom,2022-02-11,BA.2.3,110
United Kingdom,2021-12-24,AY.4,199
United Kingdom,2021-12-24,BA.1.1.13,25
United Kingdom,2021-12-31,BA.1.1,1115
United Kingdom,2021-12-21,BA.1.15,336
United Kingdom,2021-01-06,B.1.177.20,2
United Kingdom,2021-12-23,AY.4,517
United Kingdom,2022-02-06,BA.1.16,108
United Kingdom,2022-02-14,BA.1.15.1,233
United Kingdom,2021-12-18,BA.1.15.1,675
United Kingdom,2021-12-30,BA.1.1.13,54
United Kingdom,2022-02-14,BA.2.10,269
United Kingdom,2022-02-24,BA.1.1.1,67
United Kingdom,2022-02-05,BA.1.17.2,1125
United Kingdom,2022-01-02,BA.1.17,130
United Kingdom,2022-02-12,BA.1.1.15,210
United Kingdom,2021-01-31,B.1.1.7,1526
United Kingdom,2021-12-19,AY.36,9
United Kingdom,2022-02-09,BA.2.10,188
United Kingdom,2021-12-20,AY.4,948
United Kingdom,2022-02-12,BA.2.9,120
United Kingdom,2021-12-31,AY.4.2,52
United Kingdom,2022-02-12,BA.1.1.1,132
United Kingdom,2021-12-21,AY.4.2,231
United Kingdom,2021-12-23,BA.1.1.14,44
United Kingdom,2020-09-21,B.1.177,252
United Kingdom,2021-12-20,BA.1.1.14,59
United Kingdom,2022-02-13,BA.1.1.15,172
United Kingdom,2021-12-23,BA.1.15,235
United Kingdom,2021-12-22,BA.1.1.14,43
United Kingdom,2021-12-28,BA.1.12,37
United Kingdom,2021-12-14,AY.4,2190
United Kingdom,2020-03-07,B.1.1.257,2
United Kingdom,2021-11-23,AY.46.5,129
United Kingdom,2021-12-31,BA.1.15,321
United Kingdom,2021-12-21,BA.1.1.13,35
United Kingdom,2020-09-29,B.1.258,13
United Kingdom,2022-02-23,BA.2.5,224
United Kingdom,2020-04-12,B.40,16
United Kingdom,2020-03-19,B.1.379,3
United Kingdom,2021-12-20,BA.1.16,204
United Kingdom,2021-12-17,BA.1.1,294
United Kingdom,2020-12-29,B.1.177.7,39
United Kingdom,2022-01-01,BA.1.15.1,406
United Kingdom,2021-12-29,BA.1.15.1,895
United Kingdom,2022-01-16,BA.1.17,108
United Kingdom,2021-12-28,AY.43,30
United Kingdom,2021-12-17,BA.1.17,103
United Kingdom,2021-12-23,AY.43,63
United Kingdom,2022-01-15,BA.1.16,115
United Kingdom,2022-01-07,BA.1.15,375
United Kingdom,2021-12-29,BA.1.16,306
United Kingdom,2022-02-14,BA.1.17.2,1037
United Kingdom,2022-02-08,BA.1.17.2,1148
United Kingdom,2021-12-26,AY.46.5,11
United Kingdom,2022-01-03,BA.1,3881
United Kingdom,2022-01-19,AY.4.2,16
United Kingdom,2021-01-30,B.1.1.7,2607
United Kingdom,2021-12-19,BA.1,2364
United Kingdom,2021-02-02,B.1.1.7,1456
United Kingdom,2022-02-10,BA.1.1.14,131
United Kingdom,2022-01-13,BA.1.15,366
United Kingdom,2020-11-18,B.1.177,737
United Kingdom,2021-09-30,AY.5,195
United Kingdom,2021-09-30,AY.120,125
United Kingdom,2021-02-09,B.1.177.7,19
United Kingdom,2021-09-22,AY.4,2964
United Kingdom,2020-11-28,B.1.1.37,9
United Kingdom,2022-04-19,BA.2.50,26
United Kingdom,2020-12-10,B.1.177.16,39
United Kingdom,2021-04-19,B.1.1.7,1258
United Kingdom,2021-04-20,AY.10,2
United Kingdom,2021-04-21,B.1.1.7,1176
United Kingdom,2021-04-20,B.1.1.7,1007
United Kingdom,2021-04-20,Q.1,3
United Kingdom,2021-04-18,B.1.1.7,724
United Kingdom,2021-12-22,BA.1.17,129
United Kingdom,2021-04-17,B.1.1.7,856
United Kingdom,2021-04-17,B.1.1.318,1
United Kingdom,2020-12-31,B.1.1,3
United Kingdom,2021-04-20,B.1.617.2,35
United Kingdom,2021-11-22,AY.4.2,1363
United Kingdom,2021-11-22,AY.46.5,152
United Kingdom,2021-01-27,B.1.177.7,26
United Kingdom,2020-10-13,B.1.177,178
United Kingdom,2022-01-16,AY.4,6
United Kingdom,2021-01-01,BA.1.16,1
United Kingdom,2021-12-21,BA.1.16,194
United Kingdom,2021-12-25,AY.36,1
United Kingdom,2021-04-18,B.1.617.2,14
United Kingdom,2021-04-22,B.1.1.7,1155
United Kingdom,2021-04-15,B.1.1.7,1090
United Kingdom,2022-02-07,BA.1.15,234
United Kingdom,2022-02-13,BA.1.1.1,97
United Kingdom,2022-02-11,BA.2.10,212
United Kingdom,2021-12-26,BA.1.16,172
United Kingdom,2021-04-21,B.1.617.2,34
United Kingdom,2021-12-28,AY.98,24
South Korea,2022-05-06,BA.2.3,27
United Kingdom,2021-01-16,B.1.177.18,3
United Kingdom,2020-12-10,B.1.177.4,48
United Kingdom,2021-12-28,BA.1.1.13,82
United Kingdom,2021-04-20,AY.11,3
United Kingdom,2020-05-12,B.1.1.134,1
United Kingdom,2020-04-28,B.1.1.369,28
United Kingdom,2021-02-07,B.1.1.7,1505
United Kingdom,2022-01-25,BA.1.17,125
United Kingdom,2022-01-14,BA.1,2644
United Kingdom,2021-04-20,P.1.16,2
United Kingdom,2021-04-21,AY.8,7
United Kingdom,2021-04-17,B.1.525,4
United Kingdom,2021-10-31,AY.43,354
United Kingdom,2020-03-27,B.40,72
United Kingdom,2021-11-22,AY.126,38
United Kingdom,2020-12-02,B.1.177,180
United Kingdom,2021-11-22,AY.4,5488
United Kingdom,2022-01-27,BA.1.1.14,134
United Kingdom,2021-02-14,B.1.177,49
United Kingdom,2022-01-06,BD.1,48
United Kingdom,2021-04-19,Q.1,6
United Kingdom,2021-12-19,BA.1.15,313
United Kingdom,2021-12-30,BA.1.15,516
United Kingdom,2020-05-19,B.1,25
United Kingdom,2022-01-17,BA.1.1.14,125
United Kingdom,2022-01-04,AY.4.2.2,53
United Kingdom,2021-12-22,AY.98,50
United Kingdom,2022-01-14,BA.1.1.14,103
United Kingdom,2022-01-09,BA.1.1.15,87
United Kingdom,2021-09-21,AY.4,4424
United Kingdom,2020-11-02,B.1.610,10
United Kingdom,2020-03-25,B.1.1,121
United Kingdom,2021-09-30,AY.98,174
United Kingdom,2022-01-07,BA.1.15.1,489
United Kingdom,2020-11-02,B.1.1.311,49
United Kingdom,2020-09-16,B.1.235,7
United Kingdom,2021-12-20,BA.1.1.15,106
United Kingdom,2020-04-19,B.1,56
United Kingdom,2022-01-26,BD.1,94
United Kingdom,2021-11-22,AY.5,288
United Kingdom,2021-11-22,AY.120,161
United Kingdom,2021-12-18,BA.1,2731
United Kingdom,2022-01-25,BA.1.15,280
United Kingdom,2022-01-06,BA.1.18,57
United Kingdom,2020-03-23,B.39,16
United Kingdom,2021-12-22,BA.1.14,13
United Kingdom,2021-11-22,AY.98,386
United Kingdom,2022-02-06,BA.1.5,7
United Kingdom,2021-07-29,AY.4.3,9
United Kingdom,2021-07-29,AY.4,4109
United Kingdom,2021-11-11,AY.4,4317
United Kingdom,2020-09-09,B.1.36.17,36
United Kingdom,2021-12-29,BA.1.1.13,102
United Kingdom,2021-11-12,AY.4,3996
