country,date,lineage,n
United Kingdom,2023-10-05,GK.2,1
United Kingdom,2023-10-07,GK.1,1
United Kingdom,2023-10-04,HK.8,1
United Kingdom,2023-09-28,HH.2,1
United Kingdom,2023-09-30,HF.1.2,1
United Kingdom,2023-09-23,XBB.1.41.1,1
United Kingdom,2023-09-23,EG.5.1.9,1
United Kingdom,2023-10-06,EG.4.5,1
United Kingdom,2023-09-28,EG.6.1.1,1
United Kingdom,2023-10-05,XBB.1.34.1,1
United Kingdom,2023-09-26,XBB.1.41.1,2
United Kingdom,2023-10-11,EG.5.1.1,20
United Kingdom,2023-09-26,HK.1,1
United Kingdom,2023-10-05,XCH.1,3
United Kingdom,2022-07-15,BA.4.1.9,1
United Kingdom,2023-09-30,FL.24,2
United Kingdom,2023-09-26,JG.2,1
United Kingdom,2022-03-31,BA.2.48,1
United Kingdom,2023-10-12,EG.5.1.3,6
United Kingdom,2023-10-11,JG.3,7
United Kingdom,2023-10-11,JD.1.1,10
United Kingdom,2023-10-09,EG.5.1.8,3
United Kingdom,2023-10-12,JF.1,9
United Kingdom,2023-10-13,XBB.1.16.11,16
United Kingdom,2023-10-11,GJ.5.1,3
United Kingdom,2023-10-13,HK.3,10
United Kingdom,2023-10-12,EG.10.1,6
United Kingdom,2023-10-11,HK.6,2
United Kingdom,2023-10-13,XCP,1
United Kingdom,2023-10-09,GK.1.1,4
United Kingdom,2023-10-14,JG.3,4
United Kingdom,2023-10-11,EG.6.1,1
United Kingdom,2023-10-11,GK.4,1
United Kingdom,2023-10-08,HF.1.1,1
United Kingdom,2023-10-13,JD.1.1,7
United Kingdom,2023-10-13,XBB.1.16.1,2
United Kingdom,2023-10-10,HK.6,9
United Kingdom,2023-10-12,JD.1.1,8
United Kingdom,2022-04-01,BA.2.9.1,1
United Kingdom,2022-04-01,BA.2.21,1
United Kingdom,2023-10-10,XCL,4
United Kingdom,2023-10-10,FL.1.5.2,5
United Kingdom,2023-10-11,XBB.1.16.9,1
United Kingdom,2023-10-13,HK.7,1
United Kingdom,2023-10-10,XBB.1.5.68,1
United Kingdom,2023-10-14,XBB.1.16.1,2
United Kingdom,2023-10-15,GE.1.1,1
United Kingdom,2023-10-10,GS.1,2
United Kingdom,2023-10-10,XBB.1.9.1,2
United Kingdom,2023-10-13,XBB.1.42.1,1
United Kingdom,2023-10-11,FL.20.1,1
United Kingdom,2023-10-12,FL.1.5.1,11
United Kingdom,2023-10-11,XCM,4
United Kingdom,2023-10-13,HK.3.1,1
United Kingdom,2023-01-13,XCH.1,1
United Kingdom,2023-10-14,HK.3,6
United Kingdom,2023-10-10,HF.1,4
United Kingdom,2023-10-11,XBB.1.16.14,1
United Kingdom,2023-10-12,HK.6,5
United Kingdom,2023-10-10,EG.5.1.7,1
United Kingdom,2023-10-14,HF.1,2
United Kingdom,2023-10-11,GA.4.1,2
United Kingdom,2023-10-10,GW.5.1.1,11
United Kingdom,2023-10-10,EU.1.1.3,3
United Kingdom,2023-10-14,EG.5.1.1,7
United Kingdom,2023-10-10,FL.20.1,2
United Kingdom,2023-10-09,XBB.1.41.1,2
United Kingdom,2023-10-14,XBB.1.16,9
United Kingdom,2023-10-12,XBB.1.16.17,2
United Kingdom,2023-10-11,FL.1.5,2
United Kingdom,2023-10-09,DV.7.1.2,2
United Kingdom,2023-10-10,XCM,2
United Kingdom,2023-10-09,XBB.2.3.8,1
United Kingdom,2023-10-10,JM.2,1
United Kingdom,2023-10-12,XCL,2
United Kingdom,2023-10-14,HK.3.2,1
United Kingdom,2023-10-09,JE.1.1,1
United Kingdom,2023-10-11,FL.24,1
United Kingdom,2023-10-08,HK.1,1
United Kingdom,2023-10-12,JG.3,7
United Kingdom,2023-10-11,HW.1.1,1
United Kingdom,2023-10-12,GS.4,1
United Kingdom,2023-10-10,XBB.1.16.1,1
United Kingdom,2023-10-13,EG.6.1,1
United Kingdom,2023-10-15,XBB.1.16.15,13
United Kingdom,2023-10-12,GW.5.1.1,4
United Kingdom,2023-10-09,XCM,2
United Kingdom,2023-10-08,GS.3,1
United Kingdom,2023-10-09,GS.4.1,5
United Kingdom,2023-10-11,XBB.1.16.12,1
United Kingdom,2023-10-12,XBB.1.41.1,5
United Kingdom,2023-10-13,XBB.1.16,7
United Kingdom,2023-10-11,FY.5,2
United Kingdom,2023-10-11,FL.15.1.1,1
United Kingdom,2023-10-12,GE.1,8
United Kingdom,2022-04-20,BA.2.56,1
United Kingdom,2022-04-21,BA.2.55,1
United Kingdom,2023-10-12,GK.1,1
United Kingdom,2023-10-10,GK.2,2
United Kingdom,2023-10-08,XCP,2
United Kingdom,2023-10-13,GE.1,9
United Kingdom,2023-10-11,EG.5.1.6,6
United Kingdom,2023-10-09,XBB.1.16.18,1
United Kingdom,2023-10-12,HF.1,3
United Kingdom,2023-10-12,EG.5.1.6,4
United Kingdom,2023-10-10,EG.10.1,2
United Kingdom,2023-10-11,JN.2,4
United Kingdom,2023-10-13,HV.1,7
United Kingdom,2023-10-13,GS.4.1,1
United Kingdom,2023-10-10,EG.5.1,15
United Kingdom,2023-10-11,FL.1.5.1,7
United Kingdom,2023-10-10,XBB.1.16.21,4
United Kingdom,2023-01-01,XBB.1.16.15,1
United Kingdom,2023-10-13,XCH.1,4
United Kingdom,2022-04-22,BA.2.55,1
United Kingdom,2023-10-14,EG.5.1.3,11
United Kingdom,2023-10-06,JM.1,1
United Kingdom,2023-10-10,DV.7.1.3,1
United Kingdom,2023-10-14,GE.1,9
United Kingdom,2023-10-11,XBB.1.16.2,2
United Kingdom,2023-09-15,GK.1.3,1
United Kingdom,2023-10-10,XBB.2.3.11,3
United Kingdom,2023-10-13,EG.5.2.3,1
United Kingdom,2023-10-12,FL.1.5.2,4
United Kingdom,2023-10-14,DV.7.1.2,1
United Kingdom,2023-10-15,GE.1,5
United Kingdom,2023-10-13,GK.1,2
United Kingdom,2023-10-10,FY.1.2,1
United Kingdom,2023-09-16,DV.7.1.1,1
United Kingdom,2023-09-13,XBB.1.5.15,1
United Kingdom,2023-10-10,EG.5.1.8,1
United Kingdom,2023-10-14,GS.4.1,4
United Kingdom,2023-10-12,GE.1.3,1
United Kingdom,2023-10-12,HV.1,12
United Kingdom,2023-10-15,HK.11,2
United Kingdom,2023-10-04,GA.4.1,1
United Kingdom,2023-10-06,GK.1.1,3
South Korea,2022-08-05,BA.5.2.22,1
United Kingdom,2022-03-29,BA.2.24,1
United Kingdom,2022-04-20,BA.2.9.1,1
United Kingdom,2022-06-15,BF.4,14
United Kingdom,2022-06-15,BA.5,20
United Kingdom,2022-06-15,BA.5.1.24,15
United Kingdom,2022-06-15,BA.2.9.3,3
United Kingdom,2021-06-25,AY.126,1
United Kingdom,2022-07-07,BE.7,3
United Kingdom,2022-06-15,BA.5.2.3,18
United Kingdom,2022-06-15,BA.4.1,113
United Kingdom,2022-06-15,BA.2.39,1
United Kingdom,2022-06-15,BA.5.3,8
United Kingdom,2022-04-19,BA.2.14,1
United Kingdom,2020-06-22,B.1.77,1
United Kingdom,2021-12-22,AY.94,1
United Kingdom,2021-12-19,AY.4.3,2
United Kingdom,2021-07-22,AY.124,1
United Kingdom,2022-01-11,AY.36,1
United Kingdom,2022-07-12,BE.4,1
United Kingdom,2022-07-13,BA.5.2.27,1
South Korea,2022-08-05,BA.4,1
South Korea,2022-08-07,BF.10,1
South Korea,2022-08-13,BA.2.75.1,1
United Kingdom,2022-07-12,BA.4.1.5,2
United Kingdom,2022-01-04,AY.4.2.3,1
United Kingdom,2021-02-11,AA.4,1
United Kingdom,2021-07-22,AY.4.2.2,1
United Kingdom,2023-07-20,EG.1.4,1
United Kingdom,2020-04-03,B.1.1.16,1
United Kingdom,2023-07-28,XBB.1.16.6,3
United Kingdom,2023-07-26,XBB.1.16.21,1
United Kingdom,2023-07-25,FZ.1.1,1
United Kingdom,2023-07-19,XBB.1.16.18,1
United Kingdom,2023-07-25,HK.6,1
United Kingdom,2023-07-24,FU.1,2
United Kingdom,2023-07-26,HK.6,4
United Kingdom,2023-07-27,XBB.1.16.1,3
United Kingdom,2023-07-27,XBB.1.22.1,2
United Kingdom,2023-07-27,GZ.1,1
United Kingdom,2023-07-22,FL.3.3,1
United Kingdom,2023-07-29,XBB.1.17.1,2
United Kingdom,2023-07-22,JF.2,1
United Kingdom,2023-07-29,XBB.1.5.72,1
United Kingdom,2023-07-24,XBB.2.3.2,1
United Kingdom,2023-07-22,GE.1,2
United Kingdom,2023-07-23,XBB.1.5.67,1
United Kingdom,2023-07-24,FY.4.1.2,1
United Kingdom,2023-07-23,FE.1.2,1
United Kingdom,2023-07-18,FL.3.3,1
United Kingdom,2023-07-20,XBB.1.16.19,1
United Kingdom,2023-07-21,XBB.1.16.21,1
United Kingdom,2023-07-24,FE.1.2,3
United Kingdom,2023-07-25,XBB.1.5.105,2
United Kingdom,2023-07-25,XBB.1.16.11,1
United Kingdom,2023-07-28,FY.5,1
United Kingdom,2023-07-26,XBB.1.16,8
United Kingdom,2023-07-26,FE.1.2,2
United Kingdom,2023-07-25,EG.5.1.1,12
United Kingdom,2023-07-27,XBB.1.5,1
United Kingdom,2023-07-24,HY.1,1
United Kingdom,2023-07-23,XBB.2.3.11,1
United Kingdom,2023-07-24,JF.2,1
United Kingdom,2023-07-19,FL.3.3,2
United Kingdom,2023-07-16,GJ.5.1,1
United Kingdom,2023-07-24,JM.1,1
United Kingdom,2023-07-24,XBB.1.16.19,1
United Kingdom,2023-07-29,XBB.1.16.15,5
United Kingdom,2023-07-26,XBB.1.16.11,2
United Kingdom,2023-07-26,XBB.1.5.105,1
United Kingdom,2023-07-27,EG.5.1,11
United Kingdom,2023-07-29,GK.1.1,2
United Kingdom,2023-07-26,XBB.1.16.15,3
United Kingdom,2023-07-27,FU.2,1
United Kingdom,2020-09-17,C.30,1
United Kingdom,2021-12-15,AY.7.1,1
United Kingdom,2020-09-11,B.1.177.17,1
United Kingdom,2020-07-04,B.1.1.123,1
United Kingdom,2023-10-17,HV.1,9
United Kingdom,2023-10-16,EG.6.1,4
United Kingdom,2023-10-18,FL.1.5.1,8
United Kingdom,2023-10-14,EG.5.1,10
South Korea,2020-10-04,B.1.1,2
South Korea,2020-10-29,B.1.1,1
South Korea,2020-08-25,B.1.177.57,1
South Korea,2020-07-02,B.1.1.372,1
United Kingdom,2021-12-15,AY.118,1
South Korea,2021-12-18,AY.122,1
United Kingdom,2023-10-17,XBB.1.16.15,21
United Kingdom,2023-10-11,HK.3,3
United Kingdom,2023-10-17,EG.5.1,11
United Kingdom,2023-10-17,EG.5.1.3,11
United Kingdom,2023-10-14,EG.5.1.6,3
United Kingdom,2023-10-16,XBB.1.16.11,17
United Kingdom,2023-10-17,GE.1,8
United Kingdom,2020-08-26,B.1.236,1
United Kingdom,2023-10-17,DV.7.1,4
United Kingdom,2023-10-16,DV.7.1,3
United Kingdom,2023-10-12,FY.1.2,1
United Kingdom,2023-10-18,XBB.1.16.11,12
United Kingdom,2023-10-13,EG.7,1
United Kingdom,2023-10-06,XBB.2.3.11,3
United Kingdom,2023-10-10,XBB.2.3.8,2
United Kingdom,2023-10-10,XBB.1.5,1
United Kingdom,2023-10-09,XBB.2.3.11,3
United Kingdom,2023-10-09,JA.1,2
United Kingdom,2023-10-10,GK.1.3,2
United Kingdom,2023-10-13,EG.5.1.8,2
United Kingdom,2023-10-16,EG.5.1.3,11
United Kingdom,2022-01-18,BA.2.2.1,1
United Kingdom,2023-10-15,FL.1.5.1,5
United Kingdom,2023-10-17,EG.5.1.1,16
United Kingdom,2023-10-18,HV.1,12
United Kingdom,2023-10-16,XBB.1.16.6,11
United Kingdom,2023-10-13,EG.5.1.4,2
United Kingdom,2023-10-16,JG.3,8
United Kingdom,2023-10-15,XBB.1.16,1
United Kingdom,2023-10-18,EG.5.1.6,8
United Kingdom,2023-10-18,GS.3,2
United Kingdom,2023-10-13,FY.5,1
United Kingdom,2023-10-16,HF.1,3
United Kingdom,2023-10-11,XBB.1,1
United Kingdom,2023-10-10,DV.7.1,5
United Kingdom,2020-10-12,B.1.177.18,1
United Kingdom,2023-10-15,GA.4,1
United Kingdom,2023-10-15,XBB.2.3,1
United Kingdom,2023-10-17,HK.3,9
United Kingdom,2023-10-15,HF.1,2
United Kingdom,2023-07-25,HK.11,1
United Kingdom,2023-10-14,EG.10.1,3
United Kingdom,2023-10-14,XBB.1.41.1,1
United Kingdom,2023-07-28,EG.2,1
United Kingdom,2023-07-31,FE.1.1,1
United Kingdom,2023-08-02,HH.2,1
United Kingdom,2023-07-24,XBB.1.5.20,1
United Kingdom,2023-07-28,FL.4,4
United Kingdom,2023-07-22,EG.5.1.4,2
United Kingdom,2023-07-30,XBB.1.16,17
United Kingdom,2023-07-26,XBB.1.5.28,2
United Kingdom,2023-07-24,GW.5,2
United Kingdom,2023-07-28,XBB.2.3.2,3
United Kingdom,2023-07-28,XBB.1.16,15
United Kingdom,2023-07-31,XBB.1.16,18
United Kingdom,2023-07-24,XBB.1.16.11,2
United Kingdom,2023-07-25,GE.1,4
United Kingdom,2023-07-28,XBB.1.9.2,2
United Kingdom,2023-07-25,FL.4,4
United Kingdom,2023-07-19,XBB.1.41.1,1
United Kingdom,2023-07-23,EG.7,1
United Kingdom,2023-07-24,XBB.1.5.28,1
United Kingdom,2023-07-22,EG.5.1.1,4
United Kingdom,2023-07-23,XBB.2.3.4,1
United Kingdom,2023-07-25,FY.1.2,2
United Kingdom,2023-07-23,XBB.1.16.11,1
United Kingdom,2023-07-27,GS.3,2
United Kingdom,2023-07-26,GE.1,1
United Kingdom,2023-07-23,FL.1.5.1,1
United Kingdom,2023-07-21,XBB.1.16.1,1
United Kingdom,2023-07-24,XBB.2.3.4,2
United Kingdom,2023-07-29,HF.1,1
United Kingdom,2023-07-25,XBB.1.16.1,1
United Kingdom,2023-07-23,XBB.1.16.1,1
United Kingdom,2023-07-29,XBB.1.16.16,1
United Kingdom,2023-07-24,FE.1.1,1
United Kingdom,2023-07-30,FE.1.2,2
United Kingdom,2023-07-27,XBB.1.16.11,5
United Kingdom,2023-07-28,GE.1,5
United Kingdom,2023-07-29,XBB.1.16,14
United Kingdom,2023-07-30,FZ.1.1,3
United Kingdom,2023-07-29,XBB.1.16.2,1
United Kingdom,2023-07-29,EG.5.1.1,8
United Kingdom,2023-07-30,GE.1,2
United Kingdom,2023-07-22,XBB.1.16.8,1
United Kingdom,2023-07-30,EG.5.1.4,2
United Kingdom,2023-07-29,EG.5.1.3,6
United Kingdom,2023-07-31,EG.5.1.3,4
United Kingdom,2023-07-29,HK.6,3
United Kingdom,2023-07-26,GJ.1.2,1
United Kingdom,2023-07-30,DV.7.1.2,1
United Kingdom,2023-07-26,FL.3.2,1
United Kingdom,2023-07-26,FL.20,1
United Kingdom,2023-07-30,HH.1,1
United Kingdom,2023-07-30,XBB.1.16.19,2
United Kingdom,2023-07-27,EG.5.1.3,1
United Kingdom,2023-07-27,XBB.1.5.37,1
United Kingdom,2023-07-21,XBB.1.5.5,1
United Kingdom,2023-07-24,GE.1.3,1
United Kingdom,2023-07-31,HK.6,2
United Kingdom,2023-07-24,EG.6.1,2
United Kingdom,2023-07-23,FY.1.2,1
United Kingdom,2023-07-30,GS.3,1
United Kingdom,2023-07-20,XBB.1.16.2,1
United Kingdom,2023-07-30,FK.1.1,1
United Kingdom,2023-07-26,GK.1,1
United Kingdom,2023-07-26,XBB.2.3.11,1
United Kingdom,2023-07-25,JF.2,2
United Kingdom,2023-07-26,EG.5.1.1,6
United Kingdom,2023-07-26,XBB.1.16.6,5
United Kingdom,2023-07-22,GK.2.1,1
United Kingdom,2023-07-25,GS.3,1
United Kingdom,2023-07-17,HT.2,1
United Kingdom,2023-07-24,FW.1.1,1
United Kingdom,2023-07-23,FE.1.1,1
United Kingdom,2023-07-21,EK.2.1,1
United Kingdom,2023-07-24,HC.4,1
United Kingdom,2023-07-21,XBB.2.3,1
United Kingdom,2023-07-24,FL.4,1
United Kingdom,2023-07-28,GS.1,1
United Kingdom,2023-07-24,XBB.1.16.10,1
United Kingdom,2023-07-21,FW.1.1,1
United Kingdom,2023-07-27,EG.13,1
United Kingdom,2023-07-28,EG.5.1.1,10
United Kingdom,2023-07-23,FL.15,1
United Kingdom,2023-07-31,EG.5.1.4,4
United Kingdom,2023-07-30,XBB.1.24.1,1
United Kingdom,2023-07-28,FL.1.5.1,3
United Kingdom,2023-07-28,XBB.1.16.1,1
United Kingdom,2023-07-30,EG.6.1,2
United Kingdom,2023-07-27,XBB.1.16.21,3
United Kingdom,2023-07-26,EG.1,2
United Kingdom,2023-07-26,XBB.1.5.18,1
United Kingdom,2023-07-23,XBB.1.5.59,1
United Kingdom,2023-07-30,FU.2,1
United Kingdom,2023-07-19,XBB.1.5.17,1
United Kingdom,2023-07-21,EF.2,1
United Kingdom,2023-07-31,EG.6.1,2
United Kingdom,2023-07-24,EG.5.1.7,1
United Kingdom,2023-07-28,DV.7.1,1
United Kingdom,2023-07-26,XBB.1.16.8,1
United Kingdom,2023-07-29,GS.1,1
United Kingdom,2023-07-28,XBB.1.16.19,3
United Kingdom,2023-07-25,XBB.1.16.18,1
United Kingdom,2023-07-24,FL.15,1
United Kingdom,2023-07-26,EG.5.2,1
United Kingdom,2023-07-19,EG.5.1.1,2
United Kingdom,2023-07-24,XBB.2.3.3,1
United Kingdom,2023-07-22,GE.1.3,2
United Kingdom,2023-07-24,EG.5.2.3,1
United Kingdom,2023-07-24,FL.5,1
United Kingdom,2023-07-27,XBB.1.16.8,1
United Kingdom,2023-07-31,GS.3,1
United Kingdom,2023-07-23,XBB.1.9.2,2
United Kingdom,2023-07-30,GK.3,1
United Kingdom,2023-07-26,FL.3.3,1
United Kingdom,2023-07-29,XBB.2.3.2,1
United Kingdom,2023-07-24,XBB.1.16.15,2
United Kingdom,2023-07-31,HK.9,2
United Kingdom,2023-07-20,GE.1.3,1
United Kingdom,2023-07-27,GK.1.1,1
United Kingdom,2023-07-27,EG.5.1.4,2
United Kingdom,2023-07-25,XBB.1.5.57,1
United Kingdom,2023-07-30,HE.1,1
United Kingdom,2023-07-18,XBB.1.5,1
United Kingdom,2023-07-31,XBB.1.5.59,1
United Kingdom,2023-07-28,EG.5.1.3,1
United Kingdom,2023-07-30,EG.2.5,1
United Kingdom,2023-07-29,FE.1.2,2
United Kingdom,2023-07-27,GE.1,1
United Kingdom,2023-07-21,EG.1,1
United Kingdom,2023-07-29,FL.1.5.1,1
United Kingdom,2023-07-24,XBB.1.16.6,2
United Kingdom,2023-07-20,EU.1.1.3,1
United Kingdom,2023-07-24,FL.1.5.1,1
United Kingdom,2023-07-23,FL.1.5,1
United Kingdom,2023-07-20,FE.1.1,1
United Kingdom,2023-07-29,FL.24,1
United Kingdom,2023-07-26,GK.2.1,1
United Kingdom,2023-07-31,GJ.1.2,4
United Kingdom,2023-07-23,FL.20.1,1
United Kingdom,2023-07-25,XBB.1.5.52,1
United Kingdom,2023-07-19,FL.26,1
United Kingdom,2023-07-21,FL.20.1,1
United Kingdom,2023-07-21,XBB.1.16.6,1
United Kingdom,2023-07-26,FL.1.5,1
United Kingdom,2023-07-21,XBB.1.9.2,1
United Kingdom,2023-07-26,XBB.1.5.71,2
United Kingdom,2023-07-26,FL.1.5.1,1
United Kingdom,2023-07-26,JF.2,1
United Kingdom,2023-08-01,XBB.1.5.2,1
United Kingdom,2023-07-26,FL.4,1
United Kingdom,2023-07-30,EG.1,1
United Kingdom,2023-07-20,FL.20.1,1
United Kingdom,2023-07-29,XBB.1.5.28,1
United Kingdom,2023-07-13,XBB.1.16.1,1
United Kingdom,2023-07-24,XBB.1.5.71,1
United Kingdom,2023-07-27,XBB.2.3,2
United Kingdom,2023-07-14,XBB.1.16.18,1
United Kingdom,2023-08-01,EG.5.1.1,2
United Kingdom,2023-07-29,XBB.1.16.3,1
United Kingdom,2023-07-26,XBB.2.3.3,1
United Kingdom,2023-08-02,GE.1.3,1
United Kingdom,2022-01-17,AY.127,2
United Kingdom,2023-10-16,HK.3,8
United Kingdom,2023-10-14,XBB.1.16.11,8
United Kingdom,2023-10-16,EG.5.1.1,9
United Kingdom,2023-10-15,GK.1.1,2
United Kingdom,2023-10-15,XBB.1.5,1
United Kingdom,2023-10-16,XBB.1.16.15,10
United Kingdom,2023-10-14,XBB.2.3.11,2
United Kingdom,2023-10-13,FL.20.1,2
United Kingdom,2023-10-16,EG.5.1,7
United Kingdom,2023-10-16,XBB.2.3.11,4
United Kingdom,2023-10-15,XBB.1.16.6,6
United Kingdom,2023-10-15,EG.10.1,2
United Kingdom,2023-10-15,FW.1,1
United Kingdom,2023-10-12,DV.7.1,3
United Kingdom,2023-10-18,GJ.1.2,2
United Kingdom,2023-10-13,GK.1.3,1
United Kingdom,2023-10-14,FL.20.1,2
United Kingdom,2023-10-14,XBB.1.5,1
United Kingdom,2023-10-15,XBB.1.5.59,1
United Kingdom,2023-10-11,XBB.1.5,1
United Kingdom,2023-10-17,XBB.1.16,8
United Kingdom,2023-10-16,EG.10.1,3
United Kingdom,2023-10-10,XBB.1.22,1
United Kingdom,2023-10-16,XBB.1.41.1,4
United Kingdom,2023-10-16,XBB.1.5,3
United Kingdom,2023-10-16,FL.1.5,1
United Kingdom,2023-10-17,FL.1.5.1,6
United Kingdom,2023-10-16,GW.5,4
United Kingdom,2023-10-16,HV.1,6
United Kingdom,2023-10-16,GJ.1.2,1
United Kingdom,2023-10-17,XBB.1.41.1,2
United Kingdom,2023-10-13,FL.4,2
United Kingdom,2023-10-15,XBB.1.16.11,9
United Kingdom,2023-09-18,XBB.2.3.3,1
United Kingdom,2023-10-17,GJ.1.2,2
United Kingdom,2023-10-16,XBB.1.16,4
United Kingdom,2023-10-15,XBB.2.3.3,2
United Kingdom,2023-10-17,EG.10.1,4
United Kingdom,2023-10-17,XBB.1.16.11,9
United Kingdom,2023-10-16,GK.1.1,2
United Kingdom,2023-10-14,EU.1.1.3,1
United Kingdom,2023-10-13,XBB.2.3.11,2
United Kingdom,2023-10-14,EG.6.1,2
United Kingdom,2023-10-17,XBB.1.5,1
United Kingdom,2023-10-13,FL.1.5,1
United Kingdom,2023-10-17,XBB.2.3.11,1
United Kingdom,2023-10-16,FL.1.5.1,6
United Kingdom,2021-12-20,B.1.640.1,1
United Kingdom,2023-09-25,FY.3.1,1
United Kingdom,2021-12-21,AY.73,1
United Kingdom,2021-12-16,AY.36.1,1
United Kingdom,2021-06-29,AY.23,2
United Kingdom,2023-07-31,HA.1,1
United Kingdom,2023-07-25,EG.1.6,2
United Kingdom,2023-07-22,XBB.1.16.9,1
United Kingdom,2023-07-24,HK.9,2
United Kingdom,2023-07-23,XBB.1.16.6,1
United Kingdom,2023-07-26,XBB.1.16.19,1
United Kingdom,2023-07-23,XBB.1.16.9,1
United Kingdom,2023-07-26,FK.1.1.2,1
United Kingdom,2023-07-28,EG.10.1,1
United Kingdom,2023-07-25,FL.1.5,1
United Kingdom,2021-10-15,AY.117,1
United Kingdom,2023-07-22,HK.6,2
United Kingdom,2023-07-25,FK.1.1.2,1
United Kingdom,2023-07-18,FE.1,1
United Kingdom,2023-07-27,HK.9,3
United Kingdom,2023-07-26,EG.5.1.5,2
United Kingdom,2023-07-23,FY.4.1.2,1
United Kingdom,2023-07-25,HK.9,3
United Kingdom,2023-07-25,FY.4.1.2,1
United Kingdom,2023-07-28,XBB.2.3,2
United Kingdom,2023-07-24,XBB.1.16.9,1
United Kingdom,2023-07-26,EG.6.1,1
United Kingdom,2023-07-26,XBB.1,1
United Kingdom,2023-07-27,FL.24,1
United Kingdom,2023-07-27,EG.6.1,2
United Kingdom,2023-07-21,EG.1.6,1
United Kingdom,2023-07-25,FY.3.2,1
United Kingdom,2023-07-25,EG.10.1,1
United Kingdom,2023-07-26,FY.3.2,1
United Kingdom,2021-08-20,AY.7.2,1
United Kingdom,2021-08-17,AY.39,1
United Kingdom,2021-04-17,B.1.617.3,2
United Kingdom,2022-07-14,BA.4.2,4
United Kingdom,2021-06-29,AY.106,1
South Korea,2023-07-11,EG.5,1
South Korea,2023-07-01,EG.5,1
South Korea,2023-07-03,EG.5,1
South Korea,2023-07-03,EG.5.1.1,1
South Korea,2023-07-02,EG.5.1.1,9
South Korea,2023-06-30,EG.5,2
South Korea,2023-06-28,EG.5,1
South Korea,2023-06-26,EG.5,3
South Korea,2023-06-28,EG.5.1.1,3
South Korea,2023-06-22,EG.5,2
South Korea,2023-06-21,EG.5,1
South Korea,2023-07-23,HG.1,1
South Korea,2023-07-22,FL.18,2
South Korea,2023-07-24,EG.5.1,27
South Korea,2023-07-29,GY.5,1
South Korea,2023-07-24,FL.10.1,11
South Korea,2023-07-24,GY.5,3
South Korea,2023-07-28,GJ.1.2,7
South Korea,2023-07-28,EG.5.1,26
South Korea,2023-07-24,FU.1,6
South Korea,2023-07-29,EG.5,1
South Korea,2023-07-29,HG.1,1
South Korea,2023-07-28,FU.2.1,1
South Korea,2023-02-10,BA.5.2.20,1
South Korea,2023-07-23,EG.5.1,15
South Korea,2023-07-24,EG.1.6,8
South Korea,2023-07-23,FL.14,1
South Korea,2023-07-22,FL.2.2.1,1
South Korea,2023-05-06,BN.1.2.2,1
South Korea,2023-07-23,XBB.2.3.7,1
South Korea,2023-07-24,FL.1,1
South Korea,2023-07-22,FR.1.1,1
South Korea,2023-07-20,EG.1.6,2
South Korea,2023-07-20,FY.2,2
South Korea,2023-05-06,FL.5.1,1
South Korea,2023-07-20,HF.1,1
South Korea,2023-07-20,EG.5.1.1,4
South Korea,2023-07-20,FL.34,1
South Korea,2023-07-20,EG.5.1,2
South Korea,2023-07-21,EG.1.6,1
South Korea,2023-07-21,FL.24,1
South Korea,2023-07-20,FL.8,1
South Korea,2023-07-20,FL.10.1,2
South Korea,2023-07-25,EG.1.6,6
South Korea,2023-07-20,EG.1,3
South Korea,2023-07-29,EG.5.1,6
South Korea,2023-07-21,XBB.1.9.1,2
South Korea,2023-07-13,GJ.1.2,1
South Korea,2023-07-24,GY.7,1
South Korea,2023-07-24,XBB.2.3.8,14
South Korea,2023-07-25,EG.5.1,21
South Korea,2023-07-26,FL.10.1,14
South Korea,2023-07-29,XBB.1.5,1
South Korea,2023-07-15,EG.5.2,1
South Korea,2023-07-16,XBB.1.16.18,1
South Korea,2023-07-18,HF.1,9
South Korea,2023-07-19,XBB.1.16,6
South Korea,2023-07-25,EG.5.1.1,26
South Korea,2023-07-30,XBB.2.3.8,16
South Korea,2023-07-20,XBC.1.6.1,1
South Korea,2023-07-25,XBB.1.5.37,3
South Korea,2023-07-20,XBB.1.16.11,1
South Korea,2023-07-29,XBB.1.9.1,2
South Korea,2023-07-14,GE.1,2
South Korea,2023-07-20,FL.15,1
South Korea,2023-07-26,XBB.1.16.2,1
South Korea,2023-07-14,FU.1,2
South Korea,2023-07-13,XBB.2.3,1
South Korea,2023-07-21,EG.1.3,1
South Korea,2023-07-21,EG.1,1
South Korea,2023-07-21,EG.5.1.1,4
South Korea,2023-07-20,XBB.2.3.11,1
South Korea,2023-07-30,EG.5,2
South Korea,2023-08-01,XBB.1.9.2,3
South Korea,2023-07-26,XBB.1.5.24,2
South Korea,2023-07-31,XBB.1.16,3
South Korea,2023-07-31,XBB.1.5,2
South Korea,2023-07-30,FE.1.1,2
South Korea,2023-08-01,FL.7,2
South Korea,2023-07-25,XBB.1.5.24,2
South Korea,2023-08-01,EG.5,1
South Korea,2023-07-25,FL.18.1,2
South Korea,2023-07-28,XBB.2.3,8
South Korea,2023-07-27,XBB.2.3.11,1
South Korea,2023-07-30,GJ.1.2,2
South Korea,2023-07-27,XBB.2.3.8,5
South Korea,2023-07-30,EG.1.6,4
South Korea,2023-07-25,HH.1,3
South Korea,2023-07-16,EG.1.2,1
South Korea,2023-07-30,XBB.1.5,2
