Entity,Code,Day,Weekly new hospital admissions per million
Denmark,DNK,2022-07-23,134.302
Denmark,DNK,2022-07-24,128.522
Denmark,DNK,2022-07-25,119.172
Denmark,DNK,2022-07-26,113.392
Denmark,DNK,2022-07-27,104.722
Denmark,DNK,2022-07-28,100.982
Denmark,DNK,2022-07-29,98.942
Denmark,DNK,2022-07-30,98.772
Denmark,DNK,2022-07-31,98.942
Denmark,DNK,2022-08-01,97.922
Denmark,DNK,2022-08-02,96.392
Denmark,DNK,2022-08-03,97.582
Denmark,DNK,2022-08-04,97.582
Denmark,DNK,2022-08-05,95.882
Denmark,DNK,2022-08-06,92.821
Denmark,DNK,2022-08-07,91.121
Denmark,DNK,2022-08-08,86.871
Denmark,DNK,2022-08-09,87.721
Denmark,DNK,2022-08-10,88.401
Denmark,DNK,2022-08-11,87.381
Denmark,DNK,2022-08-12,86.361
Denmark,DNK,2022-08-13,91.631
Denmark,DNK,2022-08-14,93.671
Denmark,DNK,2022-08-15,100.302
Denmark,DNK,2022-08-16,103.192
Denmark,DNK,2022-08-17,101.832
Denmark,DNK,2022-08-18,101.152
Denmark,DNK,2022-08-19,98.092
Denmark,DNK,2022-08-20,91.801
Denmark,DNK,2022-08-21,85.511
Denmark,DNK,2022-08-22,76.501
Denmark,DNK,2022-08-23,69.871
Denmark,DNK,2022-08-24,67.321
Denmark,DNK,2022-08-25,66.131
Denmark,DNK,2022-08-26,66.641
Denmark,DNK,2022-08-27,65.961
Denmark,DNK,2022-08-28,65.621
Denmark,DNK,2022-08-29,66.131
Denmark,DNK,2022-08-30,62.221
Denmark,DNK,2022-08-31,58.821
Denmark,DNK,2022-09-01,54.911
Denmark,DNK,2022-09-02,53.211
Denmark,DNK,2022-09-03,51.681
Denmark,DNK,2022-09-04,50.661
Denmark,DNK,2022-09-05,50.321
Denmark,DNK,2022-09-06,52.701
Denmark,DNK,2022-09-07,55.081
Denmark,DNK,2022-09-08,56.271
Denmark,DNK,2022-09-09,54.911
Denmark,DNK,2022-09-10,53.211
Denmark,DNK,2022-09-11,53.721
Denmark,DNK,2022-09-12,54.231
Denmark,DNK,2022-09-13,55.421
Denmark,DNK,2022-09-14,53.891
Denmark,DNK,2022-09-15,53.211
Denmark,DNK,2022-09-16,52.021
Denmark,DNK,2022-09-17,54.571
Denmark,DNK,2022-09-18,56.951
Denmark,DNK,2022-09-19,59.331
Denmark,DNK,2022-09-20,60.521
Denmark,DNK,2022-09-21,63.751
Denmark,DNK,2022-09-22,66.131
Denmark,DNK,2022-09-23,71.911
Denmark,DNK,2022-09-24,74.631
Denmark,DNK,2022-09-25,79.051
Denmark,DNK,2022-09-26,83.471
Denmark,DNK,2022-09-27,88.401
Denmark,DNK,2022-09-28,89.931
Denmark,DNK,2022-09-29,94.012
Denmark,DNK,2022-09-30,96.222
Denmark,DNK,2022-10-01,98.942
Denmark,DNK,2022-10-02,99.282
Denmark,DNK,2022-10-03,101.322
Denmark,DNK,2022-10-04,103.702
Denmark,DNK,2022-10-05,105.402
Denmark,DNK,2022-10-06,106.082
Denmark,DNK,2022-10-07,107.442
Denmark,DNK,2022-10-08,107.782
Denmark,DNK,2022-10-09,107.272
Denmark,DNK,2022-10-10,113.562
Denmark,DNK,2022-10-11,116.452
Denmark,DNK,2022-10-12,118.322
Denmark,DNK,2022-10-13,119.852
Denmark,DNK,2022-10-14,122.912
Denmark,DNK,2022-10-15,126.142
Denmark,DNK,2022-10-16,130.052
Denmark,DNK,2022-10-17,122.742
Denmark,DNK,2022-10-18,119.682
Denmark,DNK,2022-10-19,118.322
Denmark,DNK,2022-10-20,117.132
Denmark,DNK,2022-10-21,111.352
Denmark,DNK,2022-10-22,108.122
Denmark,DNK,2022-10-23,105.402
Denmark,DNK,2022-10-24,103.872
Denmark,DNK,2022-10-25,98.772
Denmark,DNK,2022-10-26,97.072
Denmark,DNK,2022-10-27,93.841
Denmark,DNK,2022-10-28,91.801
Denmark,DNK,2022-10-29,87.041
Denmark,DNK,2022-10-30,79.391
Denmark,DNK,2022-10-31,75.311
Denmark,DNK,2022-11-01,71.401
Denmark,DNK,2022-11-02,66.641
Denmark,DNK,2022-11-03,64.261
Denmark,DNK,2022-11-04,60.011
Denmark,DNK,2022-11-05,56.441
Denmark,DNK,2022-11-06,56.611
Denmark,DNK,2022-11-07,53.891
Denmark,DNK,2022-11-08,53.551
Denmark,DNK,2022-11-09,50.151
Denmark,DNK,2022-11-10,47.941
Denmark,DNK,2022-11-11,48.451
Denmark,DNK,2022-11-12,47.941
Denmark,DNK,2022-11-13,47.431
Denmark,DNK,2022-11-14,45.731
Denmark,DNK,2022-11-15,43.011
Denmark,DNK,2022-11-16,44.711
Denmark,DNK,2022-11-17,43.691
Denmark,DNK,2022-11-18,42.161
Denmark,DNK,2022-11-19,41.821
Denmark,DNK,2022-11-20,41.821
Denmark,DNK,2022-11-21,40.631
Denmark,DNK,2022-11-22,42.331
Denmark,DNK,2022-11-23,41.821
Denmark,DNK,2022-11-24,45.051
Denmark,DNK,2022-11-25,47.091
Denmark,DNK,2022-11-26,49.301
Denmark,DNK,2022-11-27,51.001
Denmark,DNK,2022-11-28,57.801
Denmark,DNK,2022-11-29,61.881
Denmark,DNK,2022-11-30,65.451
Denmark,DNK,2022-12-01,67.831
Denmark,DNK,2022-12-02,70.381
Denmark,DNK,2022-12-03,73.271
Denmark,DNK,2022-12-04,75.481
Denmark,DNK,2022-12-05,76.161
Denmark,DNK,2022-12-06,78.201
Denmark,DNK,2022-12-07,80.241
Denmark,DNK,2022-12-08,80.921
Denmark,DNK,2022-12-09,81.941
Denmark,DNK,2022-12-10,84.491
Denmark,DNK,2022-12-11,89.081
Denmark,DNK,2022-12-12,92.481
Denmark,DNK,2022-12-13,94.522
Denmark,DNK,2022-12-14,102.512
Denmark,DNK,2022-12-15,106.252
Denmark,DNK,2022-12-16,112.712
Denmark,DNK,2022-12-17,115.602
Denmark,DNK,2022-12-18,118.832
Denmark,DNK,2022-12-19,125.972
Denmark,DNK,2022-12-20,132.432
Denmark,DNK,2022-12-21,133.962
Denmark,DNK,2022-12-22,139.912
Denmark,DNK,2022-12-23,141.782
Denmark,DNK,2022-12-24,141.102
Denmark,DNK,2022-12-25,142.802
Denmark,DNK,2022-12-26,136.172
Denmark,DNK,2022-12-27,137.872
Denmark,DNK,2022-12-28,140.252
Denmark,DNK,2022-12-29,141.102
Denmark,DNK,2022-12-30,138.552
Denmark,DNK,2022-12-31,139.402
Denmark,DNK,2023-01-01,136.682
Denmark,DNK,2023-01-02,139.912
Denmark,DNK,2023-01-03,137.022
Denmark,DNK,2023-01-04,130.052
Denmark,DNK,2023-01-05,124.612
Denmark,DNK,2023-01-06,122.572
Denmark,DNK,2023-01-07,116.792
Denmark,DNK,2023-01-08,109.482
Denmark,DNK,2023-01-09,99.962
Denmark,DNK,2023-01-10,90.101
Denmark,DNK,2023-01-11,83.811
Denmark,DNK,2023-01-12,76.841
Denmark,DNK,2023-01-13,70.041
Denmark,DNK,2023-01-14,67.151
Denmark,DNK,2023-01-15,66.471
Denmark,DNK,2023-01-16,64.091
Denmark,DNK,2023-01-17,58.651
Denmark,DNK,2023-01-18,53.211
Denmark,DNK,2023-01-19,49.131
Denmark,DNK,2023-01-20,45.051
Denmark,DNK,2023-01-21,42.671
Denmark,DNK,2023-01-22,38.931
Denmark,DNK,2023-01-23,33.491
Denmark,DNK,2023-01-24,32.301
Denmark,DNK,2023-01-25,30.43
Denmark,DNK,2023-01-26,27.37
Denmark,DNK,2023-01-27,27.03
Denmark,DNK,2023-01-28,26.35
Denmark,DNK,2023-01-29,24.82
Denmark,DNK,2023-01-30,26.35
Denmark,DNK,2023-01-31,26.86
Denmark,DNK,2023-02-01,28.05
Denmark,DNK,2023-02-02,28.56
Denmark,DNK,2023-02-03,29.07
Denmark,DNK,2023-02-04,29.07
Denmark,DNK,2023-02-05,30.26
Denmark,DNK,2023-02-06,31.11
Denmark,DNK,2023-02-07,32.641
Denmark,DNK,2023-02-08,31.791
Denmark,DNK,2023-02-09,31.961
Denmark,DNK,2023-02-10,32.131
Denmark,DNK,2023-02-11,32.811
Denmark,DNK,2023-02-12,31.28
Denmark,DNK,2023-02-13,31.28
Denmark,DNK,2023-02-14,30.09
Denmark,DNK,2023-02-15,31.28
Denmark,DNK,2023-02-16,30.77
Denmark,DNK,2023-02-17,30.43
Denmark,DNK,2023-02-18,32.131
Denmark,DNK,2023-02-19,32.981
Denmark,DNK,2023-02-20,31.791
Denmark,DNK,2023-02-21,31.451
Denmark,DNK,2023-02-22,31.28
Denmark,DNK,2023-02-23,33.321
Denmark,DNK,2023-02-24,33.491
Denmark,DNK,2023-02-25,31.621
Denmark,DNK,2023-02-26,31.621
Denmark,DNK,2023-02-27,32.641
Denmark,DNK,2023-02-28,32.811
Denmark,DNK,2023-03-01,33.151
Denmark,DNK,2023-03-02,33.321
Denmark,DNK,2023-03-03,33.321
Denmark,DNK,2023-03-04,35.531
Denmark,DNK,2023-03-05,37.061
Denmark,DNK,2023-03-06,39.611
Denmark,DNK,2023-03-07,42.671
Denmark,DNK,2023-03-08,44.201
Denmark,DNK,2023-03-09,43.351
Denmark,DNK,2023-03-10,45.051
Denmark,DNK,2023-03-11,45.561
Denmark,DNK,2023-03-12,43.181
Denmark,DNK,2023-03-13,43.691
Denmark,DNK,2023-03-14,45.391
Denmark,DNK,2023-03-15,51.511
Denmark,DNK,2023-03-16,57.121
Denmark,DNK,2023-03-17,61.371
Denmark,DNK,2023-03-18,65.281
Denmark,DNK,2023-03-19,72.081
Denmark,DNK,2023-03-20,76.501
Denmark,DNK,2023-03-21,79.561
Denmark,DNK,2023-03-22,78.031
Denmark,DNK,2023-03-23,77.351
Denmark,DNK,2023-03-24,79.221
Denmark,DNK,2023-03-25,80.581
Denmark,DNK,2023-03-26,80.581
Denmark,DNK,2023-03-27,82.961
Denmark,DNK,2023-03-28,80.581
Denmark,DNK,2023-03-29,81.431
Denmark,DNK,2023-03-30,79.731
Denmark,DNK,2023-03-31,77.521
Denmark,DNK,2023-04-01,78.201
Denmark,DNK,2023-04-02,77.351
Denmark,DNK,2023-04-03,74.631
Denmark,DNK,2023-04-04,75.311
Denmark,DNK,2023-04-05,73.611
Denmark,DNK,2023-04-06,77.861
Denmark,DNK,2023-04-07,79.391
Denmark,DNK,2023-04-08,79.901
Denmark,DNK,2023-04-09,83.301
Denmark,DNK,2023-04-10,81.771
Denmark,DNK,2023-04-11,83.301
Denmark,DNK,2023-04-12,86.361
Denmark,DNK,2023-04-13,85.681
Denmark,DNK,2023-04-14,84.831
Denmark,DNK,2023-04-15,81.431
Denmark,DNK,2023-04-16,77.861
Denmark,DNK,2023-04-17,76.671
Denmark,DNK,2023-04-18,72.251
Denmark,DNK,2023-04-19,68.681
Denmark,DNK,2023-04-20,66.981
Denmark,DNK,2023-04-21,66.471
Denmark,DNK,2023-04-22,65.111
Denmark,DNK,2023-04-23,65.111
Denmark,DNK,2023-04-24,66.131
Denmark,DNK,2023-04-25,67.321
Denmark,DNK,2023-04-26,63.411
Denmark,DNK,2023-04-27,63.071
Denmark,DNK,2023-04-28,59.331
Denmark,DNK,2023-04-29,57.971
Denmark,DNK,2023-04-30,55.251
Denmark,DNK,2023-05-01,54.231
Denmark,DNK,2023-05-02,52.871
Denmark,DNK,2023-05-03,55.251
Denmark,DNK,2023-05-04,53.041
Denmark,DNK,2023-05-05,52.361
Denmark,DNK,2023-05-06,52.701
Denmark,DNK,2023-05-07,55.591
Denmark,DNK,2023-05-08,56.101
Denmark,DNK,2023-05-09,57.291
Denmark,DNK,2023-05-10,57.971
Denmark,DNK,2023-05-11,59.161
Denmark,DNK,2023-05-12,59.501
Denmark,DNK,2023-05-13,58.821
Denmark,DNK,2023-05-14,56.101
Denmark,DNK,2023-05-15,54.911
Denmark,DNK,2023-05-16,51.171
Denmark,DNK,2023-05-17,46.241
Denmark,DNK,2023-05-18,42.501
Denmark,DNK,2023-05-19,42.161
Denmark,DNK,2023-05-20,40.461
Denmark,DNK,2023-05-21,40.801
Denmark,DNK,2023-05-22,36.041
Denmark,DNK,2023-05-23,34.511
Denmark,DNK,2023-05-24,34.851
Denmark,DNK,2023-05-25,33.661
Denmark,DNK,2023-05-26,30.94
Denmark,DNK,2023-05-27,28.9
Denmark,DNK,2023-05-28,25.33
Denmark,DNK,2023-05-29,24.31
Denmark,DNK,2023-05-30,24.14
Denmark,DNK,2023-05-31,22.95
Denmark,DNK,2023-06-01,21.59
Denmark,DNK,2023-06-02,21.08
Denmark,DNK,2023-06-03,21.42
Denmark,DNK,2023-06-04,20.4
Denmark,DNK,2023-06-05,19.21
Denmark,DNK,2023-06-06,17.85
Denmark,DNK,2023-06-07,16.83
Denmark,DNK,2023-06-08,16.66
Denmark,DNK,2023-06-09,15.98
Denmark,DNK,2023-06-10,15.98
Denmark,DNK,2023-06-11,15.64
Denmark,DNK,2023-06-12,15.13
England,,2020-03-25,129.797
England,,2020-03-26,148.417
England,,2020-03-27,170.345
England,,2020-03-28,189.726
England,,2020-03-29,213.192
England,,2020-03-30,243.059
England,,2020-03-31,259.027
England,,2020-04-01,282.794
England,,2020-04-02,305.659
England,,2020-04-03,316.852
England,,2020-04-04,329.584
England,,2020-04-05,336.764
England,,2020-04-06,334.324
England,,2020-04-07,339.576
England,,2020-04-08,331.088
England,,2020-04-09,320.619
England,,2020-04-10,314.111
England,,2020-04-11,302.829
England,,2020-04-12,288.665
England,,2020-04-13,275.102
England,,2020-04-14,259.452
England,,2020-04-15,241.574
England,,2020-04-16,231.618
England,,2020-04-17,222.387
England,,2020-04-18,212.767
England,,2020-04-19,207.179
England,,2020-04-20,200.283
England,,2020-04-21,193.846
England,,2020-04-22,188.576
England,,2020-04-23,179.947
England,,2020-04-24,172.927
England,,2020-04-25,167.073
England,,2020-04-26,162.352
England,,2020-04-27,159.204
England,,2020-04-28,155.685
England,,2020-04-29,155.42
England,,2020-04-30,154.324
England,,2020-05-01,150.858
England,,2020-05-02,149.089
England,,2020-05-03,146.189
England,,2020-05-04,141.22
England,,2020-05-05,135.261
England,,2020-05-06,130.752
England,,2020-05-07,126.702
England,,2020-05-08,120.725
England,,2020-05-09,117.507
England,,2020-05-10,112.414
England,,2020-05-11,108.93
England,,2020-05-12,106.897
England,,2020-05-13,102.723
England,,2020-05-14,98.568
England,,2020-05-15,98.479
England,,2020-05-16,96.233
England,,2020-05-17,94.766
England,,2020-05-18,92.414
England,,2020-05-19,90.787
England,,2020-05-20,89.514
England,,2020-05-21,88.665
England,,2020-05-22,86.897
England,,2020-05-23,83.943
England,,2020-05-24,80.831
England,,2020-05-25,76.676
England,,2020-05-26,73.599
England,,2020-05-27,71.07
England,,2020-05-28,68.506
England,,2020-05-29,66.048
England,,2020-05-30,65.376
England,,2020-05-31,64.474
England,,2020-06-01,64.898
England,,2020-06-02,64.456
England,,2020-06-03,62.723
England,,2020-06-04,60.743
England,,2020-06-05,58.638
England,,2020-06-06,55.809
England,,2020-06-07,53.634
England,,2020-06-08,50.557
England,,2020-06-09,47.798
England,,2020-06-10,46.225
England,,2020-06-11,43.961
England,,2020-06-12,42.511
England,,2020-06-13,41.786
England,,2020-06-14,41.485
England,,2020-06-15,41.786
England,,2020-06-16,41.026
England,,2020-06-17,39.823
England,,2020-06-18,39.505
England,,2020-06-19,38.709
England,,2020-06-20,37.277
England,,2020-06-21,35.668
England,,2020-06-22,34.836
England,,2020-06-23,33.439
England,,2020-06-24,32.166
England,,2020-06-25,31.176
England,,2020-06-26,31.088
England,,2020-06-27,31.53
England,,2020-06-28,30.469
England,,2020-06-29,27.887
England,,2020-06-30,26.366
England,,2020-07-01,25.287
England,,2020-07-02,23.395
England,,2020-07-03,21.592
England,,2020-07-04,20.018
England,,2020-07-05,19.593
England,,2020-07-06,19.204
England,,2020-07-07,18.479
England,,2020-07-08,17.418
England,,2020-07-09,17.188
England,,2020-07-10,16.446
England,,2020-07-11,16.039
England,,2020-07-12,14.996
England,,2020-07-13,14.766
England,,2020-07-14,14.306
England,,2020-07-15,13.864
England,,2020-07-16,13.475
England,,2020-07-17,13.103
England,,2020-07-18,12.237
England,,2020-07-19,12.237
England,,2020-07-20,11.335
England,,2020-07-21,10.575
England,,2020-07-22,9.973
England,,2020-07-23,9.885
England,,2020-07-24,10.062
England,,2020-07-25,10.363
England,,2020-07-26,10.221
England,,2020-07-27,10.15
England,,2020-07-28,9.973
England,,2020-07-29,9.637
England,,2020-07-30,9.036
England,,2020-07-31,8.364
England,,2020-08-01,8.099
England,,2020-08-02,7.975
England,,2020-08-03,7.834
England,,2020-08-04,7.639
England,,2020-08-05,7.586
England,,2020-08-06,7.179
England,,2020-08-07,7.268
England,,2020-08-08,7.763
England,,2020-08-09,7.692
England,,2020-08-10,7.268
England,,2020-08-11,7.356
England,,2020-08-12,7.197
England,,2020-08-13,7.339
England,,2020-08-14,7.25
England,,2020-08-15,6.543
England,,2020-08-16,6.295
England,,2020-08-17,6.225
England,,2020-08-18,6.101
England,,2020-08-19,6.225
England,,2020-08-20,5.959
England,,2020-08-21,5.853
England,,2020-08-22,5.623
England,,2020-08-23,5.712
England,,2020-08-24,5.623
England,,2020-08-25,5.694
England,,2020-08-26,5.588
England,,2020-08-27,6.012
England,,2020-08-28,5.924
England,,2020-08-29,6.401
England,,2020-08-30,6.295
England,,2020-08-31,6.49
England,,2020-09-01,6.454
England,,2020-09-02,6.932
England,,2020-09-03,6.932
England,,2020-09-04,7.339
England,,2020-09-05,8.081
England,,2020-09-06,8.912
England,,2020-09-07,9.478
England,,2020-09-08,10.203
England,,2020-09-09,11.211
England,,2020-09-10,12.52
England,,2020-09-11,13.722
England,,2020-09-12,14.589
England,,2020-09-13,15.791
England,,2020-09-14,17.347
England,,2020-09-15,19.027
England,,2020-09-16,19.859
England,,2020-09-17,20.849
England,,2020-09-18,22.087
England,,2020-09-19,23.165
England,,2020-09-20,24.651
England,,2020-09-21,26.472
England,,2020-09-22,27.781
England,,2020-09-23,30.097
England,,2020-09-24,31.671
England,,2020-09-25,32.891
England,,2020-09-26,33.616
England,,2020-09-27,33.687
England,,2020-09-28,34.271
England,,2020-09-29,35.013
England,,2020-09-30,35.261
England,,2020-10-01,36.676
England,,2020-10-02,38.391
England,,2020-10-03,40.884
England,,2020-10-04,45.075
England,,2020-10-05,47.975
England,,2020-10-06,51.76
England,,2020-10-07,54.642
England,,2020-10-08,57.206
England,,2020-10-09,60.265
England,,2020-10-10,62.546
England,,2020-10-11,65.199
England,,2020-10-12,68.594
England,,2020-10-13,72.838
England,,2020-10-14,76.64
England,,2020-10-15,81.574
England,,2020-10-16,83.13
England,,2020-10-17,87.905
England,,2020-10-18,92.184
England,,2020-10-19,95.668
England,,2020-10-20,98.515
England,,2020-10-21,103.66
England,,2020-10-22,107.109
England,,2020-10-23,113.563
England,,2020-10-24,117.188
England,,2020-10-25,122.776
England,,2020-10-26,130.168
England,,2020-10-27,134.854
England,,2020-10-28,139.134
England,,2020-10-29,145.464
England,,2020-10-30,147.445
England,,2020-10-31,151.866
England,,2020-11-01,153.528
England,,2020-11-02,154.447
England,,2020-11-03,155.438
England,,2020-11-04,157.966
England,,2020-11-05,157.984
England,,2020-11-06,159.275
England,,2020-11-07,160.672
England,,2020-11-08,164.35
England,,2020-11-09,168.24
England,,2020-11-10,174.359
England,,2020-11-11,180.177
England,,2020-11-12,185.836
England,,2020-11-13,190.274
England,,2020-11-14,191.494
England,,2020-11-15,191.123
England,,2020-11-16,191.282
England,,2020-11-17,189.496
England,,2020-11-18,187.02
England,,2020-11-19,183.802
England,,2020-11-20,181.733
England,,2020-11-21,179.381
England,,2020-11-22,177.011
England,,2020-11-23,173.917
England,,2020-11-24,170.133
England,,2020-11-25,167.374
England,,2020-11-26,162.317
England,,2020-11-27,157.701
England,,2020-11-28,154.341
England,,2020-11-29,152.255
England,,2020-11-30,149.266
England,,2020-12-01,149.16
England,,2020-12-02,146.454
England,,2020-12-03,148.912
England,,2020-12-04,152.325
England,,2020-12-05,154.465
England,,2020-12-06,156.163
England,,2020-12-07,160.584
England,,2020-12-08,165.128
England,,2020-12-09,170.221
England,,2020-12-10,173.528
England,,2020-12-11,177.1
England,,2020-12-12,184.191
England,,2020-12-13,188.966
England,,2020-12-14,193.917
England,,2020-12-15,197.489
England,,2020-12-16,201.839
England,,2020-12-17,208.011
England,,2020-12-18,211.936
England,,2020-12-19,215.915
England,,2020-12-20,222.9
England,,2020-12-21,229.425
England,,2020-12-22,237.79
England,,2020-12-23,241.043
England,,2020-12-24,239.664
England,,2020-12-25,244.615
England,,2020-12-26,253.21
England,,2020-12-27,263.749
England,,2020-12-28,275.774
England,,2020-12-29,287.851
England,,2020-12-30,303.431
England,,2020-12-31,316.534
England,,2021-01-01,335.243
England,,2021-01-02,350.221
England,,2021-01-03,363.996
England,,2021-01-04,378.002
England,,2021-01-05,392.343
England,,2021-01-06,411.901
England,,2021-01-07,435.119
England,,2021-01-08,444.651
England,,2021-01-09,454.783
England,,2021-01-10,458.674
England,,2021-01-11,464.103
England,,2021-01-12,471.83
England,,2021-01-13,469.584
England,,2021-01-14,466.561
England,,2021-01-15,462.069
England,,2021-01-16,459.434
England,,2021-01-17,456.835
England,,2021-01-18,453.599
England,,2021-01-19,447.126
England,,2021-01-20,444.279
England,,2021-01-21,436.481
England,,2021-01-22,431.547
England,,2021-01-23,417.595
England,,2021-01-24,406.985
England,,2021-01-25,388.187
England,,2021-01-26,371.052
England,,2021-01-27,354.483
England,,2021-01-28,345.323
England,,2021-01-29,334.058
England,,2021-01-30,323.678
England,,2021-01-31,312.343
England,,2021-02-01,307.02
England,,2021-02-02,296.817
England,,2021-02-03,285.393
England,,2021-02-04,271.034
England,,2021-02-05,260.035
England,,2021-02-06,250.946
England,,2021-02-07,241.963
England,,2021-02-08,231.211
England,,2021-02-09,218.992
England,,2021-02-10,209.072
England,,2021-02-11,200.813
England,,2021-02-12,193.05
England,,2021-02-13,185.287
England,,2021-02-14,179.788
England,,2021-02-15,172.414
England,,2021-02-16,168.523
England,,2021-02-17,163.183
England,,2021-02-18,158.037
England,,2021-02-19,153.616
England,,2021-02-20,147.675
England,,2021-02-21,141.379
England,,2021-02-22,135.332
England,,2021-02-23,129.408
England,,2021-02-24,123.059
England,,2021-02-25,117.454
England,,2021-02-26,111.264
England,,2021-02-27,106.313
England,,2021-02-28,100.195
England,,2021-03-01,95.314
England,,2021-03-02,90.133
England,,2021-03-03,85.411
England,,2021-03-04,81.238
England,,2021-03-05,77.153
England,,2021-03-06,75.455
England,,2021-03-07,71.901
England,,2021-03-08,68.311
England,,2021-03-09,64.775
England,,2021-03-10,62.776
England,,2021-03-11,60.177
England,,2021-03-12,58.391
England,,2021-03-13,55.862
England,,2021-03-14,54.023
England,,2021-03-15,52.785
England,,2021-03-16,50.681
England,,2021-03-17,48.011
England,,2021-03-18,46.278
England,,2021-03-19,44.456
England,,2021-03-20,42.723
England,,2021-03-21,41.344
England,,2021-03-22,38.921
England,,2021-03-23,37.701
England,,2021-03-24,36.534
England,,2021-03-25,35.42
England,,2021-03-26,34.748
England,,2021-03-27,33.51
England,,2021-03-28,32.485
England,,2021-03-29,30.928
England,,2021-03-30,29.549
England,,2021-03-31,28.63
England,,2021-04-01,26.72
England,,2021-04-02,25.535
England,,2021-04-03,24.863
England,,2021-04-04,23.714
England,,2021-04-05,23.395
England,,2021-04-06,22.794
England,,2021-04-07,22.157
England,,2021-04-08,21.927
England,,2021-04-09,21.733
England,,2021-04-10,21.238
England,,2021-04-11,21.574
England,,2021-04-12,21.309
England,,2021-04-13,20.778
England,,2021-04-14,20.195
England,,2021-04-15,19.487
England,,2021-04-16,18.621
England,,2021-04-17,18.338
England,,2021-04-18,17.224
England,,2021-04-19,16.605
England,,2021-04-20,15.632
England,,2021-04-21,15.102
England,,2021-04-22,14.483
England,,2021-04-23,14.589
England,,2021-04-24,13.952
England,,2021-04-25,13.864
England,,2021-04-26,13.333
England,,2021-04-27,13.864
England,,2021-04-28,13.21
England,,2021-04-29,12.997
England,,2021-04-30,12.255
England,,2021-05-01,11.706
England,,2021-05-02,11.441
England,,2021-05-03,11.264
England,,2021-05-04,10.345
England,,2021-05-05,10.469
England,,2021-05-06,10.61
England,,2021-05-07,10.522
England,,2021-05-08,10.734
England,,2021-05-09,10.451
England,,2021-05-10,10.062
England,,2021-05-11,10.115
England,,2021-05-12,10.062
England,,2021-05-13,9.814
England,,2021-05-14,9.726
England,,2021-05-15,9.549
England,,2021-05-16,9.248
England,,2021-05-17,9.213
England,,2021-05-18,9.408
England,,2021-05-19,9.408
England,,2021-05-20,9.832
England,,2021-05-21,10.062
England,,2021-05-22,10.15
England,,2021-05-23,10.469
England,,2021-05-24,10.893
England,,2021-05-25,10.858
England,,2021-05-26,10.893
England,,2021-05-27,10.628
England,,2021-05-28,10.752
England,,2021-05-29,10.645
England,,2021-05-30,10.698
England,,2021-05-31,10.698
England,,2021-06-01,11.176
England,,2021-06-02,11.282
England,,2021-06-03,11.459
England,,2021-06-04,11.53
England,,2021-06-05,12.007
England,,2021-06-06,12.732
England,,2021-06-07,13.316
England,,2021-06-08,13.882
England,,2021-06-09,14.889
England,,2021-06-10,16.11
England,,2021-06-11,16.958
England,,2021-06-12,17.683
England,,2021-06-13,18.851
England,,2021-06-14,19.805
England,,2021-06-15,20.531
England,,2021-06-16,20.866
England,,2021-06-17,21.574
England,,2021-06-18,22.299
England,,2021-06-19,23.024
England,,2021-06-20,22.741
England,,2021-06-21,22.67
England,,2021-06-22,22.564
England,,2021-06-23,23.218
England,,2021-06-24,23.077
England,,2021-06-25,23.448
England,,2021-06-26,24.244
England,,2021-06-27,25.217
England,,2021-06-28,26.331
England,,2021-06-29,28.117
England,,2021-06-30,30.186
England,,2021-07-01,31.972
England,,2021-07-02,33.758
England,,2021-07-03,35.526
England,,2021-07-04,38.426
England,,2021-07-05,41.468
England,,2021-07-06,44.562
England,,2021-07-07,46.861
England,,2021-07-08,50.274
England,,2021-07-09,52.821
England,,2021-07-10,54.925
England,,2021-07-11,56.905
England,,2021-07-12,60.336
England,,2021-07-13,63.218
England,,2021-07-14,66.313
England,,2021-07-15,69.319
England,,2021-07-16,71.83
England,,2021-07-17,75.013
England,,2021-07-18,78.479
England,,2021-07-19,80.99
England,,2021-07-20,84.244
England,,2021-07-21,86.844
England,,2021-07-22,89.832
England,,2021-07-23,92.166
England,,2021-07-24,94.147
England,,2021-07-25,96.587
England,,2021-07-26,97.966
England,,2021-07-27,98.161
England,,2021-07-28,97.188
England,,2021-07-29,95.968
England,,2021-07-30,94.642
England,,2021-07-31,92.149
England,,2021-08-01,88.771
England,,2021-08-02,86.225
England,,2021-08-03,83.82
England,,2021-08-04,84.156
England,,2021-08-05,83.006
England,,2021-08-06,83.13
England,,2021-08-07,83.784
England,,2021-08-08,83.89
England,,2021-08-09,83.519
England,,2021-08-10,84.934
England,,2021-08-11,84.934
England,,2021-08-12,86.083
England,,2021-08-13,86.737
England,,2021-08-14,87.781
England,,2021-08-15,88.983
England,,2021-08-16,90.946
England,,2021-08-17,92.219
England,,2021-08-18,93.068
England,,2021-08-19,94.235
England,,2021-08-20,94.925
England,,2021-08-21,96.127
England,,2021-08-22,96.251
England,,2021-08-23,97.224
England,,2021-08-24,96.976
England,,2021-08-25,97.825
England,,2021-08-26,96.994
England,,2021-08-27,97.277
England,,2021-08-28,96.057
England,,2021-08-29,95.615
England,,2021-08-30,95.208
England,,2021-08-31,94.854
England,,2021-09-01,94.713
England,,2021-09-02,94.907
England,,2021-09-03,93.828
England,,2021-09-04,94.96
England,,2021-09-05,94.783
England,,2021-09-06,95.19
England,,2021-09-07,95.243
England,,2021-09-08,96.393
England,,2021-09-09,96.428
