Entity,Code,Day,Weekly new hospital admissions per million
Belgium,BEL,2020-03-12,2.917
Belgium,BEL,2020-03-13,8.15
Belgium,BEL,2020-03-14,12.955
Belgium,BEL,2020-03-15,18.96
Belgium,BEL,2020-03-16,26.424
Belgium,BEL,2020-03-17,37.148
Belgium,BEL,2020-03-18,51.905
Belgium,BEL,2020-03-19,67.948
Belgium,BEL,2020-03-20,87.938
Belgium,BEL,2020-03-21,110.759
Belgium,BEL,2020-03-22,128.604
Belgium,BEL,2020-03-23,144.047
Belgium,BEL,2020-03-24,169.356
Belgium,BEL,2020-03-25,200.585
Belgium,BEL,2020-03-26,224.693
Belgium,BEL,2020-03-27,249.83
Belgium,BEL,2020-03-28,277.284
Belgium,BEL,2020-03-29,300.191
Belgium,BEL,2020-03-30,318.894
Belgium,BEL,2020-03-31,330.047
Belgium,BEL,2020-04-01,334.851
Belgium,BEL,2020-04-02,341.543
Belgium,BEL,2020-04-03,334.251
Belgium,BEL,2020-04-04,322.24
Belgium,BEL,2020-04-05,306.368
Belgium,BEL,2020-04-06,292.469
Belgium,BEL,2020-04-07,286.035
Belgium,BEL,2020-04-08,274.453
Belgium,BEL,2020-04-09,265.444
Belgium,BEL,2020-04-10,259.353
Belgium,BEL,2020-04-11,249.916
Belgium,BEL,2020-04-12,242.795
Belgium,BEL,2020-04-13,235.932
Belgium,BEL,2020-04-14,216.885
Belgium,BEL,2020-04-15,204.274
Belgium,BEL,2020-04-16,191.062
Belgium,BEL,2020-04-17,180.337
Belgium,BEL,2020-04-18,169.442
Belgium,BEL,2020-04-19,165.152
Belgium,BEL,2020-04-20,160.004
Belgium,BEL,2020-04-21,160.777
Belgium,BEL,2020-04-22,152.112
Belgium,BEL,2020-04-23,142.76
Belgium,BEL,2020-04-24,135.468
Belgium,BEL,2020-04-25,130.148
Belgium,BEL,2020-04-26,121.826
Belgium,BEL,2020-04-27,117.108
Belgium,BEL,2020-04-28,108.786
Belgium,BEL,2020-04-29,106.126
Belgium,BEL,2020-04-30,101.751
Belgium,BEL,2020-05-01,94.287
Belgium,BEL,2020-05-02,83.906
Belgium,BEL,2020-05-03,78.072
Belgium,BEL,2020-05-04,74.898
Belgium,BEL,2020-05-05,71.294
Belgium,BEL,2020-05-06,64.088
Belgium,BEL,2020-05-07,61.428
Belgium,BEL,2020-05-08,56.709
Belgium,BEL,2020-05-09,56.967
Belgium,BEL,2020-05-10,56.967
Belgium,BEL,2020-05-11,53.192
Belgium,BEL,2020-05-12,48.988
Belgium,BEL,2020-05-13,47.444
Belgium,BEL,2020-05-14,42.639
Belgium,BEL,2020-05-15,41.438
Belgium,BEL,2020-05-16,39.465
Belgium,BEL,2020-05-17,38.006
Belgium,BEL,2020-05-18,38.35
Belgium,BEL,2020-05-19,37.063
Belgium,BEL,2020-05-20,36.548
Belgium,BEL,2020-05-21,36.291
Belgium,BEL,2020-05-22,33.888
Belgium,BEL,2020-05-23,33.374
Belgium,BEL,2020-05-24,32.172
Belgium,BEL,2020-05-25,31.057
Belgium,BEL,2020-05-26,29.341
Belgium,BEL,2020-05-27,27.282
Belgium,BEL,2020-05-28,24.28
Belgium,BEL,2020-05-29,23.507
Belgium,BEL,2020-05-30,22.306
Belgium,BEL,2020-05-31,21.877
Belgium,BEL,2020-06-01,21.019
Belgium,BEL,2020-06-02,20.762
Belgium,BEL,2020-06-03,18.102
Belgium,BEL,2020-06-04,18.617
Belgium,BEL,2020-06-05,18.789
Belgium,BEL,2020-06-06,17.159
Belgium,BEL,2020-06-07,16.987
Belgium,BEL,2020-06-08,16.043
Belgium,BEL,2020-06-09,15.014
Belgium,BEL,2020-06-10,14.842
Belgium,BEL,2020-06-11,14.756
Belgium,BEL,2020-06-12,14.327
Belgium,BEL,2020-06-13,13.298
Belgium,BEL,2020-06-14,12.612
Belgium,BEL,2020-06-15,12.097
Belgium,BEL,2020-06-16,12.354
Belgium,BEL,2020-06-17,12.268
Belgium,BEL,2020-06-18,11.239
Belgium,BEL,2020-06-19,10.896
Belgium,BEL,2020-06-20,11.496
Belgium,BEL,2020-06-21,11.153
Belgium,BEL,2020-06-22,11.325
Belgium,BEL,2020-06-23,10.038
Belgium,BEL,2020-06-24,9.78
Belgium,BEL,2020-06-25,9.78
Belgium,BEL,2020-06-26,9.523
Belgium,BEL,2020-06-27,9.351
Belgium,BEL,2020-06-28,8.923
Belgium,BEL,2020-06-29,8.923
Belgium,BEL,2020-06-30,9.351
Belgium,BEL,2020-07-01,8.751
Belgium,BEL,2020-07-02,8.065
Belgium,BEL,2020-07-03,7.035
Belgium,BEL,2020-07-04,7.035
Belgium,BEL,2020-07-05,7.035
Belgium,BEL,2020-07-06,6.692
Belgium,BEL,2020-07-07,6.692
Belgium,BEL,2020-07-08,6.692
Belgium,BEL,2020-07-09,6.52
Belgium,BEL,2020-07-10,6.52
Belgium,BEL,2020-07-11,6.091
Belgium,BEL,2020-07-12,6.091
Belgium,BEL,2020-07-13,6.006
Belgium,BEL,2020-07-14,6.091
Belgium,BEL,2020-07-15,6.263
Belgium,BEL,2020-07-16,6.434
Belgium,BEL,2020-07-17,6.863
Belgium,BEL,2020-07-18,8.236
Belgium,BEL,2020-07-19,9.18
Belgium,BEL,2020-07-20,9.609
Belgium,BEL,2020-07-21,8.837
Belgium,BEL,2020-07-22,9.866
Belgium,BEL,2020-07-23,11.582
Belgium,BEL,2020-07-24,13.555
Belgium,BEL,2020-07-25,13.47
Belgium,BEL,2020-07-26,13.298
Belgium,BEL,2020-07-27,14.499
Belgium,BEL,2020-07-28,17.244
Belgium,BEL,2020-07-29,18.274
Belgium,BEL,2020-07-30,18.017
Belgium,BEL,2020-07-31,16.73
Belgium,BEL,2020-08-01,16.987
Belgium,BEL,2020-08-02,18.102
Belgium,BEL,2020-08-03,18.188
Belgium,BEL,2020-08-04,16.387
Belgium,BEL,2020-08-05,17.673
Belgium,BEL,2020-08-06,17.931
Belgium,BEL,2020-08-07,19.132
Belgium,BEL,2020-08-08,19.904
Belgium,BEL,2020-08-09,19.389
Belgium,BEL,2020-08-10,20.419
Belgium,BEL,2020-08-11,23.164
Belgium,BEL,2020-08-12,21.877
Belgium,BEL,2020-08-13,22.993
Belgium,BEL,2020-08-14,22.993
Belgium,BEL,2020-08-15,23.422
Belgium,BEL,2020-08-16,23.936
Belgium,BEL,2020-08-17,22.22
Belgium,BEL,2020-08-18,20.762
Belgium,BEL,2020-08-19,21.105
Belgium,BEL,2020-08-20,19.732
Belgium,BEL,2020-08-21,19.561
Belgium,BEL,2020-08-22,18.102
Belgium,BEL,2020-08-23,17.159
Belgium,BEL,2020-08-24,16.815
Belgium,BEL,2020-08-25,14.842
Belgium,BEL,2020-08-26,13.298
Belgium,BEL,2020-08-27,12.526
Belgium,BEL,2020-08-28,11.496
Belgium,BEL,2020-08-29,9.952
Belgium,BEL,2020-08-30,9.609
Belgium,BEL,2020-08-31,9.695
Belgium,BEL,2020-09-01,11.067
Belgium,BEL,2020-09-02,11.496
Belgium,BEL,2020-09-03,10.81
Belgium,BEL,2020-09-04,11.067
Belgium,BEL,2020-09-05,11.754
Belgium,BEL,2020-09-06,12.011
Belgium,BEL,2020-09-07,12.697
Belgium,BEL,2020-09-08,13.899
Belgium,BEL,2020-09-09,13.727
Belgium,BEL,2020-09-10,15.1
Belgium,BEL,2020-09-11,15.872
Belgium,BEL,2020-09-12,17.502
Belgium,BEL,2020-09-13,19.561
Belgium,BEL,2020-09-14,20.247
Belgium,BEL,2020-09-15,20.934
Belgium,BEL,2020-09-16,22.821
Belgium,BEL,2020-09-17,24.537
Belgium,BEL,2020-09-18,26.853
Belgium,BEL,2020-09-19,28.827
Belgium,BEL,2020-09-20,29.599
Belgium,BEL,2020-09-21,31.915
Belgium,BEL,2020-09-22,34.146
Belgium,BEL,2020-09-23,36.548
Belgium,BEL,2020-09-24,40.323
Belgium,BEL,2020-09-25,41.696
Belgium,BEL,2020-09-26,41.352
Belgium,BEL,2020-09-27,41.438
Belgium,BEL,2020-09-28,42.553
Belgium,BEL,2020-09-29,43.84
Belgium,BEL,2020-09-30,45.127
Belgium,BEL,2020-10-01,44.87
Belgium,BEL,2020-10-02,44.956
Belgium,BEL,2020-10-03,47.101
Belgium,BEL,2020-10-04,50.532
Belgium,BEL,2020-10-05,51.991
Belgium,BEL,2020-10-06,53.878
Belgium,BEL,2020-10-07,58.683
Belgium,BEL,2020-10-08,62.2
Belgium,BEL,2020-10-09,68.72
Belgium,BEL,2020-10-10,76.099
Belgium,BEL,2020-10-11,80.388
Belgium,BEL,2020-10-12,87.938
Belgium,BEL,2020-10-13,97.461
Belgium,BEL,2020-10-14,107.842
Belgium,BEL,2020-10-15,121.655
Belgium,BEL,2020-10-16,130.32
Belgium,BEL,2020-10-17,147.479
Belgium,BEL,2020-10-18,158.632
Belgium,BEL,2020-10-19,166.782
Belgium,BEL,2020-10-20,184.284
Belgium,BEL,2020-10-21,198.955
Belgium,BEL,2020-10-22,218.516
Belgium,BEL,2020-10-23,249.83
Belgium,BEL,2020-10-24,270.849
Belgium,BEL,2020-10-25,292.984
Belgium,BEL,2020-10-26,316.234
Belgium,BEL,2020-10-27,340.17
Belgium,BEL,2020-10-28,367.796
Belgium,BEL,2020-10-29,382.209
Belgium,BEL,2020-10-30,393.448
Belgium,BEL,2020-10-31,401.77
Belgium,BEL,2020-11-01,405.974
Belgium,BEL,2020-11-02,411.722
Belgium,BEL,2020-11-03,428.194
Belgium,BEL,2020-11-04,420.988
Belgium,BEL,2020-11-05,411.465
Belgium,BEL,2020-11-06,399.282
Belgium,BEL,2020-11-07,382.895
Belgium,BEL,2020-11-08,368.911
Belgium,BEL,2020-11-09,354.412
Belgium,BEL,2020-11-10,330.304
Belgium,BEL,2020-11-11,320.867
Belgium,BEL,2020-11-12,306.883
Belgium,BEL,2020-11-13,300.019
Belgium,BEL,2020-11-14,295.301
Belgium,BEL,2020-11-15,285.863
Belgium,BEL,2020-11-16,272.308
Belgium,BEL,2020-11-17,251.889
Belgium,BEL,2020-11-18,234.13
Belgium,BEL,2020-11-19,229.754
Belgium,BEL,2020-11-20,212.338
Belgium,BEL,2020-11-21,195.18
Belgium,BEL,2020-11-22,187.458
Belgium,BEL,2020-11-23,181.11
Belgium,BEL,2020-11-24,174.675
Belgium,BEL,2020-11-25,168.412
Belgium,BEL,2020-11-26,159.318
Belgium,BEL,2020-11-27,151.683
Belgium,BEL,2020-11-28,148.594
Belgium,BEL,2020-11-29,142.932
Belgium,BEL,2020-11-30,135.382
Belgium,BEL,2020-12-01,127.06
Belgium,BEL,2020-12-02,123.028
Belgium,BEL,2020-12-03,117.794
Belgium,BEL,2020-12-04,116.679
Belgium,BEL,2020-12-05,116.765
Belgium,BEL,2020-12-06,116.936
Belgium,BEL,2020-12-07,118.995
Belgium,BEL,2020-12-08,119.596
Belgium,BEL,2020-12-09,115.049
Belgium,BEL,2020-12-10,115.993
Belgium,BEL,2020-12-11,112.818
Belgium,BEL,2020-12-12,109.301
Belgium,BEL,2020-12-13,112.389
Belgium,BEL,2020-12-14,110.502
Belgium,BEL,2020-12-15,111.36
Belgium,BEL,2020-12-16,112.732
Belgium,BEL,2020-12-17,112.818
Belgium,BEL,2020-12-18,114.277
Belgium,BEL,2020-12-19,115.392
Belgium,BEL,2020-12-20,110.759
Belgium,BEL,2020-12-21,111.96
Belgium,BEL,2020-12-22,111.445
Belgium,BEL,2020-12-23,110.502
Belgium,BEL,2020-12-24,110.759
Belgium,BEL,2020-12-25,106.469
Belgium,BEL,2020-12-26,97.633
Belgium,BEL,2020-12-27,99.778
Belgium,BEL,2020-12-28,100.721
Belgium,BEL,2020-12-29,99.778
Belgium,BEL,2020-12-30,97.118
Belgium,BEL,2020-12-31,91.456
Belgium,BEL,2021-01-01,91.37
Belgium,BEL,2021-01-02,92.657
Belgium,BEL,2021-01-03,90.855
Belgium,BEL,2021-01-04,87.423
Belgium,BEL,2021-01-05,82.362
Belgium,BEL,2021-01-06,81.16
Belgium,BEL,2021-01-07,82.104
Belgium,BEL,2021-01-08,81.332
Belgium,BEL,2021-01-09,83.648
Belgium,BEL,2021-01-10,79.187
Belgium,BEL,2021-01-11,77.815
Belgium,BEL,2021-01-12,76.957
Belgium,BEL,2021-01-13,76.699
Belgium,BEL,2021-01-14,74.726
Belgium,BEL,2021-01-15,74.812
Belgium,BEL,2021-01-16,72.581
Belgium,BEL,2021-01-17,72.066
Belgium,BEL,2021-01-18,73.01
Belgium,BEL,2021-01-19,77.128
Belgium,BEL,2021-01-20,77.3
Belgium,BEL,2021-01-21,78.587
Belgium,BEL,2021-01-22,79.959
Belgium,BEL,2021-01-23,82.705
Belgium,BEL,2021-01-24,85.021
Belgium,BEL,2021-01-25,83.906
Belgium,BEL,2021-01-26,80.989
Belgium,BEL,2021-01-27,79.016
Belgium,BEL,2021-01-28,78.158
Belgium,BEL,2021-01-29,74.812
Belgium,BEL,2021-01-30,74.297
Belgium,BEL,2021-01-31,71.809
Belgium,BEL,2021-02-01,74.898
Belgium,BEL,2021-02-02,73.954
Belgium,BEL,2021-02-03,75.755
Belgium,BEL,2021-02-04,76.013
Belgium,BEL,2021-02-05,78.158
Belgium,BEL,2021-02-06,76.957
Belgium,BEL,2021-02-07,79.616
Belgium,BEL,2021-02-08,74.812
Belgium,BEL,2021-02-09,76.613
Belgium,BEL,2021-02-10,75.755
Belgium,BEL,2021-02-11,75.412
Belgium,BEL,2021-02-12,74.383
Belgium,BEL,2021-02-13,73.01
Belgium,BEL,2021-02-14,71.552
Belgium,BEL,2021-02-15,72.581
Belgium,BEL,2021-02-16,71.037
Belgium,BEL,2021-02-17,71.809
Belgium,BEL,2021-02-18,72.238
Belgium,BEL,2021-02-19,71.637
Belgium,BEL,2021-02-20,72.066
Belgium,BEL,2021-02-21,71.809
Belgium,BEL,2021-02-22,74.469
Belgium,BEL,2021-02-23,75.327
Belgium,BEL,2021-02-24,76.099
Belgium,BEL,2021-02-25,76.099
Belgium,BEL,2021-02-26,82.876
Belgium,BEL,2021-02-27,86.651
Belgium,BEL,2021-02-28,89.997
Belgium,BEL,2021-03-01,89.311
Belgium,BEL,2021-03-02,91.112
Belgium,BEL,2021-03-03,91.284
Belgium,BEL,2021-03-04,93.772
Belgium,BEL,2021-03-05,89.311
Belgium,BEL,2021-03-06,88.024
Belgium,BEL,2021-03-07,87.595
Belgium,BEL,2021-03-08,88.11
Belgium,BEL,2021-03-09,90.34
Belgium,BEL,2021-03-10,90.512
Belgium,BEL,2021-03-11,87.767
Belgium,BEL,2021-03-12,89.311
Belgium,BEL,2021-03-13,93.944
Belgium,BEL,2021-03-14,97.118
Belgium,BEL,2021-03-15,100.292
Belgium,BEL,2021-03-16,100.807
Belgium,BEL,2021-03-17,105.354
Belgium,BEL,2021-03-18,111.274
Belgium,BEL,2021-03-19,112.303
Belgium,BEL,2021-03-20,116.421
Belgium,BEL,2021-03-21,118.652
Belgium,BEL,2021-03-22,123.028
Belgium,BEL,2021-03-23,129.376
Belgium,BEL,2021-03-24,133.151
Belgium,BEL,2021-03-25,136.068
Belgium,BEL,2021-03-26,138.299
Belgium,BEL,2021-03-27,142.846
Belgium,BEL,2021-03-28,145.248
Belgium,BEL,2021-03-29,145.076
Belgium,BEL,2021-03-30,148.251
Belgium,BEL,2021-03-31,153.227
Belgium,BEL,2021-04-01,157.345
Belgium,BEL,2021-04-02,164.895
Belgium,BEL,2021-04-03,161.72
Belgium,BEL,2021-04-04,158.117
Belgium,BEL,2021-04-05,160.777
Belgium,BEL,2021-04-06,153.57
Belgium,BEL,2021-04-07,155.629
Belgium,BEL,2021-04-08,152.197
Belgium,BEL,2021-04-09,150.396
Belgium,BEL,2021-04-10,150.052
Belgium,BEL,2021-04-11,152.712
Belgium,BEL,2021-04-12,152.283
Belgium,BEL,2021-04-13,155.028
Belgium,BEL,2021-04-14,145.076
Belgium,BEL,2021-04-15,144.133
Belgium,BEL,2021-04-16,141.902
Belgium,BEL,2021-04-17,141.044
Belgium,BEL,2021-04-18,140.958
Belgium,BEL,2021-04-19,139.671
Belgium,BEL,2021-04-20,142.76
Belgium,BEL,2021-04-21,145.076
Belgium,BEL,2021-04-22,144.39
Belgium,BEL,2021-04-23,142.074
Belgium,BEL,2021-04-24,140.615
Belgium,BEL,2021-04-25,137.269
Belgium,BEL,2021-04-26,132.636
Belgium,BEL,2021-04-27,126.459
Belgium,BEL,2021-04-28,123.542
Belgium,BEL,2021-04-29,121.398
Belgium,BEL,2021-04-30,118.738
Belgium,BEL,2021-05-01,115.907
Belgium,BEL,2021-05-02,115.821
Belgium,BEL,2021-05-03,115.564
Belgium,BEL,2021-05-04,112.132
Belgium,BEL,2021-05-05,108.185
Belgium,BEL,2021-05-06,102.952
Belgium,BEL,2021-05-07,100.55
Belgium,BEL,2021-05-08,97.89
Belgium,BEL,2021-05-09,97.719
Belgium,BEL,2021-05-10,96.088
Belgium,BEL,2021-05-11,93.944
Belgium,BEL,2021-05-12,92.571
Belgium,BEL,2021-05-13,92.485
Belgium,BEL,2021-05-14,87.252
Belgium,BEL,2021-05-15,87.595
Belgium,BEL,2021-05-16,82.962
Belgium,BEL,2021-05-17,79.959
Belgium,BEL,2021-05-18,76.957
Belgium,BEL,2021-05-19,76.356
Belgium,BEL,2021-05-20,74.383
Belgium,BEL,2021-05-21,76.528
Belgium,BEL,2021-05-22,72.667
Belgium,BEL,2021-05-23,71.208
Belgium,BEL,2021-05-24,69.235
Belgium,BEL,2021-05-25,65.718
Belgium,BEL,2021-05-26,63.058
Belgium,BEL,2021-05-27,60.484
Belgium,BEL,2021-05-28,56.709
Belgium,BEL,2021-05-29,54.05
Belgium,BEL,2021-05-30,52.42
Belgium,BEL,2021-05-31,50.704
Belgium,BEL,2021-06-01,50.875
Belgium,BEL,2021-06-02,48.387
Belgium,BEL,2021-06-03,47.015
Belgium,BEL,2021-06-04,46.243
Belgium,BEL,2021-06-05,44.87
Belgium,BEL,2021-06-06,42.897
Belgium,BEL,2021-06-07,41.696
Belgium,BEL,2021-06-08,40.065
Belgium,BEL,2021-06-09,38.693
Belgium,BEL,2021-06-10,36.376
Belgium,BEL,2021-06-11,34.06
Belgium,BEL,2021-06-12,31.4
Belgium,BEL,2021-06-13,29.599
Belgium,BEL,2021-06-14,29.427
Belgium,BEL,2021-06-15,27.025
Belgium,BEL,2021-06-16,23.765
Belgium,BEL,2021-06-17,22.478
Belgium,BEL,2021-06-18,20.934
Belgium,BEL,2021-06-19,19.904
Belgium,BEL,2021-06-20,20.161
Belgium,BEL,2021-06-21,19.046
Belgium,BEL,2021-06-22,17.244
Belgium,BEL,2021-06-23,17.416
Belgium,BEL,2021-06-24,17.159
Belgium,BEL,2021-06-25,15.958
Belgium,BEL,2021-06-26,15.185
Belgium,BEL,2021-06-27,13.813
Belgium,BEL,2021-06-28,12.783
Belgium,BEL,2021-06-29,12.268
Belgium,BEL,2021-06-30,10.982
Belgium,BEL,2021-07-01,9.008
Belgium,BEL,2021-07-02,9.609
Belgium,BEL,2021-07-03,9.008
Belgium,BEL,2021-07-04,9.351
Belgium,BEL,2021-07-05,9.008
Belgium,BEL,2021-07-06,9.523
Belgium,BEL,2021-07-07,10.724
Belgium,BEL,2021-07-08,10.724
Belgium,BEL,2021-07-09,10.553
Belgium,BEL,2021-07-10,10.467
Belgium,BEL,2021-07-11,10.124
Belgium,BEL,2021-07-12,10.467
Belgium,BEL,2021-07-13,10.81
Belgium,BEL,2021-07-14,10.295
Belgium,BEL,2021-07-15,12.183
Belgium,BEL,2021-07-16,12.783
Belgium,BEL,2021-07-17,13.813
Belgium,BEL,2021-07-18,14.499
Belgium,BEL,2021-07-19,15.529
Belgium,BEL,2021-07-20,15.7
Belgium,BEL,2021-07-21,16.215
Belgium,BEL,2021-07-22,16.129
Belgium,BEL,2021-07-23,16.129
Belgium,BEL,2021-07-24,16.644
Belgium,BEL,2021-07-25,17.244
Belgium,BEL,2021-07-26,17.073
Belgium,BEL,2021-07-27,17.845
Belgium,BEL,2021-07-28,19.132
Belgium,BEL,2021-07-29,19.904
Belgium,BEL,2021-07-30,19.904
Belgium,BEL,2021-07-31,20.59
Belgium,BEL,2021-08-01,21.534
Belgium,BEL,2021-08-02,22.907
Belgium,BEL,2021-08-03,23.336
Belgium,BEL,2021-08-04,23.078
Belgium,BEL,2021-08-05,23.164
Belgium,BEL,2021-08-06,24.537
Belgium,BEL,2021-08-07,25.395
Belgium,BEL,2021-08-08,25.995
Belgium,BEL,2021-08-09,26.853
Belgium,BEL,2021-08-10,28.569
Belgium,BEL,2021-08-11,28.998
Belgium,BEL,2021-08-12,30.714
Belgium,BEL,2021-08-13,32.687
Belgium,BEL,2021-08-14,32.773
Belgium,BEL,2021-08-15,32.945
Belgium,BEL,2021-08-16,32.773
Belgium,BEL,2021-08-17,34.489
Belgium,BEL,2021-08-18,36.291
Belgium,BEL,2021-08-19,36.462
Belgium,BEL,2021-08-20,35.004
Belgium,BEL,2021-08-21,35.604
Belgium,BEL,2021-08-22,35.604
Belgium,BEL,2021-08-23,36.462
Belgium,BEL,2021-08-24,35.604
Belgium,BEL,2021-08-25,34.832
Belgium,BEL,2021-08-26,34.575
Belgium,BEL,2021-08-27,35.347
Belgium,BEL,2021-08-28,36.119
Belgium,BEL,2021-08-29,36.119
Belgium,BEL,2021-08-30,36.033
Belgium,BEL,2021-08-31,36.805
Belgium,BEL,2021-09-01,37.577
Belgium,BEL,2021-09-02,39.036
Belgium,BEL,2021-09-03,39.722
Belgium,BEL,2021-09-04,40.666
Belgium,BEL,2021-09-05,41.438
Belgium,BEL,2021-09-06,42.125
Belgium,BEL,2021-09-07,42.039
Belgium,BEL,2021-09-08,41.867
Belgium,BEL,2021-09-09,41.009
Belgium,BEL,2021-09-10,40.58
Belgium,BEL,2021-09-11,37.749
Belgium,BEL,2021-09-12,36.548
Belgium,BEL,2021-09-13,35.862
Belgium,BEL,2021-09-14,35.433
Belgium,BEL,2021-09-15,35.261
Belgium,BEL,2021-09-16,36.376
Belgium,BEL,2021-09-17,35.947
Belgium,BEL,2021-09-18,36.805
Belgium,BEL,2021-09-19,36.891
Belgium,BEL,2021-09-20,35.862
Belgium,BEL,2021-09-21,34.403
Belgium,BEL,2021-09-22,34.317
Belgium,BEL,2021-09-23,33.288
Belgium,BEL,2021-09-24,31.229
Belgium,BEL,2021-09-25,30.8
Belgium,BEL,2021-09-26,30.457
Belgium,BEL,2021-09-27,31.229
Belgium,BEL,2021-09-28,32.258
Belgium,BEL,2021-09-29,32.687
Belgium,BEL,2021-09-30,32.601
Belgium,BEL,2021-10-01,35.175
Belgium,BEL,2021-10-02,36.119
Belgium,BEL,2021-10-03,36.548
Belgium,BEL,2021-10-04,35.433
Belgium,BEL,2021-10-05,35.69
Belgium,BEL,2021-10-06,35.347
Belgium,BEL,2021-10-07,34.489
Belgium,BEL,2021-10-08,34.66
Belgium,BEL,2021-10-09,33.803
Belgium,BEL,2021-10-10,33.545
Belgium,BEL,2021-10-11,34.232
Belgium,BEL,2021-10-12,33.803
Belgium,BEL,2021-10-13,34.489
Belgium,BEL,2021-10-14,36.548
Belgium,BEL,2021-10-15,36.291
Belgium,BEL,2021-10-16,40.065
Belgium,BEL,2021-10-17,41.61
Belgium,BEL,2021-10-18,44.355
Belgium,BEL,2021-10-19,47.529
Belgium,BEL,2021-10-20,52.677
Belgium,BEL,2021-10-21,56.366
Belgium,BEL,2021-10-22,61.943
Belgium,BEL,2021-10-23,63.401
Belgium,BEL,2021-10-24,66.404
Belgium,BEL,2021-10-25,69.836
Belgium,BEL,2021-10-26,74.211
Belgium,BEL,2021-10-27,76.613
Belgium,BEL,2021-10-28,79.101
Belgium,BEL,2021-10-29,84.163
Belgium,BEL,2021-10-30,90.426
Belgium,BEL,2021-10-31,91.97
Belgium,BEL,2021-11-01,92.228
Belgium,BEL,2021-11-02,93.086
Belgium,BEL,2021-11-03,99.863
Belgium,BEL,2021-11-04,104.239
Belgium,BEL,2021-11-05,103.724
Belgium,BEL,2021-11-06,102.952
Belgium,BEL,2021-11-07,106.555
Belgium,BEL,2021-11-08,110.845
Belgium,BEL,2021-11-09,118.738
Belgium,BEL,2021-11-10,123.371
Belgium,BEL,2021-11-11,125.601
Belgium,BEL,2021-11-12,125.43
Belgium,BEL,2021-11-13,134.438
Belgium,BEL,2021-11-14,139.157
Belgium,BEL,2021-11-15,142.074
Belgium,BEL,2021-11-16,144.476
Belgium,BEL,2021-11-17,146.792
Belgium,BEL,2021-11-18,152.626
Belgium,BEL,2021-11-19,164.208
Belgium,BEL,2021-11-20,165.066
Belgium,BEL,2021-11-21,168.67
Belgium,BEL,2021-11-22,171.587
Belgium,BEL,2021-11-23,178.536
Belgium,BEL,2021-11-24,180.766
Belgium,BEL,2021-11-25,185.828
Belgium,BEL,2021-11-26,186.772
Belgium,BEL,2021-11-27,189.26
Belgium,BEL,2021-11-28,188.745
Belgium,BEL,2021-11-29,191.662
Belgium,BEL,2021-11-30,193.121
Belgium,BEL,2021-12-01,193.635
Belgium,BEL,2021-12-02,191.147
Belgium,BEL,2021-12-03,189.003
Belgium,BEL,2021-12-04,188.145
Belgium,BEL,2021-12-05,186.515
Belgium,BEL,2021-12-06,180.595
Belgium,BEL,2021-12-07,175.962
Belgium,BEL,2021-12-08,171.501
Belgium,BEL,2021-12-09,170.128
Belgium,BEL,2021-12-10,169.613
Belgium,BEL,2021-12-11,165.581
Belgium,BEL,2021-12-12,163.951
Belgium,BEL,2021-12-13,162.064
Belgium,BEL,2021-12-14,158.289
Belgium,BEL,2021-12-15,152.54
Belgium,BEL,2021-12-16,141.988
Belgium,BEL,2021-12-17,132.293
Belgium,BEL,2021-12-18,124.572
Belgium,BEL,2021-12-19,117.966
Belgium,BEL,2021-12-20,114.105
Belgium,BEL,2021-12-21,104.067
Belgium,BEL,2021-12-22,98.834
Belgium,BEL,2021-12-23,95.402
Belgium,BEL,2021-12-24,90.769
Belgium,BEL,2021-12-25,87.252
Belgium,BEL,2021-12-26,85.45
Belgium,BEL,2021-12-27,81.504
Belgium,BEL,2021-12-28,81.332
Belgium,BEL,2021-12-29,79.273
Belgium,BEL,2021-12-30,80.817
Belgium,BEL,2021-12-31,83.734
Belgium,BEL,2022-01-01,85.45
Belgium,BEL,2022-01-02,88.968
Belgium,BEL,2022-01-03,93.772
Belgium,BEL,2022-01-04,97.89
Belgium,BEL,2022-01-05,101.751
Belgium,BEL,2022-01-06,103.124
Belgium,BEL,2022-01-07,105.697
Belgium,BEL,2022-01-08,109.73
Belgium,BEL,2022-01-09,110.244
Belgium,BEL,2022-01-10,109.301
Belgium,BEL,2022-01-11,107.756
Belgium,BEL,2022-01-12,109.301
Belgium,BEL,2022-01-13,110.073
Belgium,BEL,2022-01-14,113.933
Belgium,BEL,2022-01-15,119.51
Belgium,BEL,2022-01-16,120.111
Belgium,BEL,2022-01-17,123.199
Belgium,BEL,2022-01-18,131.521
Belgium,BEL,2022-01-19,140.186
Belgium,BEL,2022-01-20,153.656
Belgium,BEL,2022-01-21,163.093
Belgium,BEL,2022-01-22,167.554
Belgium,BEL,2022-01-23,177.421
Belgium,BEL,2022-01-24,188.831
Belgium,BEL,2022-01-25,199.04
Belgium,BEL,2022-01-26,202.215
Belgium,BEL,2022-01-27,207.877
Belgium,BEL,2022-01-28,214.14
Belgium,BEL,2022-01-29,217.743
Belgium,BEL,2022-01-30,216.628
Belgium,BEL,2022-01-31,218.859
Belgium,BEL,2022-02-01,219.631
Belgium,BEL,2022-02-02,221.004
Belgium,BEL,2022-02-03,219.202
Belgium,BEL,2022-02-04,212.424
Belgium,BEL,2022-02-05,207.791
Belgium,BEL,2022-02-06,209.593
Belgium,BEL,2022-02-07,206.075
