"country","lineage","slope_log","slope_y_1_7","peak_val","auc_norm","longest_inc_run","zero_count","c22_DN_HistogramMode_5","c22_DN_HistogramMode_10","c22_CO_f1ecac","c22_CO_FirstMin_ac","c22_CO_HistogramAMI_even_2_5","c22_CO_trev_1_num","c22_MD_hrv_classic_pnn40","c22_SB_BinaryStats_mean_longstretch1","c22_SB_TransitionMatrix_3ac_sumdiagcov","c22_PD_PeriodicityWang_th0_01","c22_CO_Embed2_Dist_tau_d_expfit_meandiff","c22_IN_AutoMutualInfoStats_40_gaussian_fmmi","c22_FC_LocalSimple_mean1_tauresrat","c22_DN_OutlierInclude_p_001_mdrmd","c22_DN_OutlierInclude_n_001_mdrmd","c22_SP_Summaries_welch_rect_area_5_1","c22_SB_BinaryStats_diff_longstretch0","c22_SB_MotifThree_quantile_hh","c22_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1","c22_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1","c22_SP_Summaries_welch_rect_centroid","c22_FC_LocalSimple_mean3_stderr"
"Australia","BA.2.12.2 (BA.2.12.2)",0.0899009622856089,-0.00106260565441626,0.0489130434782609,0.0125704784407201,3,2,-0.703509595014735,-0.703509595014735,2.65104768397788,3,0.412867450769831,0.330926992681075,0.925925925925926,5,0.111111111111111,6,0.039929313087107,2,0.222222222222222,0.607142857142857,-0.285714285714286,0.454209319580897,5,1.90597496652153,0,0,0.589048622548125,1.04346812248844
"Australia","BA.2.3 (BA.2.3)",-0.0687542515810875,-0.00117739403453689,0.010989010989011,0.000392464678178964,0,27,0.340168025708304,0.0755928946018454,1.63128552506524,28,0,-5.48748420072656,0.037037037037037,1,0.297668038408779,0,0.12741567111348,14,1,-0.928571428571429,0.0714285714285714,0.151623664984039,1,0.158410570131791,0,0,1.570796326795,0.352766841475279
"Australia","BA.2.33 (BA.2.33)",0.269015621266496,-0.00162980072917961,0.119369369369369,0.00986888465742298,3,10,0.0927146578301705,-0.174862964508405,1.73713734582197,3,0,3.43613755138031,0.740740740740741,3,0.0740740740740741,0,0.0676568228867392,2,0.375,0.678571428571429,-0.25,0.216884689817806,3,1.89338985268483,0,0,1.17809724509625,0.991984899129429
"Australia","BA.2.42 (BA.2.42)",0.0812873376397746,-0.00213261167471525,0.0300751879699248,0.0116430827529575,2,1,-0.318013325857567,-0.500501674207565,1.61096138296232,2,0.50315746722415,-0.763775359299018,0.962962962962963,3,0.000914494741655235,4,0.0520835944522042,2,1,0.178571428571429,-0.446428571428571,0.15254844136329,4,2.18463946349952,0,0,1.570796326795,1.04506207852102
"Australia","BA.4 (BA.4)",-0.00862286020221581,-0.00107142857142857,0.01,0.00160277177178972,2,19,-0.219790057316473,-0.402106207145358,1.68785186999528,2,0.140643690330828,-2.41187545276633,0.518518518518518,3,0.0729783037475345,3,0.0979936075226439,2,0.5,0.0357142857142858,-0.0714285714285714,0.172985161426037,3,1.24258038857681,0,0,1.37444678594563,0.970973654162693
"Australia","BA.4.1 (BA.4.1)",0.302234173890671,-0.00113319961715368,0.0281124497991968,0.0058197749971574,3,9,-0.446484132116005,-0.655087049127508,1.91270501035962,3,0.243508636298663,-0.153475759689519,0.740740740740741,5,0.166666666666667,6,0.135533575437574,2,0.1,0.75,-0.392857142857143,0.344931812291649,3,1.97669876299873,0,0,1.17809724509625,0.916849548623033
"Australia","BA.4.5 (BA.4.5)",0.21288769062451,-0.000133141942274685,0.0466321243523316,0.0149703097302979,2,5,-0.71238713985458,-0.71238713985458,6.43417235981646,10,0.660109076472457,0.421234256307136,0.888888888888889,9,0.111111111111111,2,0.125765494476174,1,0.111111111111111,0.714285714285714,-0.357142857142857,0.773272362300003,3,1.86780855199647,0,0,0.196349540849375,0.55889086359753
"Australia","BA.4.6.4 (BA.4.6.4)",0.0170183670515932,-0.00144432172231039,0.021978021978022,0.00867160257631201,3,1,-0.352227363375647,-0.538476898963433,1.688321080476,2,0.195771722711334,0.379200821774045,0.962962962962963,4,0.0355029585798817,6,0.16456127729833,2,0.5,0.571428571428571,-0.142857142857143,0.106330570437159,4,2.04742255947593,0,0,1.37444678594563,1.0834083763923
"Australia","BA.5 (BA.5)",0.0542127052171955,-0.000398236890412958,0.0418250950570342,0.0158881693089469,2,1,-0.35463500271051,-0.576637959974942,1.63313984164202,1,0.264004871157534,2.06510731334218,1,5,0.0123456790123457,3,0.104858323028837,2,0.333333333333333,0.285714285714286,-0.428571428571429,0.312930408171742,4,2.12750456110927,0,0,1.570796326795,1.13353428918338
"Australia","BA.5.1 (BA.5.1)",0.121397613075276,-2.87926761491602e-05,0.0574712643678161,0.0197894690147769,3,1,-0.188186787100708,-0.400411116824712,5.7476742305056,3,0.303566072011225,0.20040731836241,1,7,0.166666666666667,3,0.122201108376586,1,0.1,0.75,-0.571428571428571,0.654532345051632,4,1.81646431639944,0,0,0.196349540849375,0.761369568343581
"Australia","BA.5.2 (BA.5.2)",0.0943449663067947,0.000777962775479016,0.0929368029739777,0.0307264479102282,3,0,-0.758297050530608,-0.943159821749855,5.64415901016206,3,0.550463096366567,0.338815445630891,0.888888888888889,5,0.166666666666667,4,0.102129118471238,2,0.1,0.785714285714286,-0.571428571428571,0.629626789493209,3,1.81646431639944,0,0,0.196349540849375,0.656289556439238
"Australia","BA.5.6 (BA.5.6)",0.0212985342735177,0.00159647169149582,0.0383141762452107,0.0190960935469111,2,0,-1.03045774649782,-0.50090640083346,1.67059868392149,1,0.395905468900117,0.921589475087551,0.925925925925926,5,0.0246913580246914,5,0.0632387051208637,3,0.333333333333333,0.0714285714285714,-0.5,0.189723521379616,4,2.12750456110927,0,0,1.570796326795,1.19613322285982
"Australia","BA.5.7 (BA.5.7)",0.0260862225151009,-0.00481011259037565,0.0536912751677852,0.0153484950814021,4,1,-0.815342920134163,-0.596006370009406,2.13719159256063,5,0.353066400185093,-1.04104135587029,0.962962962962963,6,0.0185185185185185,7,0.0483571813066946,2,0.25,0.571428571428571,-0.0357142857142857,0.239505008699863,3,1.87657404991733,0,0,0.7853981633975,0.902676447384369
"Australia","BC5 (BA.1.1.15)",0.00742217022431323,0.000812035000572297,0.0416666666666667,0.0218894206468493,2,0,-0.94252809295556,-1.11616722326984,1.7423294164791,2,0.249021984838379,-0.0413814213038152,0.962962962962963,5,0.04,2,0.10123208241003,1,0.2,0,0,0.364240061913479,3,2.12816771167716,0,0,1.570796326795,1.03936541992103
