"country","lineage","peak_share","peak_share_logit","peak_share_cat"
"France","B.1.351.2",0.0311092333718551,-3.43864720949168,"<0.10"
"France","B.1.356",0.0385515065331811,-3.21644581543221,"<0.10"
"France","B.1.387",0.0276479515709356,-3.56016628763723,"<0.10"
"France","B.1.529",0.0738095238095238,-2.5295921391333,"0.10–0.20"
"France","B.1.93",0.014172335600907,-4.24218968948608,"<0.10"
"France","B.40",0.0150612301945481,-4.18045557134527,"<0.10"
"France","BA.1 (BA.1)",0.142438520208713,-1.79518240353853,"0.10–0.20"
"France","BA.1.1 (BA.1.1)",0.326450240439206,-0.72428434101218,">0.20"
"France","BA.1.17 (BA.1.17)",0.0431802186150898,-3.09823256955476,"<0.10"
"France","BA.1.18 (BA.1.18)",0.166560802287345,-1.61020032971293,"0.10–0.20"
"France","BA.2 (BA.2)",0.853274902368854,1.76052102082813,">0.20"
"France","BA.2.9 (BA.2.9)",0.0830784573680416,-2.40123647904712,"0.10–0.20"
"France","BA.2.9.3 (BA.2.9.3)",0.0298474507635844,-3.48135389174954,"<0.10"
"France","BA.4 (BA.4)",0.0375201589554203,-3.24463476089257,"<0.10"
"France","BA.4.1 (BA.4.1)",0.0418471605060556,-3.1309833601113,"<0.10"
"France","BA.4.6 (BA.4.6)",0.0527879657363576,-2.88723972606733,"0.10–0.20"
"France","BA.5 (BA.5)",0.0670127052246296,-2.63350935151874,"0.10–0.20"
"France","BA.5.1 (BA.5.1)",0.371519504715442,-0.525703628414702,">0.20"
"France","BA.5.1.17 (BA.5.1.17)",0.0335951779912285,-3.35920027232501,"<0.10"
"France","BA.5.1.30 (BA.5.1.30)",0.023094396623014,-3.74480001084767,"<0.10"
"France","BA.5.2 (BA.5.2)",0.211168554318869,-1.31789601749709,">0.20"
"France","BA.5.2.2 (BA.5.2.2)",0.0341437987447051,-3.34243398235488,"<0.10"
"France","BC (BA.1.1.1)",0.245587530590008,-1.12228583632227,">0.20"
"France","BD (BA.1.17.2)",0.0332447359228595,-3.37004893914148,"<0.10"
"France","BE.1.1",0.0413855980765245,-3.14255596276431,"<0.10"
"France","BF (BA.5.2.1)",0.141020780630562,-1.80683747016055,"0.10–0.20"
"France","BF.5",0.030043629199702,-3.47460046009033,"<0.10"
"France","BF.7",0.124848268966477,-1.94729812649624,"0.10–0.20"
"France","BG (BA.2.12.1)",0.061377903693254,-2.72736304917478,"0.10–0.20"
"France","BN.1",0.0244173875222896,-3.68773936190392,"<0.10"
"France","BQ.1",0.0750813030057894,-2.51113427204168,"0.10–0.20"
"France","BQ.1.1",0.604698290183794,0.42508034407377,">0.20"
"France","BQ.1.1.18",0.0584354972859923,-2.77961932091379,"0.10–0.20"
"France","BQ.1.1.4",0.0798041496511804,-2.44501102445598,"0.10–0.20"
"France","BV (BA.5.2.20)",0.046760122093884,-3.01483583249629,"<0.10"
"France","D4 (B.1.1.254)",0.032312925170068,-3.39944145495989,"<0.10"
"France","DH (BA.5.1.22)",0.0398213630624745,-3.18271581864462,"<0.10"
"France","EG.1",0.137985751773137,-1.83212136798658,"0.10–0.20"
"France","EG.5.1",0.109187384652162,-2.09906856562744,"0.10–0.20"
"France","EG.5.1.1",0.138278265851795,-1.82966433020611,"0.10–0.20"
"France","EG.5.1.3",0.190490638365007,-1.44682528684528,"0.10–0.20"
"France","FL (XBB.1.9.1)",0.0577234832486333,-2.79263469427242,"0.10–0.20"
"France","FL.1.5",0.0817270543471464,-2.41910958323669,"0.10–0.20"
"France","GS.4.1",0.0941603183153997,-2.263863495076,"0.10–0.20"
"France","HK.3",0.0834650607930017,-2.39617207831072,"0.10–0.20"
"France","JD.1",0.0668866490878828,-2.63552730224849,"0.10–0.20"
"France","JG.3",0.127642111853464,-1.92196941523297,"0.10–0.20"
"France","JN.1",0.691343973486831,0.806410016730324,">0.20"
"France","JN.1.1",0.354366757525686,-0.599899191426819,">0.20"
"France","Q (B.1.1.7)",0.736522086749735,1.02796968046488,">0.20"
"France","QB.1.147 (B.1.147)",0.0213115827757485,-3.82696260830092,"<0.10"
"France","QB.1.177.81 (B.1.177.81)",0.0234860793692086,-3.72758112748983,"<0.10"
"France","XBB",0.00666651056497964,-5.00396987862199,"<0.10"
"France","XBB.1",0.0307211670759302,-3.45160042546257,"<0.10"
"France","XBB.1.16",0.209664673205157,-1.32694785947726,">0.20"
"France","XBB.1.5",0.528712640845912,0.114977059914157,">0.20"
"Germany","A",0.327272297808012,-0.720548105395509,">0.20"
"Germany","AK (B.1.1.232)",0.100340136054422,-2.19345098795258,"0.10–0.20"
"Germany","AP (B.1.1.70)",0.175850340136054,-1.5447188463081,"0.10–0.20"
"Germany","AS (B.1.1.317)",0.0274256986762377,-3.56846599323843,"<0.10"
"Germany","AY (B.1.617.2)",0.197835781444451,-1.39987604827804,"0.10–0.20"
"Germany","AY.121",0.0771273339318688,-2.48203352495166,"0.10–0.20"
"Germany","AY.122",0.259538000489124,-1.04837118582991,">0.20"
"Germany","AY.125",0.0364930360411836,-3.27345826660797,"<0.10"
"Germany","AY.126",0.0599664929953285,-2.75212956422549,"0.10–0.20"
"Germany","AY.129",0.037260557900324,-3.2518474680046,"<0.10"
"Germany","AY.33",0.0315020700532325,-3.42569308581602,"<0.10"
"Germany","AY.4",0.14190300510023,-1.79957337923406,"0.10–0.20"
"Germany","AY.42",0.090958653524093,-2.30198553242771,"0.10–0.20"
"Germany","AY.43",0.238258327117195,-1.16225199314679,">0.20"
"Germany","AY.46.6",0.0510076071927303,-2.92342600032585,"0.10–0.20"
"Germany","AY.9.2",0.0995120902868628,-2.20265759112932,"0.10–0.20"
"Germany","AY.98.1",0.0361941724948892,-3.28199172550341,"<0.10"
"Germany","B",0.104915760101872,-2.14376009322598,"0.10–0.20"
"Germany","B.1",0.713296832226144,0.911450226344713,">0.20"
"Germany","B.1.1",0.610544217687075,0.449600384934039,">0.20"
"Germany","B.1.160",0.127272727272727,-1.92529086185258,"0.10–0.20"
"Germany","B.1.221",0.159930398465287,-1.65874603637689,"0.10–0.20"
"Germany","B.1.258",0.165081761274143,-1.62089292831976,"0.10–0.20"
"Germany","B.1.329",0.722865800556073,0.958721726814072,">0.20"
"Germany","B.1.351",0.0259125474465547,-3.62677377783795,"<0.10"
"Germany","BA.1 (BA.1)",0.156096031203272,-1.68756730458447,"0.10–0.20"
"Germany","BA.1.1 (BA.1.1)",0.456095716974477,-0.176070587921079,">0.20"
"Germany","BA.1.15 (BA.1.15)",0.0383525805410426,-3.22182606089112,"<0.10"
"Germany","BA.1.17 (BA.1.17)",0.0439399872799994,-3.07999590842212,"<0.10"
"Germany","BA.1.18 (BA.1.18)",0.0848796582014308,-2.37782111026569,"0.10–0.20"
"Germany","BA.2 (BA.2)",0.776832584724374,1.24730263253557,">0.20"
"Germany","BA.2.9 (BA.2.9)",0.199134962624896,-1.39170964121339,"0.10–0.20"
"Germany","BA.4 (BA.4)",0.0374544844084919,-3.24645490729063,"<0.10"
"Germany","BA.4.1 (BA.4.1)",0.0399272853710572,-3.17994909193129,"<0.10"
"Germany","BA.5 (BA.5)",0.0412602886258765,-3.14571911841847,"<0.10"
"Germany","BA.5.1 (BA.5.1)",0.262671299252376,-1.0321303532805,">0.20"
"Germany","BA.5.1.3 (BA.5.1.3)",0.0404431859912529,-3.166573351578,"<0.10"
"Germany","BA.5.2 (BA.5.2)",0.275436954790697,-0.96721001372719,">0.20"
"Germany","BA.5.3 (BA.5.3)",0.0557032086008393,-2.83040276408538,"0.10–0.20"
"Germany","BA.5.9 (BA.5.9)",0.0334785181721595,-3.3627995402631,"<0.10"
"Germany","BC (BA.1.1.1)",0.0921026292819286,-2.28822785339503,"0.10–0.20"
"Germany","BD (BA.1.17.2)",0.0591117843153652,-2.76739403868579,"0.10–0.20"
"Germany","BE.1",0.0197098902886417,-3.90672800330383,"<0.10"
"Germany","BE.1.1",0.235879245870974,-1.17540582778025,">0.20"
"Germany","BE.1.1.2",0.026733714320671,-3.59473224214605,"<0.10"
"Germany","BF (BA.5.2.1)",0.137541607869168,-1.83586043271763,"0.10–0.20"
"Germany","BF.5",0.0321943610303472,-3.40323996699461,"<0.10"
"Germany","BF.7",0.210634721868373,-1.32110371984284,">0.20"
"Germany","BF.7.5",0.030142827454078,-3.47120181637336,"<0.10"
"Germany","BG (BA.2.12.1)",0.0579661818858414,-2.78818140470477,"0.10–0.20"
"Germany","BN.1",0.025101437136581,-3.65940832656057,"<0.10"
"Germany","BN.1.3",0.0555352597104422,-2.83360022550322,"0.10–0.20"
"Germany","BQ.1",0.0845745100502145,-2.38175605195803,"0.10–0.20"
"Germany","BQ.1.1",0.311918524284194,-0.791165241335603,">0.20"
"Germany","CH.1.1",0.105139750402563,-2.14137713894635,"0.10–0.20"
"Germany","DH (BA.5.1.22)",0.0242689107943844,-3.69399088504537,"<0.10"
"Germany","EG.5.1",0.597105723194573,0.393420001395833,">0.20"
"Germany","Q (B.1.1.7)",0.947260034925772,2.88820012488903,">0.20"
"Germany","QB.1.177.62 (B.1.177.62)",0.0421671638501694,-3.12303145986549,"<0.10"
"Germany","QB.1.177.81 (B.1.177.81)",0.0957958989842363,-2.24483523440587,"0.10–0.20"
"Germany","QB.1.177.86 (B.1.177.86)",0.113902615594887,-2.05148302509527,"0.10–0.20"
"Germany","XBB.1",0.0820288148704298,-2.41509541498378,"0.10–0.20"
"Germany","XBB.1.5",0.49524908521999,-0.0190042310646574,">0.20"
"Germany","XBB.1.9",0.19259768009768,-1.43321862760649,"0.10–0.20"
"India","A",0.0723093629343629,-2.55174469002965,"0.10–0.20"
"India","AE (B.1.1.306)",0.481648605158804,-0.0734385674557701,">0.20"
"India","AM (B.1.1.216)",0.141822433135343,-1.80023522823127,"0.10–0.20"
"India","AY (B.1.617.2)",0.874481460605862,1.94117762232287,">0.20"
"India","AY.106",0.0645528609554749,-2.67354020070173,"0.10–0.20"
"India","AY.112",0.0466904784617294,-3.01639938086857,"<0.10"
"India","AY.112.2",0.0748168801061508,-2.51494815598312,"0.10–0.20"
"India","AY.120",0.0327271222043645,-3.38627648638292,"<0.10"
"India","AY.122",0.0504531288131182,-2.93494013013048,"0.10–0.20"
"India","AY.127",0.168562871765049,-1.59584687690852,"0.10–0.20"
"India","B",0.17536555339487,-1.54806752131851,"0.10–0.20"
"India","B.1",0.253450887640103,-1.08029133784061,">0.20"
"India","B.1.1",0.217901137374403,-1.27793969370442,">0.20"
"India","B.1.1.326",0.191882993013375,-1.43782108379155,"0.10–0.20"
"India","B.1.1.354",0.127292385670475,-1.92511388943955,"0.10–0.20"
"India","B.1.1.46",0.0673949118172106,-2.62741231752822,"0.10–0.20"
"India","B.1.1.526",0.0384464102638496,-3.21928496858571,"<0.10"
"India","B.1.1.529",0.0306944188604029,-3.45249907740118,"<0.10"
"India","B.1.143",0.0182823129251701,-3.98336969366093,"<0.10"
"India","B.1.210",0.180476485060427,-1.51312259941162,"0.10–0.20"
"India","B.1.247",0.0426931058011403,-3.11008657308705,"<0.10"
"India","B.1.36",0.437700037276138,-0.250501619645379,">0.20"
"India","B.1.36.29",0.284995959123927,-0.919813192597366,">0.20"
"India","B.1.36.8",0.0986350008180981,-2.21248410361603,"0.10–0.20"
"India","B.1.560",0.184833140742401,-1.48393935141986,"0.10–0.20"
"India","B.1.617",0.194831996849239,-1.41891332261703,"0.10–0.20"
"India","B.1.617.1",0.200017971131907,-1.38618204532993,">0.20"
"India","B.6",0.19578068543305,-1.41287693042929,"0.10–0.20"
"India","BA.1 (BA.1)",0.105605679084901,-2.13643460373851,"0.10–0.20"
"India","BA.1.1 (BA.1.1)",0.154616070622704,-1.69884579801718,"0.10–0.20"
"India","BA.1.1.7 (BA.1.1.7)",0.0384687896357632,-3.21867977085838,"<0.10"
"India","BA.1.18 (BA.1.18)",0.0472974075472896,-3.00284729460233,"<0.10"
"India","BA.2 (BA.2)",0.742319043141562,1.05805690965797,">0.20"
"India","BA.2.10 (BA.2.10)",0.481099670185916,-0.0756373588123564,">0.20"
"India","BA.2.38 (BA.2.38)",0.448891756967203,-0.205149455312914,">0.20"
"India","BA.2.38.1 (BA.2.38.1)",0.0537364897875239,-2.868428799662,"0.10–0.20"
"India","BA.2.38.2 (BA.2.38.2)",0.0476094229246323,-2.9959445184435,"<0.10"
"India","BA.2.38.4 (BA.2.38.4)",0.0308555498875135,-3.44709703882374,"<0.10"
"India","BA.2.74 (BA.2.74)",0.134594574529236,-1.86093098879807,"0.10–0.20"
"India","BA.2.75 (BA.2.75)",0.234439660357901,-1.18340979295227,">0.20"
"India","BA.2.76 (BA.2.76)",0.256118758788119,-1.06624016163849,">0.20"
"India","BA.5.2 (BA.5.2)",0.152724992942318,-1.71338645328684,"0.10–0.20"
"India","BF (BA.5.2.1)",0.0625163696448867,-2.7077708599706,"0.10–0.20"
"India","BF.3",0.0679058562508199,-2.61931154317395,"0.10–0.20"
"India","BJ (BA.2.10.1)",0.0603241912186829,-2.74580172714838,"0.10–0.20"
"India","BL (BA.2.75.1)",0.18975263757943,-1.45161827028418,"0.10–0.20"
"India","BL.1",0.0971803280480438,-2.22895452999296,"0.10–0.20"
"India","BM (BA.2.75.3)",0.0487996060525566,-2.97000251940185,"<0.10"
"India","BM.1",0.0639515550770755,-2.68354138772829,"0.10–0.20"
"India","BM.1.1.3",0.0928675402061518,-2.27911430210426,"0.10–0.20"
"India","BN (BA.2.75.5)",0.0705935145064065,-2.5776079170135,"0.10–0.20"
"India","BQ.1",0.17498790891648,-1.55068116245536,"0.10–0.20"
"India","CA (BA.2.75.2)",0.169787471784213,-1.58713423713903,"0.10–0.20"
"India","FU (XBB.1.16.1)",0.167424182272089,-1.60399368441403,"0.10–0.20"
"India","FU1 (XBB.1.16.11)",0.226793444650588,-1.22650655772607,">0.20"
"India","GJ.1.1",0.0622874149659864,-2.71168409108787,"0.10–0.20"
"India","GY (XBB.1.16.2)",0.21156462585034,-1.31551993116052,">0.20"
"India","GZ (XBB.2.3.4)",0.0406078986778658,-3.1623372596976,"<0.10"
"India","HH (XBB.2.3.2)",0.196428571428571,-1.40876721697195,"0.10–0.20"
"India","Q (B.1.1.7)",0.276094651199188,-0.963916904084322,">0.20"
"India","XBB",0.387351872473179,-0.458457242913885,">0.20"
"India","XBB.1",0.257382107176909,-1.05961985722723,">0.20"
"India","XBB.1.16",0.543470969602686,0.174323999904767,">0.20"
"India","XBB.1.5",0.285912698412698,-0.915318712079509,">0.20"
"India","XBB.2",0.242582483460898,-1.13857285187058,">0.20"
"India","XBB.2.3",0.639880952380952,0.574847482530922,">0.20"
"Italy","AY (B.1.617.2)",0.155751603912196,-1.69018430385055,"0.10–0.20"
"Italy","AY.122",0.18795471989839,-1.46335502006264,"0.10–0.20"
"Italy","AY.125",0.0586860691584381,-2.775074322036,"0.10–0.20"
"Italy","AY.4",0.217729366489862,-1.27894790588483,">0.20"
"Italy","AY.42",0.060682949151802,-2.73949031454395,"0.10–0.20"
"Italy","AY.43",0.308878677494641,-0.805366813285714,">0.20"
"Italy","AY.46.6",0.0974111042669713,-2.22632697378551,"0.10–0.20"
"Italy","AY.61",0.119710916600357,-1.99517054931559,"0.10–0.20"
"Italy","AY.7.2",0.0531121424578521,-2.88077509389876,"0.10–0.20"
"Italy","AY.9.2",0.0250101340925014,-3.66314597057222,"<0.10"
"Italy","AY.98.1",0.0615199543001133,-2.72490001154201,"0.10–0.20"
"Italy","B.1",0.235095704948646,-1.17975803515335,">0.20"
"Italy","B.1.1",0.723214285714286,0.960461950187293,">0.20"
"Italy","B.1.1.372",0.107967429396001,-2.11167304407016,"0.10–0.20"
"Italy","B.1.1.61",0.0197561919504644,-3.90433436575678,"<0.10"
"Italy","B.1.160",0.11276712615496,-2.06278262703484,"0.10–0.20"
"Italy","B.1.258",0.104467798255735,-2.14853930711378,"0.10–0.20"
"Italy","B.1.258.14",0.135361057290852,-1.85436630573827,"0.10–0.20"
"Italy","BA.1 (BA.1)",0.182889186157853,-1.49689429141317,"0.10–0.20"
"Italy","BA.1.1 (BA.1.1)",0.430354842166003,-0.280403554135471,">0.20"
"Italy","BA.1.15 (BA.1.15)",0.0553288384494855,-2.83754262619216,"0.10–0.20"
"Italy","BA.1.17 (BA.1.17)",0.0847619478860745,-2.37933748335201,"0.10–0.20"
"Italy","BA.1.21 (BA.1.21)",0.02019591325267,-3.88187237048272,"<0.10"
"Italy","BA.1.21.1 (BA.1.21.1)",0.0550171556188043,-2.84352171629765,"0.10–0.20"
"Italy","BA.2 (BA.2)",0.766659655183152,1.18954487265514,">0.20"
"Italy","BA.2.3.15 (BA.2.3.15)",0.0455297107701047,-3.04279141881644,"<0.10"
"Italy","BA.2.52 (BA.2.52)",0.0330708418182662,-3.37547325107465,"<0.10"
"Italy","BA.2.9 (BA.2.9)",0.173001100823894,-1.5645054062963,"0.10–0.20"
"Italy","BA.4 (BA.4)",0.111895641950065,-2.07152258778753,"0.10–0.20"
"Italy","BA.4.1 (BA.4.1)",0.0390623115353103,-3.20275146377185,"<0.10"
"Italy","BA.5 (BA.5)",0.0814351173367124,-2.42300594508001,"0.10–0.20"
"Italy","BA.5.1 (BA.5.1)",0.368047207443266,-0.540603484997954,">0.20"
"Italy","BA.5.2 (BA.5.2)",0.295508763161277,-0.868777400648953,">0.20"
"Italy","BC (BA.1.1.1)",0.069914853202956,-2.58799801881167,"0.10–0.20"
"Italy","BC1 (BA.1.1.11)",0.0228235629563443,-3.75687376106365,"<0.10"
"Italy","BD (BA.1.17.2)",0.232919977326552,-1.19189617833889,">0.20"
"Italy","BE.1",0.0508369829307857,-2.92695646142954,"0.10–0.20"
"Italy","BE.1.1",0.0519219698608709,-2.90469479715541,"0.10–0.20"
"Italy","BE.1.1.1",0.0389535853892119,-3.20565188689498,"<0.10"
"Italy","BF (BA.5.2.1)",0.176964298161974,-1.53705157292629,"0.10–0.20"
"Italy","BF.7",0.158978847137839,-1.6658456551914,"0.10–0.20"
"Italy","BG (BA.2.12.1)",0.0408084579496849,-3.15720142334784,"<0.10"
"Italy","BK (BA.5.1.10)",0.0763798301167277,-2.4925822579641,"0.10–0.20"
"Italy","BN.1",0.021279370897318,-3.82850813733462,"<0.10"
"Italy","BQ.1",0.0827872720834349,-2.40506509703733,"0.10–0.20"
"Italy","BQ.1.1",0.517958617636197,0.0718653844432104,">0.20"
"Italy","BQ.1.1.18",0.0294254161380923,-3.49602945524414,"<0.10"
"Italy","BQ.1.1.47",0.0501583101344936,-2.94111112220794,"0.10–0.20"
"Italy","C (B.1.1.1)",0.0714285714285715,-2.56494935746154,"0.10–0.20"
"Italy","C.18",0.123162591577906,-1.96281621479682,"0.10–0.20"
"Italy","C61 (B.1.1.161)",0.0356102790578597,-3.2988611539881,"<0.10"
"Italy","C87 (B.1.1.187)",0.469911041339613,-0.120501435946484,">0.20"
"Italy","CH.1",0.0501198870988206,-2.94191790227693,"0.10–0.20"
"Italy","D (B.1.1.25)",0.140692640692641,-1.80954901079155,"0.10–0.20"
"Italy","EG.1",0.177227342446481,-1.53524659723842,"0.10–0.20"
"Italy","EG.5.1",0.185653840483562,-1.47850166590067,"0.10–0.20"
"Italy","EG.5.1.1",0.137811429171768,-1.83358771097202,"0.10–0.20"
"Italy","EG.5.1.3",0.0948916925005278,-2.25531845105987,"0.10–0.20"
"Italy","FL (XBB.1.9.1)",0.111323153632742,-2.0772964013401,"0.10–0.20"
"Italy","FL.1",0.0317272839961459,-3.4183367744233,"<0.10"
"Italy","HK.3",0.129884191814919,-1.90198309441046,"0.10–0.20"
"Italy","HV.1",0.10684389405115,-2.12339254121198,"0.10–0.20"
"Italy","JG.3",0.151101427662065,-1.7259883942712,"0.10–0.20"
"Italy","JN.1",0.284593539656706,-0.921788871509709,">0.20"
"Italy","P.1.1",0.135613636641222,-1.85220991301165,"0.10–0.20"
"Italy","Q (B.1.1.7)",0.835834451452775,1.62755520785623,">0.20"
"Italy","Q.2",0.0765508491980248,-2.49016052130928,"0.10–0.20"
"Italy","QB.1.177.33 (B.1.177.33)",0.178105423987777,-1.52923648924064,"0.10–0.20"
"Italy","QB.1.177.75 (B.1.177.75)",0.13257653146941,-1.87836721253786,"0.10–0.20"
"Italy","QB.1.177.83 (B.1.177.83)",0.131455309396486,-1.88815210022976,"0.10–0.20"
"Italy","XBB",0.00733432885328378,-4.90782801350382,"<0.10"
"Italy","XBB.1",0.0662087912087912,-2.64643961620546,"0.10–0.20"
"Italy","XBB.1.16",0.248468124091742,-1.10679906063544,">0.20"
"Italy","XBB.1.33",0.098264244890892,-2.21666129631187,"0.10–0.20"
"Italy","XBB.1.5",0.475196691344197,-0.0992947368486112,">0.20"
"Italy","XBF",0.0595048479515703,-2.76034870666428,"0.10–0.20"
"Japan","AV (B.1.1.482)",0.069047619047619,-2.60141172999889,"0.10–0.20"
"Japan","AY.29",0.912194833670512,2.34073325973716,">0.20"
"Japan","AY.29.1",0.120150730548799,-1.99100356561654,"0.10–0.20"
"Japan","AY.29.2",0.304526601376031,-0.825834318612227,">0.20"
"Japan","B.1",0.189623742495301,-1.45245684913812,"0.10–0.20"
"Japan","B.1.1.214",0.805158104095028,1.41885022127195,">0.20"
"Japan","B.1.1.48",0.169945600039863,-1.5860128546896,"0.10–0.20"
"Japan","B.6",0.0239795918367347,-3.70628036773019,"<0.10"
"Japan","BA.1 (BA.1)",0.0690316028278915,-2.60166091992538,"0.10–0.20"
"Japan","BA.1.1 (BA.1.1)",0.189625820784537,-1.45244332452835,"0.10–0.20"
"Japan","BA.1.1.2 (BA.1.1.2)",0.70719029286697,0.881776850765224,">0.20"
"Japan","BA.1.15 (BA.1.15)",0.0699874347373159,-2.58688237490717,"0.10–0.20"
"Japan","BA.2 (BA.2)",0.218249366842919,-1.27589751260821,">0.20"
"Japan","BA.2.10 (BA.2.10)",0.104491111461782,-2.14829013722873,"0.10–0.20"
"Japan","BA.2.24 (BA.2.24)",0.130273818647386,-1.89853989542304,"0.10–0.20"
"Japan","BA.2.29 (BA.2.29)",0.131369529007414,-1.88890361582835,"0.10–0.20"
"Japan","BA.2.3 (BA.2.3)",0.133973735897469,-1.86627145619042,"0.10–0.20"
"Japan","BA.2.3.1 (BA.2.3.1)",0.210471752361057,-1.32208416114703,">0.20"
"Japan","BA.2.3.13 (BA.2.3.13)",0.0942804242519894,-2.2624561611173,"0.10–0.20"
"Japan","BA.5 (BA.5)",0.0261449156899169,-3.61760776557384,"<0.10"
"Japan","BA.5.1 (BA.5.1)",0.0997785620932822,-2.19968742362131,"0.10–0.20"
"Japan","BA.5.2 (BA.5.2)",0.351307903118981,-0.613295121334979,">0.20"
"Japan","BC.1",0.140049880926304,-1.81487573500532,"0.10–0.20"
"Japan","BE.1.1",0.0267592921007989,-3.59374965767087,"<0.10"
"Japan","BF (BA.5.2.1)",0.207081562678976,-1.34260762476726,">0.20"
"Japan","BF.11",0.0364858232684316,-3.27366341999527,"<0.10"
"Japan","BF.21",0.0293401109275041,-3.49902058474463,"<0.10"
"Japan","BF.5",0.320881587711129,-0.749723335092299,">0.20"
"Japan","BF.7",0.0926919324484826,-2.28120060777822,"0.10–0.20"
"Japan","BF.7.15",0.085812934168627,-2.36586547470555,"0.10–0.20"
"Japan","BF.7.4.1",0.0630242637129668,-2.69913759625271,"0.10–0.20"
"Japan","BF2 (BA.5.2.12)",0.0363994155382423,-3.27612415940825,"<0.10"
"Japan","BG (BA.2.12.1)",0.0418202382986204,-3.13165501088095,"<0.10"
"Japan","BN.1.2",0.0726976465636816,-2.54597066362122,"0.10–0.20"
"Japan","BN.1.3",0.0867791004086852,-2.35361198652633,"0.10–0.20"
"Japan","BQ.1",0.0277455809277708,-3.55654093656172,"<0.10"
"Japan","BQ.1.1",0.124389995507431,-1.95149903634927,"0.10–0.20"
"Japan","CP (BA.5.2.6)",0.0593694356244078,-2.76277092137123,"0.10–0.20"
"Japan","ED.1",0.0538105283461057,-2.86697369396998,"0.10–0.20"
"Japan","EG.5.1",0.198010018384994,-1.39877848871811,"0.10–0.20"
"Japan","EG.5.1.1",0.189773567372748,-1.45148214426285,"0.10–0.20"
"Japan","GK.1.1",0.114533267847645,-2.0452495572737,"0.10–0.20"
"Japan","HK.3",0.29318834896207,-0.879948992804328,">0.20"
"Japan","JN.1",0.500494330212714,0.00197732149509896,">0.20"
"Japan","P3 (B.1.1.283)",0.0254775934142757,-3.64414813533398,"<0.10"
"Japan","P4 (B.1.1.284)",0.853423225491341,1.76170623636382,">0.20"
"Japan","P5 (B.1.1.285)",0.0492131487361768,-2.96112906773263,"<0.10"
"Japan","Q (B.1.1.7)",0.929418068986234,2.57778448092917,">0.20"
"Japan","R.1",0.459139509197532,-0.163807267281558,">0.20"
"Japan","XBB.1",0.0164717913946154,-4.08949701386992,"<0.10"
"Japan","XBB.1.16",0.263792210055384,-1.02635069206725,">0.20"
"Japan","XBB.1.5",0.225018124781392,-1.23665868872113,">0.20"
"South Korea","AY (B.1.617.2)",0.3978246331879,-0.414537421832061,">0.20"
"South Korea","AY.122",0.066207884147126,-2.64645428769259,"0.10–0.20"
"South Korea","AY.122.5",0.453354843663403,-0.187124745017399,">0.20"
"South Korea","AY.69",0.606302524697898,0.431796291992082,">0.20"
"South Korea","B.1",0.0226854910040304,-3.76308295591709,"<0.10"
"South Korea","B.1.429",0.0284345819710943,-3.53130252424705,"<0.10"
"South Korea","B.1.466",0.0116841660419421,-4.43776772118492,"<0.10"
"South Korea","B.1.619.1",0.460692425221274,-0.157555417903084,">0.20"
"South Korea","B.1.620",0.13296767629217,-1.87497019504556,"0.10–0.20"
"South Korea","BA.1 (BA.1)",0.0554655019570091,-2.83493097033833,"0.10–0.20"
"South Korea","BA.1.1 (BA.1.1)",0.6399927670565,0.575332752057589,">0.20"
"South Korea","BA.1.1.5 (BA.1.1.5)",0.0644192001968769,-2.67575578432004,"0.10–0.20"
"South Korea","BA.2 (BA.2)",0.192354590883125,-1.43478261584041,"0.10–0.20"
"South Korea","BA.2.10 (BA.2.10)",0.033634986255285,-3.35797484102614,"<0.10"
"South Korea","BA.2.3 (BA.2.3)",0.332460812000905,-0.697076102657857,">0.20"
"South Korea","BA.2.3.12 (BA.2.3.12)",0.0533337920230745,-2.87637643099423,"0.10–0.20"
"South Korea","BA.2.3.14 (BA.2.3.14)",0.0461865969674513,-3.02777841094339,"<0.10"
"South Korea","BA.2.68 (BA.2.68)",0.0635453567931535,-2.69034715734175,"0.10–0.20"
"South Korea","BA.5 (BA.5)",0.0172673993969885,-4.0415167635244,"<0.10"
"South Korea","BA.5.1 (BA.5.1)",0.0658757695261033,-2.65183875005264,"0.10–0.20"
"South Korea","BA.5.2 (BA.5.2)",0.387168418544762,-0.459230365015519,">0.20"
"South Korea","BA.5.5 (BA.5.5)",0.0377807988679478,-3.23744127740376,"<0.10"
"South Korea","BF (BA.5.2.1)",0.244349556356263,-1.12897908501127,">0.20"
"South Korea","BF.5",0.0368393166955486,-3.26365459157291,"<0.10"
"South Korea","BF9 (BA.5.2.19)",0.0302842851995807,-3.46637401331941,"<0.10"
"South Korea","BG (BA.2.12.1)",0.0351295843232215,-3.31295017437153,"<0.10"
"South Korea","BN.1",0.0548995261373117,-2.84578652629025,"0.10–0.20"
"South Korea","BN.1.2",0.181926127800671,-1.50335192736177,"0.10–0.20"
"South Korea","BN.1.2.5",0.0497642078716713,-2.94941414784476,"<0.10"
"South Korea","BN.1.3",0.171244404834933,-1.57683348869585,"0.10–0.20"
"South Korea","BN.1.3.5",0.0392548082068253,-3.19763528598316,"<0.10"
"South Korea","BQ.1",0.084083960926796,-2.38810886558883,"0.10–0.20"
"South Korea","CH.1.1",0.0542822230446452,-2.85774740225205,"0.10–0.20"
"South Korea","CJ.1.3",0.0547477030658377,-2.84871645806223,"0.10–0.20"
